"Year","TEMP_O_5_JulAug_AR","SALIN_O_5_AR","SALIN_50_AR"
1960,17.1138387096774,8.24911450819672,18.6414084699454
1961,16.3643677419355,8.61924405479452,17.4107830136986
1962,16.2082556451613,8.5770431369863,17.4365205479452
1963,16.4484766129032,8.48197063013699,17.0029876712329
1964,18.2553169354839,8.55770172131148,17.3195639344262
1965,15.5904274193548,8.63588634246575,16.5048073972603
1966,16.7798258064516,8.65596679452055,16.9156890410959
1967,16.0400620967742,8.71828264383562,17.6231356164384
1968,16.0587790322581,8.75514368852459,18.6357117486339
1969,17.9552548387097,8.80671460273973,17.5508471232877
1970,15.5826032258065,8.76482489041096,19.1325967123288
1971,16.4104217741935,8.41535669863014,17.3394087671233
1972,16.2676991935484,8.53635692622951,17.1625316939891
1973,16.5520782258065,8.8044594109589,16.9959010958904
1974,16.0554008064516,8.80440310958904,17.4980021917808
1975,17.566189516129,8.66067265753425,17.0113369863014
1976,17.9346,8.5078893989071,17.505306010929
1977,16.0920024193548,8.69092912328767,16.664315890411
1978,15.9160088709677,8.64720476712329,17.5362663013699
1979,18.1997040322581,8.46957680821918,17.8332545205479
1980,16.0948588709677,8.46521366120219,17.1108726775956
1981,16.7533411290323,8.73321815068493,18.8373312328767
1982,16.5203,8.75898375342466,16.8776430136986
1983,16.2729475806452,8.72069235616438,16.9340205479452
1984,16.5616879032258,8.79320554644809,18.5095445355191
1985,15.6312475806452,8.89320845205479,18.5894271232877
1986,16.6842008064516,8.83556232876712,17.3061635616438
1987,15.8255217741935,9.12032812328767,18.0853093150685
1988,15.2869620967742,8.95330827868852,16.3585642076503
1989,15.1834451612903,9.01630495890411,18.3532008219178
1990,15.2436330645161,8.8142598630137,18.1620994520548
1991,16.5573943548387,8.74273171232877,17.4705008219178
1992,17.3343782258065,8.82598172131148,17.6821382513661
1993,16.4456911290323,9.04187979452055,17.0811284657534
1994,17.1423072580645,8.77050361643836,18.0227276712329
1995,16.7559056451613,8.89351793150685,17.5401350684932
1996,16.2352516129032,8.91335513661202,17.4729923224044
1997,16.8347129032258,8.99155428767123,18.6788282191781
1998,17.4487185483871,8.94617634246575,17.5452063013699
1999,17.9769975806452,8.79788650684931,17.1451673972603
2000,16.187839516129,8.78761760928962,18.2519390710383
2001,16.23775,8.65175553424658,17.7441709589041
2002,16.1488435483871,8.84541217808219,18.3815622465753
2003,17.0715919354839,8.90368238356164,17.4690350684932
2004,16.7531766129032,9.01095183060109,18.0340071038251
2005,16.7627798387097,9.04532152054795,16.9201912328767
2006,17.1674096774194,8.58623234246575,16.4675375342466
2007,16.2285782258065,8.8736575890411,19.5998730410959
2008,16.1554008064516,8.7018862431694,18.031975136612
2009,16.9590548387097,8.514224,16.218615890411
2010,16.6975314516129,8.50875593150685,17.1091317808219
2011,16.1771088709677,8.46176153424658,16.9702695890411
2012,17.1327830645161,8.59785102459016,16.9338841530055
2013,16.9705040322581,8.58995449315069,17.070724109589
2014,16.7043201612903,8.49651026027397,17.7088802739726
2015,17.1628661290323,8.71406523287671,18.1087632876712
