"Year","TEMP_O_5_JulAug_GR","SALIN_O_5_GR","SALIN_50_GR"
1970,17.487699266129,5.82571309,6.57034455863014
1971,16.8739753467742,5.79266079287671,6.47505582136986
1972,19.5239087903226,5.84730395860656,6.63876218661202
1973,19.4011906612903,5.87350436794521,6.62105731917808
1974,17.4032597016129,5.93172678054794,6.62426677315069
1975,18.4234459919355,5.79775436054795,6.64872284136986
1976,16.7620556290323,5.98443434535519,6.73502389508197
1977,17.3526704758065,6.00008608452055,6.76897237506849
1978,17.8390004596774,5.82487294287671,6.67735284657534
1979,17.4326911451613,5.67414529972603,6.66146013315069
1980,17.3292659919355,5.65887189426229,6.68907564699454
1981,18.1333054596774,5.60614409794521,6.52026196767123
1982,17.1543902096774,5.49807205164384,6.46150028767123
1983,17.5500720403226,5.55788889438356,6.32174662547945
1984,17.8441728225806,5.73183521639344,6.51937434371585
1985,18.4397832580645,5.59856535383562,6.70259766328767
1986,17.1406028790323,5.52593153520548,6.45451466739726
1987,15.1427750080645,5.45970449054794,6.45284204712329
1988,18.7650867177419,5.41517137909836,6.13672432459016
1989,18.0878757822581,5.4354995760274,6.14278623753425
1990,16.9952785806452,5.35738537931507,6.09235877041096
1991,18.0158086612903,5.22679599643836,6.12948169972603
1992,17.0751235403226,5.29141350546448,6.06037202868852
1993,16.2375043870968,5.36503345287671,6.20140985479452
1994,18.6772861209677,5.31931185328767,6.23785256931507
1995,16.9044004919355,5.34035754164384,6.11615320356164
1996,16.7448169112903,5.36197758948087,6.18301141803279
1997,18.6964555564516,5.39978825561644,6.08335424739726
1998,17.5745098145161,5.26211937643836,5.9931221660274
1999,18.6630070322581,5.15776706013699,5.82141926493151
2000,17.9450627822581,5.2241437931694,5.93517291939891
2001,19.6409947822581,5.25272315958904,5.94331286082192
2002,19.4527593306452,5.20687537767123,5.80672563178082
2003,18.3534478306452,5.25284292547945,6.04111473753425
2004,18.1545691693548,5.19041852199454,6.0131961295082
2005,18.5992852258065,5.17218216452055,5.91077528410959
2006,19.2160768548387,5.26595244520548,5.95405619506849
2007,17.4074929596774,5.27101365534247,5.92531260712329
2008,18.0498324274194,5.20003488934426,5.77225777978142
2009,17.8588396129032,5.0687931730137,5.72748471232877
2010,20.7055625403226,4.79652529150685,5.7493826769863
2011,19.4846746854839,4.71159675465753,5.69534707561644
2012,17.6496201854839,4.72206737868852,5.53572700382514
2013,18.0922454596774,4.61365169643836,5.41995368136986
2014,19.4325644758065,4.53906559178082,5.36563615808219
