"Year","TEMP_O_5_JulAug_SB","SALIN_O_5_SB","SALIN_55_SB"
1960,18.5590314516129,33.4509218579235,33.4509218579235
1961,15.947114516129,31.8119701369863,31.8119701369863
1962,18.1175274193548,33.2181194520548,33.2181194520548
1963,19.3120935483871,33.3042819178082,33.3042819178082
1964,18.6427008064516,33.555187431694,33.555187431694
1965,17.6696419354839,33.4214830136986,33.4214830136986
1966,17.5310685483871,33.4939846575342,33.4939846575342
1967,18.2388112903226,33.5613608219178,33.5613608219178
1968,17.3912629032258,33.4035098360656,33.4035098360656
1969,16.7938975806452,32.89446,32.89446
1970,17.7021887096774,32.5596024657534,32.5596024657534
1971,16.8249201612903,33.4081945205479,33.4081945205479
1972,17.4791620967742,33.0684631147541,33.0684631147541
1973,18.4885774193548,33.0545452054794,33.0545452054794
1974,18.1412935483871,33.0634290410959,33.0634290410959
1975,17.583610483871,33.3996956164384,33.3996956164384
1976,19.6970112903226,33.7117871584699,33.7117871584699
1977,16.9108637096774,33.2549010958904,33.2549010958904
1978,19.0432032258065,33.0691884931507,33.0691884931507
1979,16.7228685483871,33.376822739726,33.376822739726
1980,17.3662975806452,33.0476035519126,33.0476035519126
1981,17.3201653225806,32.7946654794521,32.7946654794521
1982,17.0543129032258,32.1779339726027,32.1779339726027
1983,18.203514516129,33.1882556164384,33.1882556164384
1984,17.9815701612903,33.4887232240437,33.4887232240437
1985,19.0237717741935,32.7231942465753,32.7231942465753
1986,18.2032451612903,33.1172249315068,33.1172249315068
1987,18.4786161290323,33.3762265753425,33.3762265753425
1988,17.8484072580645,33.1046404371585,33.1046404371585
1989,19.1361346774194,33.1939791780822,33.1939791780822
1990,19.6563814516129,33.4184235616438,33.4184235616438
1991,17.5081080645161,33.5755534246575,33.5755534246575
1992,16.5229290322581,33.6151740437158,33.6151740437158
1993,17.817360483871,33.4954728767123,33.4954728767123
1994,18.6950467741935,33.2313484931507,33.2313484931507
1995,17.6115709677419,32.7437150684932,32.7437150684932
1996,18.1784943548387,33.5354983606557,33.5354983606557
1997,18.4589032258065,33.2024065753425,33.2024065753425
1998,18.2568193548387,33.6073347945205,33.6073347945205
1999,18.953910483871,32.5476282191781,32.5476282191781
2000,17.7831790322581,33.2819259562842,33.2819259562842
2001,18.32125,33.3314821917808,33.3314821917808
2002,17.502464516129,33.3433430136986,33.3433430136986
2003,18.3569266129032,33.5985991780822,33.5985991780822
2004,17.8699282258065,32.8932797814208,32.8932797814208
2005,17.5584088709677,33.4751408219178,33.4751408219178
2006,17.6827701612903,33.5328504109589,33.5328504109589
2007,19.1980427419355,33.2356290410959,33.2356290410959
2008,17.1507403225806,33.3156084699454,33.3156084699454
2009,17.2399338709677,33.4516221917808,33.4516221917808
2010,19.0928782258065,33.1491498630137,33.1491498630137
2011,20.1957669354839,32.6932208219178,32.6932208219178
2012,18.1739814516129,33.230931420765,33.230931420765
2013,17.2748137096774,32.9869953424658,32.9869953424658
2014,20.5161314516129,33.657798630137,33.657798630137
2015,18.4201274193548,33.1779731506849,33.1779731506849
2016,18.6893435483871,33.2149863387978,33.2149863387978
2017,19.521035483871,32.7204063013699,32.7204063013699
2018,19.7783443548387,33.0133863013699,33.0133863013699
2019,18.2869274193548,33.2633394520548,33.2633394520548
2020,18.8685322580645,33.2234128415301,33.2234128415301
2021,19.2710161290323,33.2725153424658,33.2725153424658
2022,17.8524725806452,33.2287673972603,33.2287673972603
2023,18.253735483871,33.0773742465753,33.0773742465753
2024,19.2247580645161,32.7505040983607,32.7505040983607
2025,19.8784129032258,33.6971482191781,33.6971482191781
2026,19.1156,33.1277416438356,33.1277416438356
2027,18.2530427419355,33.6388161643836,33.6388161643836
2028,18.7599258064516,33.1347486338798,33.1347486338798
2029,20.6427120967742,32.9991402739726,32.9991402739726
2030,19.2246072580645,33.4271506849315,33.4271506849315
2031,19.1295766129032,33.0685482191781,33.0685482191781
2032,18.6864193548387,33.0596079234973,33.0596079234973
2033,18.2108637096774,32.8253383561644,32.8253383561644
2034,18.7396774193548,33.3214495890411,33.3214495890411
2035,17.2539967741935,33.0813528767123,33.0813528767123
2036,19.60185,33.3851819672131,33.3851819672131
2037,17.639675,33.1509731506849,33.1509731506849
2038,20.3738741935484,33.3161871232877,33.3161871232877
2039,19.9262483870968,33.0269093150685,33.0269093150685
2040,18.0565870967742,32.3489519125683,32.3489519125683
2041,20.463725,33.3570383561644,33.3570383561644
2042,19.7979782258065,33.4966682191781,33.4966682191781
2043,19.2986693548387,33.2518736986301,33.2518736986301
2044,18.5316943548387,32.8795614754098,32.8795614754098
2045,19.9461370967742,33.5279249315069,33.5279249315069
2046,18.7161169354839,33.498124109589,33.498124109589
2047,19.3115032258065,33.2069947945205,33.2069947945205
2048,19.1211177419355,33.2778778688525,33.2778778688525
2049,19.0938524193548,32.9701076712329,32.9701076712329
2050,19.4185806451613,33.650377260274,33.650377260274
2051,17.8718362903226,33.5985531506849,33.5985531506849
2052,19.7210879032258,33.6967852459016,33.6967852459016
2053,19.4396685483871,33.5422698630137,33.5422698630137
2054,20.212260483871,33.6832328767123,33.6832328767123
2055,19.0964008064516,33.5552715068493,33.5552715068493
2056,19.4195225806452,33.5693166666667,33.5693166666667
2057,19.1619225806452,33.2116117808219,33.2116117808219
2058,21.7701306451613,33.4974016438356,33.4974016438356
2059,19.2401975806452,33.5814490410959,33.5814490410959
2060,20.0296725806452,33.1296262295082,33.1296262295082
2061,19.9871120967742,33.5349397260274,33.5349397260274
2062,19.975875,33.5320512328767,33.5320512328767
2063,21.2693370967742,33.3463638356164,33.3463638356164
2064,19.2714282258065,33.3691106557377,33.3691106557377
2065,18.2279870967742,33.3397263013699,33.3397263013699
2066,19.4194556451613,33.2577495890411,33.2577495890411
2067,19.3562782258065,32.5438139726027,32.5438139726027
2068,19.7904185483871,33.5072830601093,33.5072830601093
2069,19.4994612903226,33.6204471232877,33.6204471232877
2070,19.9912040322581,33.4560528767123,33.4560528767123
2071,20.8095024193548,33.2288750684932,33.2288750684932
2072,19.850789516129,33.3476352459016,33.3476352459016
2073,20.8445419354839,33.1565290410959,33.1565290410959
2074,19.6730258064516,33.5309797260274,33.5309797260274
2075,18.8431548387097,33.1345539726027,33.1345539726027
2076,19.2086508064516,33.6811030054645,33.6811030054645
2077,21.4787725806452,33.7793690410959,33.7793690410959
2078,20.2046782258065,33.8691967123288,33.8691967123288
2079,18.8179282258065,33.6999550684932,33.6999550684932
2080,20.1901524193548,33.4998117486339,33.4998117486339
2081,19.9813201612903,33.5032838356164,33.5032838356164
2082,20.0751483870968,33.7627939726027,33.7627939726027
2083,21.0851612903226,33.5973778082192,33.5973778082192
2084,20.5194411290323,33.3879800546448,33.3879800546448
2085,20.6181814516129,33.6213654794521,33.6213654794521
2086,20.9324862903226,33.7088531506849,33.7088531506849
2087,19.1021016129032,33.2403605479452,33.2403605479452
2088,20.8482758064516,33.5271024590164,33.5271024590164
2089,21.3860314516129,33.7573693150685,33.7573693150685
2090,19.6418314516129,33.527395890411,33.527395890411
2091,20.4943137096774,33.4171156164384,33.4171156164384
2092,20.524075,33.5609387978142,33.5609387978142
2093,19.9997459677419,32.9872032876712,32.9872032876712
2094,21.5460556451613,33.5708391780822,33.5708391780822
2095,20.2566088709677,33.627777260274,33.627777260274
2096,19.9173233870968,33.5612866120219,33.5612866120219
2097,20.641810483871,33.325324109589,33.325324109589
2098,20.8340637096774,33.5761449315068,33.5761449315068
2099,21.0615040322581,33.2478011976048,33.2478011976048
