"Year","TEMP_O_5_JulAug_NK","SALIN_O_5_NK","SALIN_100_NK"
1970,16.0169716048387,34.3664975315069,34.3664975315069
1971,16.2679154919355,34.6345565205479,34.6345565205479
1972,17.3804724596774,34.5607654808743,34.5607654808743
1973,17.061945483871,34.4819044109589,34.4819044109589
1974,15.6417240887097,34.6277640657534,34.6277640657534
1975,17.1252295806452,34.564563490411,34.564563490411
1976,17.5881829677419,34.6305765300546,34.6305765300546
1977,16.8818361048387,34.3973953123288,34.3973953123288
1978,16.494155483871,34.4569071342466,34.4569071342466
1979,15.33645025,34.3626886,34.3626886
1980,16.5438060564516,34.416510363388,34.416510363388
1981,16.2839507016129,34.4274367342466,34.4274367342466
1982,16.1745966854839,34.3261227068493,34.3261227068493
1983,16.6830743951613,34.3837486547945,34.3837486547945
1984,16.6722556532258,34.5891291229508,34.5891291229508
1985,15.8918599677419,34.662993660274,34.662993660274
1986,15.678553016129,34.5400897315068,34.5400897315068
1987,14.9039395322581,34.3924473123288,34.3924473123288
1988,17.1283714112903,34.3865761202186,34.3865761202186
1989,15.8576346048387,34.6351733424658,34.6351733424658
1990,16.0684509274194,34.6957316547945,34.6957316547945
1991,16.67657275,34.7716161342466,34.7716161342466
1992,16.5996679274194,34.716838863388,34.716838863388
1993,14.9983728387097,34.8059119643836,34.8059119643836
1994,17.6165642822581,34.4066734712329,34.4066734712329
1995,16.6447020645161,34.6559855945206,34.6559855945206
1996,15.9183248951613,34.6109267185792,34.6109267185792
1997,18.0261045403226,34.5157791753425,34.5157791753425
1998,15.6391809435484,34.6842172027397,34.6842172027397
1999,17.3857197741936,34.4758902246575,34.4758902246575
2000,16.2806496048387,34.6489912923497,34.6489912923497
2001,17.0384826774194,34.4130338219178,34.4130338219178
2002,17.794233,34.6660858547945,34.6660858547945
2003,18.2817493306452,34.7558000191781,34.7558000191781
2004,16.5254278951613,34.4989220519126,34.4989220519126
2005,16.877540266129,34.6996050246575,34.6996050246575
2006,18.6454649758065,34.7001036246575,34.7001036246575
2007,17.2555355564516,34.6425044712329,34.6425044712329
2008,17.7285696451613,34.3880717896175,34.3880717896175
2009,18.3189213951613,34.3892486931507,34.3892486931507
2010,18.6104641209677,34.368248630137,34.368248630137
2011,18.3738709596774,34.3760975589041,34.3760975589041
2012,17.5746713064516,34.3771228005464,34.3771228005464
2013,18.030847233871,34.369209309589,34.369209309589
2014,18.5856301854839,34.3845975068493,34.3845975068493
