"Year","TEMP_O_5_JulAug_BB","SALIN_O_5_BB","SALIN_110_BB"
1960,14.2514286290323,3.23017121584699,4.13265286885246
1961,12.1103707258065,3.15991290410959,4.26326356164384
1962,10.4313944354839,3.1905358630137,4.22903684931507
1963,14.6021142741935,3.15499057534247,4.1562281369863
1964,11.6607391129032,3.14198172677596,4.20341931693989
1965,13.9583663709677,3.21199560273973,4.18100928767123
1966,13.1195060483871,3.13846436986301,4.19862473972603
1967,13.0961127419355,3.23678149315068,4.17165197260274
1968,12.5593557258065,3.29381408469945,4.2266412568306
1969,12.3678007258065,3.21083495890411,4.3167375890411
1970,11.3632946774194,3.22713301369863,4.23250035616438
1971,8.57050850806452,3.2411108630137,4.20038706849315
1972,12.7839841129032,3.14232919398907,4.26064584699454
1973,11.5407929032258,3.22697406849315,4.22700010958904
1974,10.9511783870968,3.208418,4.21583989041096
1975,13.3609521774194,3.19330998630137,4.25485712328767
1976,12.3827326612903,3.19048453551913,4.28445120218579
1977,9.47940072580645,3.25310521917808,4.31555567123288
1978,10.6240383870968,3.31675182191781,4.33675082191781
1979,10.8051966935484,3.34675452054794,4.33132424657534
1980,10.3951803225806,3.28180737704918,4.29878959016393
1981,10.9019064516129,3.22892746575342,4.30760849315068
1982,12.9852626612903,3.23352382191781,4.31680904109589
1983,13.4857573387097,3.26366254794521,4.34809276712329
1984,12.0477071774194,3.27784577868852,4.3820056010929
1985,13.5284146774194,3.34449130136986,4.38344643835616
1986,12.4862317741935,3.32219109589041,4.3988624109589
1987,14.8034627419355,3.37850198630137,4.46767679452055
1988,10.5574578225806,3.36598613934426,4.4328625136612
1989,12.0692302419355,3.38270228767123,4.38962339726027
1990,13.2994933870968,3.29822871232877,4.36244164383562
1991,12.444862983871,3.3226711369863,4.32521876712329
1992,9.89099516129032,3.28730213114754,4.32254019125683
1993,9.52228943548387,3.17532792876712,4.31254356164384
1994,8.71942798387097,3.30841761643836,4.23474150684932
1995,10.5386892741935,3.18478071232877,4.2592701369863
