"Year","TEMP_O_5_JulAug_BB","SALIN_O_5_BB","SALIN_110_BB"
1960,13.6473120967742,3.25285643442623,4.1225725136612
1961,14.2338419354839,3.23446169863014,4.17119131506849
1962,12.9469280645161,3.2122504109589,4.21224594520548
1963,12.8014337903226,3.19804365753425,4.15919742465753
1964,14.8623774193548,3.18563259562842,4.1067868579235
1965,12.2113045967742,3.18929994520548,4.10031191780822
1966,14.34135,3.13489926027397,4.0946482739726
1967,12.9376732258065,3.14092335616438,4.10460057534247
1968,11.3380558870968,3.11536211748634,4.1122537431694
1969,13.5998296774194,3.21723053424658,4.11960895890411
1970,10.1638475806452,3.22052264383562,4.23045463013699
1971,11.380275,3.26341419178082,4.23463038356164
1972,11.8020699193548,3.25240008196721,4.25204158469945
1973,13.8751685483871,3.33550778082192,4.18406052054794
1974,14.0920887096774,3.31745976712329,4.11496904109589
1975,14.4688370967742,3.32064757534247,4.12859449315069
1976,15.657039516129,3.30181213114754,4.10825800546448
1977,13.3871287096774,3.26739005479452,4.13541008219178
1978,12.5253680645161,3.24123057534247,4.18533950684932
1979,14.4844991935484,3.24074502739726,4.25865482191781
1980,11.7604137903226,3.35508030054645,4.31253956284153
1981,13.1601224193548,3.41569176712329,4.32276646575342
1982,10.3836012903226,3.40320876712329,4.29242276712329
1983,13.7116580645161,3.44900378082192,4.23012457534247
1984,12.9671153225806,3.358725,4.2543543989071
1985,12.6704930645161,3.35508982191781,4.2429395890411
1986,14.8882862903226,3.32701939726027,4.20141416438356
1987,13.0038016129032,3.27886920547945,4.19084594520548
1988,14.2564999193548,3.22453849726776,4.24182822404372
1989,13.5665096774194,3.32425623287671,4.23383534246575
1990,12.32822,3.35806871232877,4.25208980821918
1991,15.300260483871,3.38157343835616,4.19545438356164
1992,14.3429790322581,3.37700724043716,4.1279537431694
1993,14.0932142741935,3.3453348630137,4.09594271232877
1994,14.1384782258065,3.25366080821918,4.12256482191781
1995,13.3747330645161,3.24806691780822,4.16094435616438
1996,10.8889744354839,3.24826258196721,4.14612587431694
1997,11.6602259677419,3.17290849315068,4.19505315068493
1998,12.999489516129,3.17386823287671,4.17707189041096
1999,15.5219991935484,3.25723002739726,4.09014065753425
2000,13.4209250806452,3.22781991803279,4.17167207650273
2001,12.0619829032258,3.24488020547945,4.2069064109589
2002,12.5772430645161,3.27746435616438,4.17749934246575
2003,12.4520305645161,3.37541710958904,4.04380715068493
2004,12.0950241935484,3.27633513661202,4.07992707650273
2005,12.2817016129032,3.19860565753425,4.14128298630137
2006,15.8783822580645,3.21604543835616,4.08742142465753
2007,11.2751127419355,3.21998460273973,4.08782726027397
2008,12.0796299193548,3.21180830601093,4.19355786885246
2009,12.0528158870968,3.1724475890411,4.24373846575342
2010,14.2633991935484,3.27319873972603,4.24095975342466
2011,10.5274543548387,3.2729525890411,4.23676860273973
2012,12.8863232258065,3.2945243579235,4.17814409836066
2013,13.7349290322581,3.31615754794521,4.08677931506849
2014,12.2768822580645,3.27654482191781,4.12623169863014
2015,13.108769516129,3.2979355890411,4.14932950684932
2016,10.3396466129032,3.23828472677596,4.18115136612022
2017,12.2175923387097,3.26762791780822,4.12999578082192
2018,14.5108322580645,3.27835745205479,4.08246983561644
2019,13.7379867741935,3.28009704109589,4.02780747945206
2020,13.4007166935484,3.21424308743169,4.05734732240437
2021,9.56446,3.14949761643836,4.14126893150685
2022,13.3296507258065,3.20287108219178,4.1211515890411
2023,15.8394806451613,3.27221945205479,4.07946575342466
2024,15.4075548387097,3.24816099726776,4.09374674863388
2025,10.3505861290323,3.22955563013699,4.12409476712329
2026,13.6990482258065,3.18008578082192,4.10638498630137
2027,13.2805923387097,3.26798382191781,4.00083331506849
2028,13.9367403225806,3.22472042349727,3.97250232240437
2029,14.7784588709677,3.18760120547945,3.96705865753425
2030,13.4197169354839,3.14461284931507,3.93961608219178
2031,15.5660427419355,3.17127515068493,3.88627342465753
2032,14.4753741935484,3.1649537704918,3.82718647540984
2033,12.9221168548387,3.08978668493151,3.88052923287671
2034,12.8796685483871,3.09450084931507,3.8109761369863
2035,15.1157927419355,3.05258168493151,3.80048139726027
2036,14.1735919354839,3.04659782786885,3.83314385245902
2037,15.7964524193548,3.06454178082192,3.8497584109589
2038,16.6394846774194,3.0793605890411,3.82986243835616
2039,15.0270024193548,3.1211782739726,3.78892046575342
2040,15.1288282258065,3.05110204918033,3.78199368852459
2041,15.2925185483871,3.07355806849315,3.70147435616438
2042,15.1906112903226,3.0163864109589,3.73294539726027
2043,14.7392323387097,2.95720435616438,3.79624224657534
2044,14.5582692741935,2.95067799180328,3.80149387978142
2045,15.6044112903226,2.97798180821918,3.71336936986301
2046,16.3515314516129,2.99460149315069,3.66910506849315
2047,14.919375,2.95228857534247,3.68341671232877
2048,16.4537088709677,2.95493707650273,3.63016568306011
2049,13.8708685483871,2.91311561643836,3.73210271232877
