"Year","TEMP_O_5_JulAug_SK","SALIN_O_5_SK","SALIN_70_SK"
1960,18.333110483871,34.4089931693989,34.4089931693989
1961,15.4434532258065,34.0957416438356,34.0957416438356
1962,17.5112080645161,34.2374704109589,34.2374704109589
1963,18.9961379032258,34.2843421917808,34.2843421917808
1964,18.0294,34.2884789617486,34.2884789617486
1965,17.1861,34.2483920547945,34.2483920547945
1966,17.2381475806452,34.2309989041096,34.2309989041096
1967,17.9656387096774,34.3219517808219,34.3219517808219
1968,17.057139516129,34.3763606557377,34.3763606557377
1969,16.2170927419355,34.2423646575342,34.2423646575342
1970,17.0885564516129,34.1939120547945,34.1939120547945
1971,16.2084943548387,34.4169619178082,34.4169619178082
1972,16.9344798387097,34.3894576502732,34.3894576502732
1973,17.766664516129,34.321244109589,34.321244109589
1974,17.9009346774194,34.4042071232877,34.4042071232877
1975,17.0256580645161,34.349415890411,34.349415890411
1976,19.4139459677419,34.4104021857923,34.4104021857923
1977,16.4203112903226,34.1398238356164,34.1398238356164
1978,18.7307524193548,34.3058367123288,34.3058367123288
1979,16.2042346774194,34.2676375342466,34.2676375342466
1980,16.7143459677419,34.1092081967213,34.1092081967213
1981,16.8522177419355,34.2370232876712,34.2370232876712
1982,16.5581040322581,34.0087928767123,34.0087928767123
1983,17.9035129032258,34.1801876712329,34.1801876712329
1984,17.863760483871,34.3911267759563,34.3911267759563
1985,18.2873637096774,34.4564556164384,34.4564556164384
1986,17.8457919354839,34.3070602739726,34.3070602739726
1987,18.2363943548387,34.2875739726027,34.2875739726027
1988,17.3471701612903,34.1965469945355,34.1965469945355
1989,18.5233927419355,34.4051317808219,34.4051317808219
1990,19.2768620967742,34.5342350684932,34.5342350684932
1991,17.0379669354839,34.551562739726,34.551562739726
1992,16.0700387096774,34.530337431694,34.530337431694
1993,17.1846637096774,34.4953863013699,34.4953863013699
1994,17.8431233870968,34.0937753424658,34.0937753424658
1995,17.0690774193548,34.1445909589041,34.1445909589041
1996,17.7430943548387,34.4537909836066,34.4537909836066
1997,17.8829024193548,34.3005830136986,34.3005830136986
1998,17.9201911290323,34.4212635616438,34.4212635616438
1999,18.5114862903226,34.267617260274,34.267617260274
2000,17.2315185483871,34.3914341530055,34.3914341530055
2001,17.9469322580645,34.1461810958904,34.1461810958904
2002,17.0557419354839,34.4105043835616,34.4105043835616
2003,18.2956491935484,34.4988887671233,34.4988887671233
2004,17.390714516129,34.2022756830601,34.2022756830601
2005,17.0073846774194,34.4342950684931,34.4342950684931
2006,17.2810838709677,34.5409624657534,34.5409624657534
2007,18.6466435483871,34.3150931506849,34.3150931506849
2008,16.526139516129,34.314875136612,34.314875136612
2009,16.7284838709677,34.341135890411,34.341135890411
2010,18.6713935483871,34.2873715068493,34.2873715068493
2011,19.5169330645161,34.4365679452055,34.4365679452055
2012,17.9445209677419,34.3470715846995,34.3470715846995
2013,16.6778467741935,34.1733830136986,34.1733830136986
2014,20.0668080645161,34.4466632876712,34.4466632876712
2015,17.8402830645161,34.267315890411,34.267315890411
2016,17.9657475806452,34.2562983606557,34.2562983606557
2017,19.0204370967742,34.4554997260274,34.4554997260274
2018,19.1813298387097,34.4732545205479,34.4732545205479
2019,17.6897451612903,34.3477317808219,34.3477317808219
2020,18.6247161290323,34.2528483606557,34.2528483606557
2021,19.0274556451613,34.3315912328767,34.3315912328767
2022,17.3121475806452,34.218178630137,34.218178630137
2023,17.4900048387097,34.4332402739726,34.4332402739726
2024,18.6175,34.3034855191257,34.3034855191257
2025,19.4689080645161,34.4687082191781,34.4687082191781
2026,18.6609733870968,34.2596931506849,34.2596931506849
2027,17.7151088709677,34.4986879452055,34.4986879452055
2028,18.3323612903226,34.225806284153,34.225806284153
2029,20.3024459677419,34.2641805479452,34.2641805479452
2030,18.8452879032258,34.4081435616438,34.4081435616438
2031,18.5745661290323,34.4072156164384,34.4072156164384
2032,18.4370580645161,34.214325136612,34.214325136612
2033,17.7123435483871,34.1785076712329,34.1785076712329
2034,18.2061419354839,34.2443353424658,34.2443353424658
2035,16.8988806451613,34.3797630136986,34.3797630136986
2036,19.2638693548387,34.2934459016393,34.2934459016393
2037,17.0794620967742,34.3897093150685,34.3897093150685
2038,20.1683467741935,34.3491805479452,34.3491805479452
2039,19.4287991935484,34.3869463013699,34.3869463013699
2040,17.4409225806452,34.4556278688525,34.4556278688525
2041,20.0568774193548,34.2496747945206,34.2496747945206
2042,19.2436806451613,34.474998630137,34.474998630137
