"Year","TEMP_O_5_JulAug_SK","SALIN_O_5_SK","SALIN_70_SK"
1960,16.6303774193548,34.3275792349727,34.3275792349727
1961,15.9835540322581,34.235595890411,34.235595890411
1962,16.2076516129032,34.2583161643836,34.2583161643836
1963,16.1988620967742,34.2964452054795,34.2964452054795
1964,17.513585483871,34.2853213114754,34.2853213114754
1965,14.9419233870968,34.2648835616438,34.2648835616438
1966,15.7963790322581,34.1484676712329,34.1484676712329
1967,15.5354548387097,34.3337175342466,34.3337175342466
1968,15.6538451612903,34.3651983606557,34.3651983606557
1969,17.8444701612903,34.2636632876712,34.2636632876712
1970,15.6100298387097,34.2380378082192,34.2380378082192
1971,16.0180758064516,34.4016873972603,34.4016873972603
1972,16.1096153225806,34.3343551912568,34.3343551912568
1973,15.8072669354839,34.277482739726,34.277482739726
1974,15.7994798387097,34.4240852054795,34.4240852054795
1975,16.8168096774194,34.3184860273973,34.3184860273973
1976,17.182485483871,34.4269092896175,34.4269092896175
1977,15.8149443548387,34.1965849315068,34.1965849315068
1978,15.4606717741935,34.2923753424658,34.2923753424658
1979,17.6486112903226,34.2427731506849,34.2427731506849
1980,15.838735483871,34.1540256830601,34.1540256830601
1981,16.7785370967742,34.2352695890411,34.2352695890411
1982,15.6563475806452,34.0962567123288,34.0962567123288
1983,15.2545677419355,34.2305942465753,34.2305942465753
1984,16.0078024193548,34.3715428961749,34.3715428961749
1985,15.136114516129,34.4703079452055,34.4703079452055
1986,16.1820427419355,34.2677556164384,34.2677556164384
1987,15.5217967741935,34.2776460273973,34.2776460273973
1988,15.1200451612903,34.1707057377049,34.1707057377049
1989,15.3137580645161,34.2800550684931,34.2800550684931
1990,14.8132370967742,34.512297260274,34.512297260274
1991,16.0164,34.5443049315069,34.5443049315069
1992,16.8295879032258,34.3277336065574,34.3277336065574
1993,15.7507741935484,34.4068397260274,34.4068397260274
1994,16.4456709677419,34.165644109589,34.165644109589
1995,16.2243830645161,34.3238712328767,34.3238712328767
1996,15.8881516129032,34.4130978142077,34.4130978142077
1997,16.6664387096774,34.3069630136986,34.3069630136986
1998,16.7668346774194,34.35032,34.35032
1999,17.3019959677419,34.3343991780822,34.3343991780822
2000,15.9692879032258,34.4873232240437,34.4873232240437
2001,15.9041258064516,34.1269717808219,34.1269717808219
2002,16.3504387096774,34.4026750684932,34.4026750684932
2003,16.8177766129032,34.5345947945206,34.5345947945206
2004,15.697225,34.2865038251366,34.2865038251366
2005,16.5755370967742,34.3159671232877,34.3159671232877
2006,16.6419201612903,34.5258917808219,34.5258917808219
2007,16.3348629032258,34.3458693150685,34.3458693150685
2008,15.9761975806452,34.3410191256831,34.3410191256831
2009,16.8329927419355,34.3057991780822,34.3057991780822
2010,16.3718233870968,34.3079093150685,34.3079093150685
2011,15.7493137096774,34.4306838356164,34.4306838356164
2012,16.6764862903226,34.3983581967213,34.3983581967213
2013,16.0803983870968,34.2150523287671,34.2150523287671
2014,16.2654080645161,34.3950835616438,34.3950835616438
