"Year","TEMP_O_5_JulAug_OS","SALIN_O_5_OS","SALIN_45_OS"
1960,18.5341838709677,12.7520912568306,33.2235109289618
1961,16.3810532258065,12.5450460136986,31.6462167123288
1962,18.5392612903226,12.6220938767123,32.9924298630137
1963,19.5412080645161,12.2158125068493,32.9482580821918
1964,18.4557282258065,12.6939289344262,33.2818355191257
1965,17.8890169354839,12.7898390821918,33.0956698630137
1966,17.4011419354839,13.5063545753425,33.1786717808219
1967,18.6418629032258,12.5739174794521,33.3050539726027
1968,17.2374685483871,13.0793347404372,33.0259827868852
1969,17.1876,13.8830218219178,32.5165761643836
1970,17.9206451612903,12.5748145890411,32.2395435616438
1971,16.4775169354839,13.4307360684932,33.0182564383562
1972,17.7196129032258,12.8704755601093,32.7765945355191
1973,18.3144185483871,12.5873492739726,32.8080035616438
1974,18.3716282258065,13.2171030958904,32.6574660273973
1975,17.6259056451613,12.8007013561644,33.0746545205479
1976,19.6010790322581,12.3817250409836,33.442074863388
1977,17.5589596774194,12.8409783972603,33.0066238356164
1978,19.0745161290323,12.5617925616438,32.7606690410959
1979,16.7640564516129,13.1837729589041,33.1092273972603
1980,17.9476919354839,12.9891086748634,32.7296193989071
1981,17.4345637096774,12.8738594931507,32.4373939726027
1982,17.1698564516129,13.0694729178082,31.8940882191781
1983,18.2542903225806,12.7763973424658,32.7782687671233
1984,18.2318717741936,13.854452704918,33.1735724043716
1985,19.1201008064516,12.4028996027397,32.4179906849315
1986,18.4494040322581,12.5034689315069,32.819642739726
1987,18.4462556451613,13.3698144794521,33.1090756164384
1988,18.1981209677419,13.428852431694,32.6973218579235
1989,18.9535741935484,12.7703213424658,32.9141254794521
1990,19.6128717741935,12.1366848630137,33.1291347945205
1991,17.929664516129,13.0412225068493,33.2873060273973
1992,17.026,13.3732953688525,33.3387275956284
1993,17.7026435483871,12.8239292739726,33.1246145205479
1994,18.4959572580645,12.7181758630137,32.9534008219178
1995,17.5561548387097,14.0040705068493,32.4172230136986
1996,18.7524637096774,12.9237818169399,33.2919762295082
1997,18.3749717741935,12.5101597945205,32.9817539726027
1998,18.2873096774194,13.6962717808219,33.3419002739726
1999,18.9466120967742,12.8414927671233,32.2112531506849
2000,18.3607758064516,12.232596352459,32.9057472677596
2001,18.8089725806452,13.2655500547945,33.1240882191781
2002,17.9293209677419,12.9044930136986,33.0438082191781
2003,19.1251483870968,12.9980602465753,33.2427536986301
2004,17.7359258064516,12.4352546857923,32.5812803278689
2005,17.7151879032258,11.9746339726027,33.1918726027397
2006,18.2796048387097,12.4750052328767,33.0112150684932
2007,19.0943314516129,12.0976548219178,32.9748443835616
2008,17.2631717741935,12.8377912704918,33.0081024590164
2009,17.5367258064516,13.2058034931507,33.1560139726027
2010,19.405114516129,12.5994135205479,32.8232378082192
2011,20.0677685483871,12.5856367260274,32.3161145205479
2012,19.0142161290323,12.3412038797814,32.9531571038251
2013,17.2594435483871,12.4955922054795,32.5130238356164
2014,20.2011661290323,11.9030955479452,33.3597320547945
2015,18.9207637096774,12.5390757534247,32.8341156164384
2016,18.950410483871,12.8543200409836,32.9448863387978
2017,20.1164766129032,12.5374301369863,32.4105136986301
2018,20.1393338709677,12.3037109863014,32.5778402739726
2019,18.5400403225806,12.1854041643836,32.9836493150685
2020,18.9023016129032,12.6172193306011,32.9508912568306
2021,19.4178209677419,12.4122041369863,32.9371043835616
2022,18.5306967741935,12.2060075068493,32.9582071232877
2023,18.573989516129,11.9511343424658,32.8480120547945
2024,19.9062411290323,12.1004377185792,32.4057724043716
2025,20.1346596774194,11.9975794520548,33.4140928767123
2026,19.3342379032258,12.3593593561644,32.7646049315069
2027,18.1997169354839,12.5503669863014,33.4173783561644
2028,18.6393459677419,12.6994813251366,32.7985409836066
2029,20.4389701612903,12.2585282328767,32.8002969863014
2030,19.3428596774194,11.8870925753425,33.0409410958904
2031,19.3648725806452,12.2459274109589,32.7321254794521
2032,18.6433112903226,11.938506010929,32.776212568306
2033,18.5966040322581,12.4380794931507,32.5346923287671
2034,19.0341685483871,12.4062602739726,33.0533630136986
2035,17.4273177419355,11.3652430273973,32.857735890411
2036,19.7193838709677,12.0077171584699,32.9816054644809
2037,18.0039072580645,12.078495890411,32.9327353424658
2038,20.6741274193548,11.4339120136986,33.0513852054795
2039,20.119889516129,12.8165052876712,32.8068810958904
2040,18.7542419354839,11.0708385655738,32.0261907103825
2041,20.4845935483871,11.7722521917808,33.0692389041096
2042,20.1176733870968,11.7228279041096,33.1031838356164
2043,19.2862975806452,11.3689214931507,33.0054767123288
2044,19.0799540322581,11.745643852459,32.5510581967213
2045,20.4377830645161,11.5975274657534,33.317204109589
2046,18.9685733870968,12.2687480684932,33.0745712328767
2047,20.061535483871,11.1637666712329,32.9130019178082
