"Year","TEMP_O_5_JulAug_CK","SALIN_O_5_CK","SALIN_125_CK"
1970,16.0292908064516,34.4152513479452,34.4152513479452
1971,16.2582195483871,34.7608027589041,34.7608027589041
1972,17.3902746774194,34.6980727459016,34.6980727459016
1973,17.0438463548387,34.5586374876712,34.5586374876712
1974,15.6628074596774,34.7481257616438,34.7481257616438
1975,17.5139258225806,34.6118692520548,34.6118692520548
1976,17.4724439274194,34.7520055054645,34.7520055054645
1977,16.8734255564516,34.4443303205479,34.4443303205479
1978,16.3596430322581,34.5330214438356,34.5330214438356
1979,15.2525930806452,34.4308026273973,34.4308026273973
1980,16.4589676209677,34.5073550874317,34.5073550874317
1981,16.3016354758065,34.5328780684931,34.5328780684931
1982,16.1957746370968,34.3455786958904,34.3455786958904
1983,16.7144913387097,34.4617863068493,34.4617863068493
1984,16.5870316370968,34.664867273224,34.664867273224
1985,15.9073556290323,34.7448716684932,34.7448716684932
1986,15.6255603629032,34.6801820438356,34.6801820438356
1987,14.8952873629032,34.4519652931507,34.4519652931507
1988,17.2247214919355,34.5554607377049,34.5554607377049
1989,15.8734749919355,34.6531229479452,34.6531229479452
1990,16.0148460645161,34.7630779424658,34.7630779424658
1991,16.7152538870968,34.8354196520548,34.8354196520548
1992,16.5933206370968,34.7824173469945,34.7824173469945
1993,15.0280733790323,34.9461721863014,34.9461721863014
1994,17.6154729274194,34.5692894136986,34.5692894136986
1995,16.6878438951613,34.7106657260274,34.7106657260274
1996,16.0452887258065,34.7385206830601,34.7385206830601
1997,18.0961075241935,34.5822124328767,34.5822124328767
1998,15.5910727419355,34.8455089068493,34.8455089068493
1999,17.3423011290323,34.5238318821918,34.5238318821918
2000,16.1828633870968,34.7751736693989,34.7751736693989
2001,17.0275746693548,34.545885660274,34.545885660274
2002,17.7651476209677,34.7215469753425,34.7215469753425
2003,18.2755485725806,34.7389049534247,34.7389049534247
2004,16.5598267822581,34.5987505928962,34.5987505928962
2005,17.0036511612903,34.6755427561644,34.6755427561644
2006,18.7473238467742,34.764385030137,34.764385030137
2007,17.3847738064516,34.7032839068493,34.7032839068493
2008,17.8347901774194,34.4639945382514,34.4639945382514
2009,18.6177120483871,34.460063339726,34.460063339726
2010,18.9179019193548,34.4345861808219,34.4345861808219
2011,18.4426699112903,34.4475271726027,34.4475271726027
2012,17.7361323225806,34.4552739726776,34.4552739726776
2013,18.2633263306452,34.4309938739726,34.4309938739726
2014,18.8678359112903,34.443656939726,34.443656939726
