"Year","TEMP_O_5_JulAug_CK","SALIN_O_5_CK","SALIN_125_CK"
1960,16.6719459677419,34.7191806010929,34.7191806010929
1961,16.1093814516129,34.5485602739726,34.5485602739726
1962,16.4286596774194,34.4457301369863,34.4457301369863
1963,16.3297564516129,34.4796517808219,34.4796517808219
1964,17.6188483870968,34.4508967213115,34.4508967213115
1965,15.0088903225806,34.4505810958904,34.4505810958904
1966,16.0224475806452,34.4452389041096,34.4452389041096
1967,15.6548774193548,34.6179745205479,34.6179745205479
1968,15.6073475806452,34.606075136612,34.606075136612
1969,18.1257209677419,34.4820564383562,34.4820564383562
1970,15.791185483871,34.4135035616438,34.4135035616438
1971,16.1856782258065,34.7183293150685,34.7183293150685
1972,16.130310483871,34.6634297814208,34.6634297814208
1973,15.8595935483871,34.5349326027397,34.5349326027397
1974,15.9360169354839,34.7729980821918,34.7729980821918
1975,16.9140185483871,34.6253208219178,34.6253208219178
1976,17.3402040322581,34.7457860655738,34.7457860655738
1977,15.9106379032258,34.4629189041096,34.4629189041096
1978,15.6314008064516,34.4955975342466,34.4955975342466
1979,17.9195701612903,34.4321665753425,34.4321665753425
1980,16.0364258064516,34.4740614754098,34.4740614754098
1981,16.8566096774194,34.564255890411,34.564255890411
1982,15.781410483871,34.3421624657534,34.3421624657534
1983,15.2590451612903,34.4882421917808,34.4882421917808
1984,16.0386580645161,34.6723901639344,34.6723901639344
1985,15.2506467741935,34.7577490410959,34.7577490410959
1986,16.3121,34.6833539726027,34.6833539726027
1987,15.5099451612903,34.4718347945205,34.4718347945205
1988,15.296239516129,34.5440535519126,34.5440535519126
1989,15.398064516129,34.6544936986301,34.6544936986301
1990,14.8053677419355,34.7609364383562,34.7609364383562
1991,16.3772620967742,34.8234353424657,34.8234353424657
1992,16.9600975806452,34.7895576502732,34.7895576502732
1993,15.7197580645161,34.9487654794521,34.9487654794521
1994,16.6709524193548,34.5310035616438,34.5310035616438
1995,16.5045709677419,34.6420021917808,34.6420021917808
1996,15.93295,34.7178360655738,34.7178360655738
1997,16.776960483871,34.5890791780822,34.5890791780822
1998,16.9032330645161,34.8395528767123,34.8395528767123
1999,17.3535427419355,34.5181115068493,34.5181115068493
2000,16.0273637096774,34.7800005464481,34.7800005464481
2001,15.9467419354839,34.4949298630137,34.4949298630137
2002,16.4146274193548,34.7088221917808,34.7088221917808
2003,16.8569548387097,34.8014495890411,34.8014495890411
2004,15.7346629032258,34.5967464480874,34.5967464480874
2005,16.5582411290323,34.750817260274,34.750817260274
2006,16.7044387096774,34.7376953424658,34.7376953424658
2007,16.533714516129,34.6294769863014,34.6294769863014
2008,16.1343233870968,34.5538142076503,34.5538142076503
2009,16.9888822580645,34.6212134246575,34.6212134246575
2010,16.5194258064516,34.5854356164384,34.5854356164384
2011,15.8247370967742,34.7061512328767,34.7061512328767
2012,16.8470379032258,34.7847494535519,34.7847494535519
2013,15.9890943548387,34.6710526027397,34.6710526027397
2014,16.4438362903226,34.7815978082192,34.7815978082192
2015,17.3246209677419,34.6131383561644,34.6131383561644
2016,16.1054306451613,34.6456101092896,34.6456101092896
2017,16.569685483871,34.7488273972603,34.7488273972603
2018,15.3008185483871,34.7589775342466,34.7589775342466
2019,15.9124137096774,34.6979306849315,34.6979306849315
2020,16.5083282258065,34.6937852459016,34.6937852459016
2021,15.5284298387097,34.7104383561644,34.7104383561644
2022,16.1608879032258,34.5430021917808,34.5430021917808
2023,17.7786008064516,34.7228528767123,34.7228528767123
2024,16.2589129032258,34.6820196721311,34.6820196721311
2025,15.6823983870968,34.67816,34.67816
2026,17.092235483871,34.751975890411,34.751975890411
2027,15.9879758064516,34.80422,34.80422
2028,16.7318967741935,34.6542038251366,34.6542038251366
2029,18.2508370967742,34.6956920547945,34.6956920547945
2030,16.1291556451613,34.8804575342466,34.8804575342466
2031,15.9919903225806,34.7370339726027,34.7370339726027
2032,16.2733153225806,34.6690978142077,34.6690978142077
2033,16.9352225806452,34.4962526027397,34.4962526027397
2034,15.6875088709677,34.6752767123288,34.6752767123288
2035,16.5706508064516,34.7022991780822,34.7022991780822
2036,15.9638516129032,34.5764098360656,34.5764098360656
2037,15.9162483870968,34.755944109589,34.755944109589
2038,17.6436887096774,34.6167783561644,34.6167783561644
2039,16.3952596774194,34.7066734246575,34.7066734246575
2040,17.4404935483871,34.6451415300546,34.6451415300546
2041,17.2153766129032,34.6360846575342,34.6360846575342
2042,15.8359241935484,34.7694515068493,34.7694515068493
2043,16.9230314516129,34.7034619178082,34.7034619178082
2044,16.9077314516129,34.8217767759563,34.8217767759563
2045,16.6483572580645,34.753755890411,34.753755890411
2046,17.6243435483871,34.7728482191781,34.7728482191781
2047,16.5532822580645,34.5883830136986,34.5883830136986
2048,16.6192451612903,34.8779109289617,34.8779109289617
2049,17.1686459677419,34.7959750684931,34.7959750684931
2050,18.5922951612903,34.8516947945205,34.8516947945205
2051,16.5712774193548,34.8381991780822,34.8381991780822
2052,17.8619266129032,34.7862554644809,34.7862554644809
2053,16.8889225806452,34.6667197260274,34.6667197260274
2054,18.2824822580645,34.8249317808219,34.8249317808219
2055,17.7775879032258,34.7753457534247,34.7753457534247
2056,17.8659024193548,34.7321371584699,34.7321371584699
2057,17.8745096774194,34.8054528767123,34.8054528767123
2058,17.7256483870968,34.794182739726,34.794182739726
2059,17.3321959677419,34.7313361643836,34.7313361643836
2060,16.9087217741935,34.8646478142077,34.8646478142077
2061,17.0074572580645,34.8464632876712,34.8464632876712
2062,17.2185766129032,34.7765093150685,34.7765093150685
2063,16.7170024193548,34.7358509589041,34.7358509589041
2064,16.5153564516129,34.7979726775956,34.7979726775956
2065,19.1854637096774,34.7377830136986,34.7377830136986
2066,18.0245572580645,34.7984052054795,34.7984052054795
2067,17.955085483871,34.5570394520548,34.5570394520548
2068,17.9239580645161,34.7535825136612,34.7535825136612
2069,17.2222233870968,34.8906479452055,34.8906479452055
2070,17.7646927419355,34.6773824657534,34.6773824657534
2071,16.6684983870968,34.7138416438356,34.7138416438356
2072,18.5216314516129,34.7248221311475,34.7248221311475
2073,17.4973112903226,34.6138147945206,34.6138147945206
2074,17.1127919354839,34.7843005479452,34.7843005479452
2075,18.7021379032258,34.7638695890411,34.7638695890411
2076,16.5076266129032,34.6484360655738,34.6484360655738
2077,16.8712209677419,34.8481350684931,34.8481350684931
2078,16.9344620967742,34.8266473972603,34.8266473972603
2079,17.0754588709677,34.817797260274,34.817797260274
2080,17.0760225806452,34.7764363387978,34.7764363387978
2081,18.0071612903226,34.6739271232877,34.6739271232877
2082,17.2532790322581,34.7523882191781,34.7523882191781
2083,18.4082,34.6650106849315,34.6650106849315
2084,18.0237129032258,34.7589650273224,34.7589650273224
2085,17.0234403225806,34.7029849315068,34.7029849315068
2086,17.7249064516129,34.7917435616438,34.7917435616438
2087,19.7631516129032,34.6593901369863,34.6593901369863
2088,17.7911225806452,34.7098948087432,34.7098948087432
2089,17.6980612903226,34.8270794520548,34.8270794520548
2090,17.1830790322581,34.7831345205479,34.7831345205479
2091,18.7774548387097,34.6619060273973,34.6619060273973
2092,17.8502983870968,34.6702445355191,34.6702445355191
2093,17.841075,34.607961369863,34.607961369863
2094,16.8802016129032,34.8669569863014,34.8669569863014
2095,16.8143959677419,34.7784852054794,34.7784852054794
2096,17.5631016129032,34.6499147540984,34.6499147540984
2097,17.5667637096774,34.6738139726027,34.6738139726027
2098,16.3868556451613,34.6703720547945,34.6703720547945
2099,17.7621112903226,34.6896164383562,34.6896164383562
2100,18.5202588709677,34.7115684931507,34.7115684931507
