"Year","TEMP_O_5_JulAug_GS","SALIN_O_5_GS","SALIN_250_GS"
1960,18.5945362903226,12.9288830601093,12.9288830601093
1961,16.7250217741936,12.904864109589,12.904864109589
1962,17.7281790322581,12.7497663013699,12.7497663013699
1963,19.2179072580645,12.5549934246575,12.5549934246575
1964,17.6776419354839,12.4770483606557,12.4770483606557
1965,16.4304798387097,12.6864438356164,12.6864438356164
1966,16.7910419354839,12.7413909589041,12.7413909589041
1967,18.0659193548387,12.901777260274,12.901777260274
1968,17.3800774193548,13.1457978142077,13.1457978142077
1969,18.1288483870968,13.1097191780822,13.1097191780822
1970,17.7944637096774,13.0354868493151,13.0354868493151
1971,16.1435403225806,12.9143895890411,12.9143895890411
1972,17.6754298387097,12.8063508196721,12.8063508196721
1973,17.6019153225806,12.6951693150685,12.6951693150685
1974,18.1835532258065,12.550124109589,12.550124109589
1975,17.7043387096774,12.6585224657534,12.6585224657534
1976,19.9820306451613,12.8945270491803,12.8945270491803
1977,17.2684137096774,13.0041912328767,13.0041912328767
1978,19.5284016129032,12.8412652054795,12.8412652054795
1979,16.1865629032258,12.8545038356164,12.8545038356164
1980,17.6610911290323,12.9346450819672,12.9346450819672
1981,17.6569653225806,12.7839926027397,12.7839926027397
1982,16.380739516129,12.6347350684931,12.6347350684931
1983,17.5607983870968,12.553324109589,12.553324109589
1984,18.9113701612903,12.650506557377,12.650506557377
1985,18.209464516129,12.6669660273973,12.6669660273973
1986,17.2307919354839,12.4252479452055,12.4252479452055
1987,19.0334637096774,12.4498876712329,12.4498876712329
1988,17.3045612903226,12.7961098360656,12.7961098360656
1989,18.5670983870968,12.7967868493151,12.7967868493151
1990,18.5698516129032,12.6327857534247,12.6327857534247
1991,17.5769056451613,12.7000008219178,12.7000008219178
1992,16.1541233870968,12.999606284153,12.999606284153
1993,17.1286024193548,12.937135890411,12.937135890411
1994,16.5758387096774,12.8026268493151,12.8026268493151
1995,17.7064233870968,12.8566775342466,12.8566775342466
1996,18.3571120967742,12.8001639344262,12.8001639344262
1997,18.1594233870968,12.7049446575342,12.7049446575342
1998,19.6248161290323,12.7395350684932,12.7395350684932
1999,19.3017048387097,12.8907778082192,12.8907778082192
2000,18.5107717741935,12.8815538251366,12.8815538251366
2001,19.5950241935484,12.9618594520548,12.9618594520548
2002,17.070285483871,12.9575232876712,12.9575232876712
2003,20.0934758064516,12.8164873972603,12.8164873972603
