"Year","TEMP_O_5_JulAug_NK","SALIN_O_5_NK","SALIN_100_NK"
1960,16.5635580645161,34.641399726776,34.641399726776
1961,16.0784120967742,34.4328495890411,34.4328495890411
1962,16.5258669354839,34.3902016438356,34.3902016438356
1963,16.2582564516129,34.4295761643836,34.4295761643836
1964,17.3427564516129,34.3828969945355,34.3828969945355
1965,14.9016,34.3805520547945,34.3805520547945
1966,16.0446685483871,34.3845339726027,34.3845339726027
1967,15.6485201612903,34.4953684931507,34.4953684931507
1968,15.4672201612903,34.5446385245902,34.5446385245902
1969,18.1282629032258,34.4615561643836,34.4615561643836
1970,15.8330580645161,34.3681663013699,34.3681663013699
1971,16.1934185483871,34.6037901369863,34.6037901369863
1972,16.0473451612903,34.5366879781421,34.5366879781421
1973,15.7874322580645,34.4471578082192,34.4471578082192
1974,15.8813330645161,34.6561547945205,34.6561547945205
1975,16.7720951612903,34.5855265753425,34.5855265753425
1976,17.3335032258065,34.6505322404372,34.6505322404372
1977,15.8912580645161,34.3621109589041,34.3621109589041
1978,15.6549258064516,34.4540852054795,34.4540852054795
1979,17.8898572580645,34.3742989041096,34.3742989041096
1980,16.1180483870968,34.4206382513661,34.4206382513661
1981,16.7579451612903,34.4359704109589,34.4359704109589
1982,15.6965137096774,34.3001501369863,34.3001501369863
1983,15.1512532258065,34.3934068493151,34.3934068493151
1984,15.889785483871,34.5342218579235,34.5342218579235
1985,15.232610483871,34.6613654794521,34.6613654794521
1986,16.3606419354839,34.5117501369863,34.5117501369863
1987,15.4123120967742,34.3984249315069,34.3984249315069
1988,15.4436830645161,34.4102726775956,34.4102726775956
1989,15.3614556451613,34.6445567123288,34.6445567123288
1990,14.6903056451613,34.7290397260274,34.7290397260274
1991,16.4293637096774,34.7373169863014,34.7373169863014
1992,16.8683338709677,34.7128792349727,34.7128792349727
1993,15.4330362903226,34.7705221917808,34.7705221917808
1994,16.6119032258065,34.3778824657534,34.3778824657534
1995,16.4088717741935,34.5934369863014,34.5934369863014
1996,15.8000733870968,34.5682240437158,34.5682240437158
1997,16.6684112903226,34.5131523287671,34.5131523287671
1998,16.9236790322581,34.6855550684932,34.6855550684932
1999,17.2894814516129,34.4802306849315,34.4802306849315
2000,15.9016798387097,34.6511573770492,34.6511573770492
2001,15.8736330645161,34.3656243835616,34.3656243835616
2002,16.4496596774194,34.6514347945205,34.6514347945205
2003,16.8590169354839,34.7580252054795,34.7580252054795
2004,15.6862943548387,34.4904407103825,34.4904407103825
2005,16.3402596774194,34.7263673972603,34.7263673972603
2006,16.6653887096774,34.6942367123288,34.6942367123288
2007,16.3470120967742,34.6064345205479,34.6064345205479
2008,16.0863637096774,34.5532344262295,34.5532344262295
2009,16.9669225806452,34.5981304109589,34.5981304109589
2010,16.4670596774194,34.6107706849315,34.6107706849315
2011,15.5653798387097,34.6688695890411,34.6688695890411
2012,16.7856903225806,34.7549341530055,34.7549341530055
2013,15.7529443548387,34.493617260274,34.493617260274
2014,16.3167241935484,34.5884347945205,34.5884347945205
2015,17.2763096774194,34.5605761643836,34.5605761643836
2016,16.0041733870968,34.5800306010929,34.5800306010929
2017,16.5159153225806,34.6681301369863,34.6681301369863
2018,15.2426887096774,34.6840564383562,34.6840564383562
2019,15.8577064516129,34.5870071232877,34.5870071232877
2020,16.4622661290323,34.6501551912568,34.6501551912568
2021,15.5228935483871,34.6685632876712,34.6685632876712
2022,16.1293427419355,34.503481369863,34.503481369863
2023,17.6947467741935,34.6772515068493,34.6772515068493
2024,16.1393072580645,34.6312202185792,34.6312202185792
2025,15.5819572580645,34.6093643835616,34.6093643835616
2026,17.0007620967742,34.6611583561644,34.6611583561644
2027,15.9145580645161,34.6792501369863,34.6792501369863
2028,16.6630653225806,34.5707991803279,34.5707991803279
2029,18.1865814516129,34.6440802739726,34.6440802739726
2030,16.0543693548387,34.7376052054795,34.7376052054795
2031,16.0123048387097,34.7317380821918,34.7317380821918
2032,16.2508846774194,34.560618852459,34.560618852459
2033,16.8411548387097,34.5259824657534,34.5259824657534
2034,15.5040677419355,34.6411545205479,34.6411545205479
2035,16.4695169354839,34.6788509589041,34.6788509589041
2036,15.891710483871,34.4652721311475,34.4652721311475
2037,15.8372362903226,34.6644904109589,34.6644904109589
2038,17.5262201612903,34.6010583561644,34.6010583561644
2039,16.2099919354839,34.5883476712329,34.5883476712329
2040,17.4729927419355,34.5550081967213,34.5550081967213
2041,17.1407483870968,34.5549397260274,34.5549397260274
2042,15.7909612903226,34.7466791780822,34.7466791780822
2043,16.8640483870968,34.5770246575342,34.5770246575342
2044,16.8283685483871,34.7107360655738,34.7107360655738
2045,16.5045072580645,34.6709416438356,34.6709416438356
2046,17.4379387096774,34.6534350684932,34.6534350684932
2047,16.5309403225806,34.5515967123288,34.5515967123288
2048,16.5158508064516,34.7163284153005,34.7163284153005
2049,17.1049459677419,34.7211263013699,34.7211263013699
2050,18.4686637096774,34.7303509589041,34.7303509589041
2051,16.3946540322581,34.7091490410959,34.7091490410959
2052,17.7482475806452,34.7787016393443,34.7787016393443
2053,16.573185483871,34.6463430136986,34.6463430136986
2054,18.0809862903226,34.6781695890411,34.6781695890411
2055,17.7120983870968,34.6762057534247,34.6762057534247
2056,17.7332564516129,34.7613103825137,34.7613103825137
2057,17.8041120967742,34.7095205479452,34.7095205479452
2058,17.5166596774194,34.7189819178082,34.7189819178082
2059,17.2213717741935,34.6026306849315,34.6026306849315
2060,16.5153975806452,34.7802571038251,34.7802571038251
2061,16.8148572580645,34.7463391780822,34.7463391780822
2062,16.9881669354839,34.6630279452055,34.6630279452055
2063,16.4812419354839,34.6826767123288,34.6826767123288
2064,16.3807258064516,34.6832024590164,34.6832024590164
2065,18.7814153225806,34.7254791780822,34.7254791780822
2066,17.7797483870968,34.6975010958904,34.6975010958904
2067,17.8387991935484,34.5498265753425,34.5498265753425
2068,17.8710338709677,34.653225136612,34.653225136612
2069,17.1510959677419,34.7976476712329,34.7976476712329
2070,17.705439516129,34.5653079452055,34.5653079452055
2071,16.515510483871,34.6576542465753,34.6576542465753
2072,18.2934846774194,34.6171959016393,34.6171959016393
2073,17.3363314516129,34.5816816438356,34.5816816438356
2074,16.857685483871,34.6552068493151,34.6552068493151
2075,18.4273161290323,34.6858915068493,34.6858915068493
2076,16.2901024193548,34.6464868852459,34.6464868852459
2077,16.5835048387097,34.7568553424658,34.7568553424658
2078,16.7933774193548,34.7224106849315,34.7224106849315
2079,16.9885266129032,34.6989512328767,34.6989512328767
2080,16.8293516129032,34.675056284153,34.675056284153
2081,18.0164927419355,34.6124726027397,34.6124726027397
2082,17.0240532258065,34.6418356164384,34.6418356164384
2083,18.2741612903226,34.5875153424658,34.5875153424658
2084,17.9760927419355,34.6366043715847,34.6366043715847
2085,16.9399508064516,34.6633816438356,34.6633816438356
2086,17.5717217741935,34.7211221917808,34.7211221917808
2087,19.5668467741936,34.6385646575342,34.6385646575342
2088,17.7251637096774,34.5976259562842,34.5976259562842
2089,17.425339516129,34.7656556164384,34.7656556164384
2090,17.1839887096774,34.7163753424658,34.7163753424658
2091,18.5997661290323,34.5559849315068,34.5559849315068
2092,17.7608491935484,34.6173221311475,34.6173221311475
2093,17.6168290322581,34.6031556164384,34.6031556164384
2094,16.6192596774194,34.71948,34.71948
2095,16.8031717741935,34.6947783561644,34.6947783561644
2096,17.3770951612903,34.626187431694,34.626187431694
2097,17.3785080645161,34.5831931506849,34.5831931506849
2098,16.1604774193548,34.5981476712329,34.5981476712329
2099,17.6430596774194,34.580482739726,34.580482739726
2100,18.2831298387097,34.6273263013699,34.6273263013699
