"Year","TEMP_O_5_JulAug_FB","SALIN_O_5_FB","SALIN_65_FB"
1960,19.2402806451613,32.7682265027322,32.7682265027322
1961,17.0093459677419,30.2497098630137,30.2497098630137
1962,19.1236758064516,32.3663542465753,32.3663542465753
1963,19.7696024193548,32.6216704109589,32.6216704109589
1964,19.243989516129,32.7848852459016,32.7848852459016
1965,18.5299967741935,32.6479917808219,32.6479917808219
1966,18.2024346774194,32.8821430136986,32.8821430136986
1967,19.3243612903226,32.7895868493151,32.7895868493151
1968,17.9687685483871,32.6207846994536,32.6207846994536
1969,17.7677669354839,32.0838906849315,32.0838906849315
1970,18.6428040322581,31.1500391780822,31.1500391780822
1971,17.4929822580645,31.9713591780822,31.9713591780822
1972,18.4165991935484,31.5998759562842,31.5998759562842
1973,19.3627008064516,31.6444994520548,31.6444994520548
1974,19.0087338709677,31.9547161643836,31.9547161643836
1975,18.4000637096774,32.5962263013699,32.5962263013699
1976,20.4617298387097,32.978775136612,32.978775136612
1977,18.1188532258065,32.3404378082192,32.3404378082192
1978,19.8446596774194,32.1864731506849,32.1864731506849
1979,17.651085483871,32.2942134246575,32.2942134246575
1980,18.5439943548387,32.0562639344262,32.0562639344262
1981,18.0745040322581,31.7132076712329,31.7132076712329
1982,17.8321137096774,31.1481446575342,31.1481446575342
1983,18.8166951612903,32.3074761643836,32.3074761643836
1984,18.7339040322581,32.5126327868852,32.5126327868852
1985,19.9677951612903,31.3364178082192,31.3364178082192
1986,19.2346862903226,32.1490526027397,32.1490526027397
1987,19.1126346774194,32.3616997260274,32.3616997260274
1988,18.9857838709677,32.1361202185792,32.1361202185792
1989,19.8823620967742,32.1318238356164,32.1318238356164
1990,20.1898403225806,32.1303169863014,32.1303169863014
1991,18.9634338709677,32.4820884931507,32.4820884931507
1992,17.6145935483871,32.6558912568306,32.6558912568306
1993,18.6505298387097,32.8105865753425,32.8105865753425
1994,19.6457129032258,32.1151983561644,32.1151983561644
1995,18.4434983870968,31.944001369863,31.944001369863
1996,19.3352620967742,32.6911759562842,32.6911759562842
1997,19.2806322580645,32.6247838356164,32.6247838356164
1998,19.1604233870968,33.0147805479452,33.0147805479452
1999,19.735025,31.3170065753425,31.3170065753425
2000,19.0213298387097,32.0180387978142,32.0180387978142
2001,19.2124733870968,32.7256276712329,32.7256276712329
2002,18.5925991935484,31.8731380821918,31.8731380821918
2003,19.4016919354839,32.5186087671233,32.5186087671233
2004,18.501535483871,31.6725147540984,31.6725147540984
2005,18.3943806451613,32.4520342465753,32.4520342465753
2006,18.7172927419355,32.7578854794521,32.7578854794521
2007,20.0539008064516,32.4721145205479,32.4721145205479
2008,17.8700524193548,32.4795196721311,32.4795196721311
2009,18.2202064516129,32.5062320547945,32.5062320547945
2010,20.2923596774194,32.1455616438356,32.1455616438356
2011,20.8843088709677,31.3654353424658,31.3654353424658
2012,19.2871274193548,32.3914426229508,32.3914426229508
2013,17.9090919354839,31.9555649315068,31.9555649315068
2014,20.9856209677419,32.689461369863,32.689461369863
2015,19.0902677419355,32.4580476712329,32.4580476712329
2016,19.7710419354839,32.3172800546448,32.3172800546448
2017,20.9142685483871,31.259062739726,31.259062739726
2018,21.1135475806452,31.5738860273973,31.5738860273973
2019,19.3148846774194,31.9054276712329,31.9054276712329
2020,19.508910483871,32.3710057377049,32.3710057377049
2021,20.2734048387097,32.2038769863014,32.2038769863014
2022,18.9445169354839,32.4654791780822,32.4654791780822
