"Year","TEMP_O_5_JulAug_BN","SALIN_O_5_BN","SALIN_97_BN"
1960,18.3984798387097,16.0009636612022,16.0009636612022
1961,16.6159290322581,18.8219884931507,18.8219884931507
1962,18.412860483871,17.1603602739726,17.1603602739726
1963,18.9943596774194,15.9568189041096,15.9568189041096
1964,18.2604975806452,15.9026707650273,15.9026707650273
1965,17.2782177419355,17.1089019178082,17.1089019178082
1966,16.6356596774194,16.1367553424658,16.1367553424658
1967,18.8111717741936,16.0629490410959,16.0629490410959
1968,16.60145,16.5472174863388,16.5472174863388
1969,17.0141129032258,17.5760476712329,17.5760476712329
1970,18.0312774193548,16.4978320547945,16.4978320547945
1971,15.7807282258065,15.9628728767123,15.9628728767123
1972,17.7129798387097,16.1801767759563,16.1801767759563
1973,18.2395411290323,15.6449375342466,15.6449375342466
1974,18.0147887096774,16.0595460273973,16.0595460273973
1975,17.4329580645161,16.6759336986301,16.6759336986301
1976,19.3841814516129,16.1966480874317,16.1966480874317
1977,17.1964483870968,15.685541369863,15.685541369863
1978,19.0205233870968,15.3121895890411,15.3121895890411
1979,15.9732661290323,16.0023693150685,16.0023693150685
1980,17.9725830645161,16.299587704918,16.299587704918
1981,17.2405475806452,16.0332857534247,16.0332857534247
1982,17.084464516129,15.1673704109589,15.1673704109589
1983,17.8706346774194,16.3789008219178,16.3789008219178
1984,18.3068782258065,16.4085199453552,16.4085199453552
1985,18.9577435483871,16.6169068493151,16.6169068493151
1986,18.1924459677419,16.0801939726027,16.0801939726027
1987,17.7761330645161,16.6644243835616,16.6644243835616
1988,17.4798459677419,15.9384387978142,15.9384387978142
1989,18.8294580645161,15.6110342465753,15.6110342465753
1990,19.088175,16.2814778082192,16.2814778082192
1991,18.3158032258065,16.2262287671233,16.2262287671233
1992,16.5624169354839,16.9050918032787,16.9050918032787
1993,17.0616024193548,17.6415835616438,17.6415835616438
1994,18.0994427419355,16.8208273972603,16.8208273972603
1995,17.2626822580645,18.5326610958904,18.5326610958904
1996,18.4032951612903,17.7885325136612,17.7885325136612
1997,18.2274403225806,16.6848367123288,16.6848367123288
1998,18.4632419354839,15.9676895890411,15.9676895890411
1999,18.6731919354839,18.3884016438356,18.3884016438356
2000,18.5013,17.3216967213115,17.3216967213115
2001,18.8752137096774,17.0056265753425,17.0056265753425
2002,17.4572475806452,15.7933468493151,15.7933468493151
2003,19.8594782258065,16.0878139726027,16.0878139726027
2004,17.0545677419355,18.0768240437158,18.0768240437158
2005,17.6606129032258,17.0026690410959,17.0026690410959
