"Year","TEMP_O_5_JulAug_NK","SALIN_O_5_NK","SALIN_100_NK"
1960,17.9319290322581,34.6786983606557,34.6786983606557
1961,15.6631137096774,34.4602534246575,34.4602534246575
1962,17.3189572580645,34.3613361643836,34.3613361643836
1963,19.0357064516129,34.442461369863,34.442461369863
1964,17.9781241935484,34.4028620218579,34.4028620218579
1965,17.2876258064516,34.3621076712329,34.3621076712329
1966,17.2712862903226,34.3877054794521,34.3877054794521
1967,18.028064516129,34.513755890411,34.513755890411
1968,17.4880120967742,34.6066076502732,34.6066076502732
1969,16.0150806451613,34.4674567123288,34.4674567123288
1970,16.9012032258065,34.3645123287671,34.3645123287671
1971,16.1899612903226,34.5802797260274,34.5802797260274
1972,16.8754088709677,34.592406284153,34.592406284153
1973,17.6064048387097,34.4956780821918,34.4956780821918
1974,17.662714516129,34.6374454794521,34.6374454794521
1975,17.046275,34.5922854794521,34.5922854794521
1976,19.2349379032258,34.658968579235,34.658968579235
1977,16.2930330645161,34.3951619178082,34.3951619178082
1978,18.1751443548387,34.4942112328767,34.4942112328767
1979,16.0378483870968,34.3483980821918,34.3483980821918
1980,16.5794620967742,34.4434456284153,34.4434456284153
1981,16.8574758064516,34.4457205479452,34.4457205479452
1982,16.4633427419355,34.3428079452055,34.3428079452055
1983,17.9893830645161,34.4019424657534,34.4019424657534
1984,17.7432612903226,34.5704174863388,34.5704174863388
1985,18.2542370967742,34.635295890411,34.635295890411
1986,17.8106346774194,34.5604230136986,34.5604230136986
1987,18.2644338709677,34.4286328767123,34.4286328767123
1988,17.2522491935484,34.3169387978142,34.3169387978142
1989,18.2572338709677,34.639784109589,34.639784109589
1990,19.3260298387097,34.7339095890411,34.7339095890411
1991,17.1132814516129,34.7576673972603,34.7576673972603
1992,16.3509830645161,34.7310234972678,34.7310234972678
1993,16.8119080645161,34.792364109589,34.792364109589
1994,17.7886032258065,34.3542331506849,34.3542331506849
1995,17.0315967741935,34.6372,34.6372
1996,17.417114516129,34.6268229508197,34.6268229508197
1997,18.0064217741935,34.5017408219178,34.5017408219178
1998,17.9422137096774,34.6765331506849,34.6765331506849
1999,18.6457241935484,34.4654087671233,34.4654087671233
2000,17.0070217741936,34.6259327868852,34.6259327868852
2001,18.0721532258065,34.4192090410959,34.4192090410959
2002,17.0652975806452,34.6463468493151,34.6463468493151
2003,18.1947564516129,34.7811230136986,34.7811230136986
2004,17.37855,34.470093989071,34.470093989071
2005,16.7627185483871,34.7447306849315,34.7447306849315
2006,17.2789096774194,34.7073320547945,34.7073320547945
2007,18.4444814516129,34.6326252054794,34.6326252054794
2008,16.7376548387097,34.5157789617486,34.5157789617486
2009,16.8012411290323,34.5999405479452,34.5999405479452
2010,18.7097879032258,34.5935304109589,34.5935304109589
2011,19.3603209677419,34.7075312328767,34.7075312328767
2012,17.6343927419355,34.685262295082,34.685262295082
2013,16.5188516129032,34.5074046575342,34.5074046575342
2014,19.8712580645161,34.6674660273973,34.6674660273973
2015,17.1716120967742,34.5764616438356,34.5764616438356
2016,17.8201379032258,34.6621040983607,34.6621040983607
