"Year","TEMP_O_5_JulAug_BS","SALIN_O_5_BS","SALIN_220_BS"
1960,14.8848795967742,6.94372480874317,6.94372480874317
1961,13.3283475806452,6.78484397260274,6.78484397260274
1962,13.6352162903226,6.71624591780822,6.71624591780822
1963,15.733160483871,6.6813895890411,6.6813895890411
1964,12.6371436290323,6.68806816939891,6.68806816939891
1965,13.1504053225806,6.68850367123288,6.68850367123288
1966,14.0851437096774,6.69000106849315,6.69000106849315
1967,14.5905415322581,6.68997136986301,6.68997136986301
1968,14.8559629032258,6.72282273224044,6.72282273224044
1969,14.3327153225806,6.69193235616438,6.69193235616438
1970,13.8670892741935,6.73893736986301,6.73893736986301
1971,14.1375709677419,6.76184769863014,6.76184769863014
1972,13.2529258064516,6.79248734972678,6.79248734972678
1973,13.6984491935484,6.84413471232877,6.84413471232877
1974,13.3744264516129,6.88913263013699,6.88913263013699
1975,14.1467909677419,6.96521961643836,6.96521961643836
1976,14.7934757258065,6.99473871584699,6.99473871584699
1977,12.5549928225806,7.06540956164384,7.06540956164384
1978,14.0430039516129,7.05568178082192,7.05568178082192
1979,12.1082854032258,7.03542704109589,7.03542704109589
1980,13.0187881451613,6.94219603825137,6.94219603825137
1981,14.176175,6.92235460273973,6.92235460273973
1982,14.0914185483871,6.94497512328767,6.94497512328767
1983,15.2985486290323,6.94535802739726,6.94535802739726
1984,15.2573701612903,6.94840161202186,6.94840161202186
1985,14.1580632258065,6.91276405479452,6.91276405479452
1986,14.1290108870968,6.86013539726027,6.86013539726027
1987,15.4566951612903,6.82955446575343,6.82955446575343
1988,14.1759369354839,6.88708535519126,6.88708535519126
1989,14.4158524193548,6.91171684931507,6.91171684931507
1990,15.8043177419355,6.93080673972603,6.93080673972603
1991,15.381525,6.92318430136986,6.92318430136986
1992,13.1217064516129,6.89843896174863,6.89843896174863
1993,10.8585427419355,6.88959501369863,6.88959501369863
1994,11.1004214516129,6.90364353424658,6.90364353424658
1995,12.2819848387097,6.97691361643836,6.97691361643836
1996,13.5169644354839,6.99300923497268,6.99300923497268
1997,15.4433491935484,6.99406942465753,6.99406942465753
1998,15.2698540322581,6.94209052054795,6.94209052054795
1999,17.059085483871,6.87533947945205,6.87533947945205
2000,14.9193782258065,6.82826855191257,6.82826855191257
2001,15.4229441129032,6.83599095890411,6.83599095890411
2002,14.2435241935484,6.88929608219178,6.88929608219178
2003,17.2192370967742,6.84659279452055,6.84659279452055
2004,13.6830825,6.85931841530055,6.85931841530055
2005,14.4843217741935,6.8460817260274,6.8460817260274
2006,15.8962346774194,6.84832298630137,6.84832298630137
2007,15.7106508064516,6.80609726027397,6.80609726027397
2008,11.0868618548387,6.84124295081967,6.84124295081967
2009,13.9756153225806,6.81432131506849,6.81432131506849
2010,15.2514274193548,6.84101336986301,6.84101336986301
2011,16.5959967741935,6.83554252054795,6.83554252054795
2012,12.1748808064516,6.77313450819672,6.77313450819672
2013,12.7859987096774,6.77735747945205,6.77735747945205
2014,16.8247427419355,6.74713619178082,6.74713619178082
2015,14.3346887096774,6.69945698630137,6.69945698630137
2016,14.1800314516129,6.64654786885246,6.64654786885246
2017,16.164139516129,6.57284435616438,6.57284435616438
2018,17.4284120967742,6.52569775342466,6.52569775342466
2019,15.89446,6.51341808219178,6.51341808219178
2020,16.2388516129032,6.55355617486339,6.55355617486339
2021,17.2813629032258,6.53725638356164,6.53725638356164
2022,15.7404540322581,6.46436487671233,6.46436487671233
2023,16.1441879032258,6.42624230136986,6.42624230136986
2024,16.4781129032258,6.38427270491803,6.38427270491803
2025,17.8962846774194,6.32002109589041,6.32002109589041
2026,16.0089846774194,6.28870542465753,6.28870542465753
2027,13.7520212903226,6.34863202739726,6.34863202739726
2028,14.5649556451613,6.38508412568306,6.38508412568306
2029,16.5383709677419,6.35165542465753,6.35165542465753
2030,16.5956451612903,6.333506,6.333506
2031,16.1170362903226,6.30050410958904,6.30050410958904
2032,16.3787975806452,6.2785206284153,6.2785206284153
2033,16.5444443548387,6.23576695890411,6.23576695890411
2034,16.570160483871,6.17007879452055,6.17007879452055
2035,15.9798919354839,6.18581846575342,6.18581846575342
2036,15.289789516129,6.16523540983607,6.16523540983607
2037,14.9564475806452,6.16282578082192,6.16282578082192
2038,18.8726338709677,6.15408490410959,6.15408490410959
2039,16.8057209677419,6.08441394520548,6.08441394520548
2040,15.4869951612903,6.0106874863388,6.0106874863388
2041,19.4660975806452,6.00006276712329,6.00006276712329
2042,18.4325572580645,5.96036323287671,5.96036323287671
2043,17.0284685483871,5.89909145205479,5.89909145205479
2044,16.7364911290323,5.86944043715847,5.86944043715847
2045,16.6294008064516,5.86595030136986,5.86595030136986
2046,17.1753290322581,5.83153597260274,5.83153597260274
2047,18.0071016129032,5.82496276712329,5.82496276712329
2048,17.8520491935484,5.81365806010929,5.81365806010929
2049,17.3441927419355,5.74140120547945,5.74140120547945
2050,16.3153056451613,5.6929535890411,5.6929535890411
2051,16.9802266129032,5.72533460273973,5.72533460273973
2052,17.3792379032258,5.72146841530055,5.72146841530055
2053,16.9963274193548,5.72867994520548,5.72867994520548
2054,17.3136008064516,5.71364893150685,5.71364893150685
2055,19.0369475806452,5.64012684931507,5.64012684931507
2056,16.6556451612903,5.61808379781421,5.61808379781421
2057,16.7755346774194,5.60828539726027,5.60828539726027
2058,19.3907822580645,5.5833275890411,5.5833275890411
2059,17.5783040322581,5.55881301369863,5.55881301369863
2060,17.6558717741935,5.55598193989071,5.55598193989071
2061,17.6991741935484,5.55446975342466,5.55446975342466
2062,17.0967403225806,5.51170065753425,5.51170065753425
2063,18.0151564516129,5.47423695890411,5.47423695890411
2064,17.666625,5.51827030054645,5.51827030054645
2065,15.0356620967742,5.48939569863014,5.48939569863014
2066,17.4303451612903,5.47513843835616,5.47513843835616
2067,16.8195209677419,5.48600753424658,5.48600753424658
2068,17.6352072580645,5.40929918032787,5.40929918032787
2069,19.1152564516129,5.35927421917808,5.35927421917808
2070,17.932125,5.32466698630137,5.32466698630137
2071,18.0121701612903,5.26058106849315,5.26058106849315
2072,17.673264516129,5.25113224043716,5.25113224043716
2073,20.3825072580645,5.28495498630137,5.28495498630137
2074,17.7707080645161,5.28755589041096,5.28755589041096
2075,16.5305653225806,5.23625660273973,5.23625660273973
2076,16.1602588709677,5.26146191256831,5.26146191256831
2077,19.1998709677419,5.25885767123288,5.25885767123288
2078,18.9547008064516,5.21524463013699,5.21524463013699
2079,14.3732326612903,5.18666863013699,5.18666863013699
2080,17.7193080645161,5.187535,5.187535
2081,18.3065322580645,5.16190030136986,5.16190030136986
2082,17.5287467741936,5.13031142465753,5.13031142465753
2083,18.1976338709677,5.10735523287671,5.10735523287671
2084,17.3507870967742,5.06602822404372,5.06602822404372
2085,18.680314516129,5.0020735890411,5.0020735890411
2086,19.9210120967742,4.9542144109589,4.9542144109589
2087,17.476414516129,4.93815805479452,4.93815805479452
2088,18.8324112903226,4.92258521857924,4.92258521857924
2089,18.163389516129,4.93214668493151,4.93214668493151
2090,17.8343596774194,4.89268057534247,4.89268057534247
2091,19.0345112903226,4.84737728767123,4.84737728767123
2092,19.4124540322581,4.82081726775956,4.82081726775956
2093,17.4787838709677,4.81762123287671,4.81762123287671
2094,19.4744717741935,4.8169822739726,4.8169822739726
2095,17.5931580645161,4.87804802739726,4.87804802739726
2096,16.8210685483871,4.85641636612022,4.85641636612022
2097,18.8077177419355,4.86632498630137,4.86632498630137
2098,20.3775637096774,4.76826539726027,4.76826539726027
2099,17.9630637096774,4.72446823353293,4.72446823353293
