"Year","TEMP_O_5_JulAug_GF","SALIN_O_5_GF","SALIN_85_GF"
1960,17.0460846774194,10.2583888251366,10.2583888251366
1961,16.2292427419355,10.0212969863014,10.0212969863014
1962,16.9771362903226,9.06445024657534,9.06445024657534
1963,17.3451459677419,9.13552536986301,9.13552536986301
1964,16.4378862903226,10.0163199453552,10.0163199453552
1965,16.4426927419355,10.2051134794521,10.2051134794521
1966,14.798897016129,10.2286220821918,10.2286220821918
1967,17.3532137096774,10.0907774520548,10.0907774520548
1968,16.3032491935484,10.2509867759563,10.2509867759563
1969,17.3620975806452,10.104455369863,10.104455369863
1970,16.273775,8.93749402739726,8.93749402739726
1971,14.7118366129032,9.45828254794521,9.45828254794521
1972,14.2742357258065,10.0039699453552,10.0039699453552
1973,15.1638574193548,9.77286706849315,9.77286706849315
1974,17.5734774193548,9.90105364383562,9.90105364383562
1975,16.8314024193548,10.2164999178082,10.2164999178082
1976,20.0873451612903,10.7760931693989,10.7760931693989
1977,15.6569967741935,10.6363786849315,10.6363786849315
1978,18.1915822580645,10.1239931780822,10.1239931780822
1979,15.0904217741935,10.2404004931507,10.2404004931507
1980,15.9018306451613,10.185199863388,10.185199863388
1981,15.0879620967742,10.2986103013699,10.2986103013699
1982,15.5355241935484,9.35675254794521,9.35675254794521
1983,16.7297443548387,9.57688819178082,9.57688819178082
1984,17.9217838709677,9.70067,9.70067
1985,16.5252467741935,9.4140275890411,9.4140275890411
1986,15.7713233870968,9.2477642739726,9.2477642739726
1987,18.0819838709677,9.46680410958904,9.46680410958904
1988,16.6194258064516,10.3683826229508,10.3683826229508
1989,16.543110483871,10.025985369863,10.025985369863
1990,17.6231612903226,9.6843821369863,9.6843821369863
1991,15.6124338709677,9.96136060273973,9.96136060273973
1992,14.6565846774194,10.4705337431694,10.4705337431694
1993,14.4284154032258,10.739417260274,10.739417260274
1994,15.2836717741935,10.3702344383562,10.3702344383562
1995,16.1240056451613,10.6981146575342,10.6981146575342
1996,16.8824887096774,10.5064998907104,10.5064998907104
1997,17.9723282258065,10.355157890411,10.355157890411
1998,18.4804072580645,10.0138508219178,10.0138508219178
1999,18.1991935483871,10.6614971232877,10.6614971232877
2000,16.7778411290323,10.375581010929,10.375581010929
2001,18.8476314516129,10.6981183561644,10.6981183561644
2002,15.8989556451613,11.0385246575342,11.0385246575342
2003,20.0307887096774,9.73397476712329,9.73397476712329
2004,15.6327362903226,9.85289666666667,9.85289666666667
2005,17.3491725806452,9.96870098630137,9.96870098630137
2006,17.737425,10.130579260274,10.130579260274
2007,19.4296951612903,9.78109564383562,9.78109564383562
2008,14.8246282258065,10.4433563114754,10.4433563114754
2009,15.3924661290323,10.5704383287671,10.5704383287671
2010,17.2170563709677,10.4093509315069,10.4093509315069
2011,18.7899669354839,9.61559715068493,9.61559715068493
2012,18.0082693548387,10.4183945355191,10.4183945355191
2013,16.0790024193548,10.2001465479452,10.2001465479452
2014,19.631039516129,9.65247391780822,9.65247391780822
2015,16.7357838709677,9.41663580821918,9.41663580821918
2016,16.0191080645161,9.4075656010929,9.4075656010929
2017,18.1692798387097,8.67485367123288,8.67485367123288
2018,19.0855758064516,8.22347821917808,8.22347821917808
2019,16.6269572580645,9.22481904109589,9.22481904109589
2020,18.7922620967742,9.42004363387978,9.42004363387978
2021,19.1859266129032,9.35198536986301,9.35198536986301
2022,18.3652782258065,9.06092260273973,9.06092260273973
2023,17.3816846774194,9.04055446575343,9.04055446575343
2024,17.8278733870968,7.94726524590164,7.94726524590164
2025,18.8365298387097,8.47982693150685,8.47982693150685
2026,17.3696467741935,8.70507608219178,8.70507608219178
2027,16.2071637096774,9.61356306849315,9.61356306849315
2028,17.8629403225806,9.77318885245902,9.77318885245902
2029,19.5197846774194,8.93365134246575,8.93365134246575
2030,17.6344282258065,9.28564608219178,9.28564608219178
2031,18.9065927419355,9.50878073972603,9.50878073972603
2032,17.3988096774194,8.78235945355191,8.78235945355191
2033,18.5411451612903,8.3247438630137,8.3247438630137
2034,17.9073822580645,8.39591369863014,8.39591369863014
2035,16.2557532258065,8.61302263013699,8.61302263013699
2036,17.7344927419355,9.50735021857924,9.50735021857924
2037,16.9460967741935,8.91272767123288,8.91272767123288
2038,20.9772508064516,9.10799616438356,9.10799616438356
2039,18.5570032258065,8.81205284931507,8.81205284931507
2040,17.6998870967742,7.72622210382514,7.72622210382514
2041,20.1322129032258,8.15599821917808,8.15599821917808
2042,19.7351112903226,8.21502857534247,8.21502857534247
2043,17.776135483871,7.58168789041096,7.58168789041096
2044,18.5959467741935,7.71241844262295,7.71241844262295
2045,19.3891233870968,8.0327904109589,8.0327904109589
2046,17.7529153225806,7.77707230136986,7.77707230136986
2047,20.7440032258065,7.68445545205479,7.68445545205479
2048,18.8706830645161,7.7853993989071,7.7853993989071
2049,18.2561637096774,7.42903120547945,7.42903120547945
2050,19.2801548387097,7.92911010958904,7.92911010958904
2051,17.4286040322581,8.43759638356164,8.43759638356164
2052,18.8810298387097,8.34904786885246,8.34904786885246
2053,19.2986096774194,7.71194939726027,7.71194939726027
2054,18.4953766129032,8.09049668493151,8.09049668493151
2055,19.903175,8.06838134246575,8.06838134246575
2056,18.7227733870968,8.8538712568306,8.8538712568306
2057,17.2667137096774,7.42009909589041,7.42009909589041
2058,21.1532177419355,7.53637095890411,7.53637095890411
2059,18.9398782258065,7.89650545205479,7.89650545205479
2060,18.9590766129032,7.69889032786885,7.69889032786885
2061,19.6421959677419,7.34677542465753,7.34677542465753
2062,19.2413112903226,8.44813561643836,8.44813561643836
2063,20.208535483871,7.77604315068493,7.77604315068493
2064,19.0983879032258,8.08808161202186,8.08808161202186
2065,17.7033169354839,7.63396550684932,7.63396550684932
2066,18.3455548387097,8.65208638356164,8.65208638356164
2067,17.9043629032258,7.19051926027397,7.19051926027397
2068,20.0976903225806,7.00039357923497,7.00039357923497
2069,19.1584096774194,7.27267909589041,7.27267909589041
2070,19.4539233870968,7.43244863013699,7.43244863013699
2071,20.1768064516129,7.44248391780822,7.44248391780822
2072,19.4523048387097,7.2775749726776,7.2775749726776
2073,21.5700217741935,7.28931684931507,7.28931684931507
2074,19.721025,7.25099830136986,7.25099830136986
2075,18.7041838709677,6.59781726027397,6.59781726027397
2076,19.7045274193548,6.79989368852459,6.79989368852459
2077,20.5625919354839,6.67832101369863,6.67832101369863
2078,20.6915193548387,7.2717378630137,7.2717378630137
2079,18.2059451612903,7.52421369863014,7.52421369863014
2080,19.075839516129,6.7295874863388,6.7295874863388
2081,19.2045951612903,7.50679443835616,7.50679443835616
2082,19.5889927419355,7.42086353424658,7.42086353424658
2083,19.4198201612903,7.44346701369863,7.44346701369863
2084,19.6836911290323,6.64746642076503,6.64746642076503
2085,20.5344911290323,6.77776980821918,6.77776980821918
