"","station","latitude","longitude","date","sub_samp_ref","sub_samp_id","samp_id","param_group","matrix_analyzed","basis_determination","variable","unit","value","ConvertUnit","ConvertFactor","value2"
"108","Abbekas",55.3163,13.611,"2010-10-21",3688015,984009851,1841669,"OC-DX","muscle","wet weight","CDDO","pg/g",0.144,"pg/g",1,0.144
"109","Abbekas",55.3163,13.611,"2010-10-21",3688015,984009851,1841669,"OC-DX","muscle","lipid weight","CDDO","pg/g",4,"pg/g",1,4
"110","Abbekas",55.3163,13.611,"2010-10-21",3688015,984009851,1841669,"OC-DX","muscle","wet weight","CDF6P","pg/g",0.0576,"pg/g",1,0.0576
"111","Abbekas",55.3163,13.611,"2010-10-21",3688015,984009851,1841669,"OC-DX","muscle","lipid weight","CDF6P","pg/g",1.6,"pg/g",1,1.6
"112","Abbekas",55.3163,13.611,"2010-10-21",3688015,984009851,1841669,"OC-DX","muscle","wet weight","CDD9X","pg/g",0.036,"pg/g",1,0.036
"113","Abbekas",55.3163,13.611,"2010-10-21",3688015,984009851,1841669,"OC-DX","muscle","wet weight","CDF2T","pg/g",0.828,"pg/g",1,0.828
"114","Abbekas",55.3163,13.611,"2010-10-21",3688015,984009851,1841669,"OC-DX","muscle","lipid weight","CDD9X","pg/g",1,"pg/g",1,1
"115","Abbekas",55.3163,13.611,"2010-10-21",3688015,984009851,1841669,"OC-DX","muscle","lipid weight","CDF2T","pg/g",23,"pg/g",1,23
"116","Abbekas",55.3163,13.611,"2010-10-21",3688015,984009851,1841669,"OC-DX","muscle","wet weight","CDF9P","pg/g",0.072,"pg/g",1,0.072
"117","Abbekas",55.3163,13.611,"2010-10-21",3688015,984009851,1841669,"OC-DX","muscle","lipid weight","CDF9P","pg/g",2,"pg/g",1,2
"118","Abbekas",55.3163,13.611,"2010-10-21",3688015,984009851,1841669,"OC-DX","muscle","lipid weight","CDF2N","pg/g",27,"pg/g",1,27
"119","Abbekas",55.3163,13.611,"2010-10-21",3688015,984009851,1841669,"OC-DX","muscle","wet weight","CDD6P","pg/g",0.0612,"pg/g",1,0.0612
"120","Abbekas",55.3163,13.611,"2010-10-21",3688015,984009851,1841669,"OC-DX","muscle","lipid weight","CDD6P","pg/g",1.7,"pg/g",1,1.7
"121","Abbekas",55.3163,13.611,"2010-10-21",3688015,984009851,1841669,"OC-DX","muscle","wet weight","CDF4X","pg/g",0.0756,"pg/g",1,0.0756
"122","Abbekas",55.3163,13.611,"2010-10-21",3688015,984009851,1841669,"OC-DX","muscle","lipid weight","CDF4X","pg/g",2.1,"pg/g",1,2.1
"123","Abbekas",55.3163,13.611,"2010-10-21",3688015,984009851,1841669,"OC-DX","muscle","wet weight","CDD6X","pg/g",0.0972,"pg/g",1,0.0972
"124","Abbekas",55.3163,13.611,"2010-10-21",3688015,984009851,1841669,"OC-DX","muscle","lipid weight","CDD6X","pg/g",2.7,"pg/g",1,2.7
"125","Abbekas",55.3163,13.611,"2010-10-21",3688015,984009851,1841669,"OC-DX","muscle","wet weight","CDFDN","pg/g",0.2232,"pg/g",1,0.2232
"126","Abbekas",55.3163,13.611,"2010-10-21",3688015,984009851,1841669,"OC-DX","muscle","lipid weight","CDFDN","pg/g",6.2,"pg/g",1,6.2
"127","Abbekas",55.3163,13.611,"2010-10-21",3688015,984009851,1841669,"OC-DX","muscle","wet weight","CDF9X","pg/g",0.054,"pg/g",1,0.054
"128","Abbekas",55.3163,13.611,"2010-10-21",3688015,984009851,1841669,"OC-DX","muscle","lipid weight","CDF9X","pg/g",1.5,"pg/g",1,1.5
"129","Abbekas",55.3163,13.611,"2011-11-14",3679444,760307614,1841293,"OC-DX","muscle","lipid weight","CDD9X","pg/g",0.27,"pg/g",1,0.27
"130","Abbekas",55.3163,13.611,"2011-11-14",3679444,760307614,1841293,"OC-DX","muscle","lipid weight","CDF2T","pg/g",16,"pg/g",1,16
"131","Abbekas",55.3163,13.611,"2011-11-14",3679444,760307614,1841293,"OC-DX","muscle","lipid weight","CDD6P","pg/g",1.3,"pg/g",1,1.3
"132","Abbekas",55.3163,13.611,"2011-11-14",3679444,760307614,1841293,"OC-DX","muscle","lipid weight","CDF9P","pg/g",0.5,"pg/g",1,0.5
"133","Abbekas",55.3163,13.611,"2011-11-14",3679444,760307614,1841293,"OC-DX","muscle","lipid weight","CDD6X","pg/g",1.5,"pg/g",1,1.5
"134","Abbekas",55.3163,13.611,"2011-11-14",3679444,760307614,1841293,"OC-DX","muscle","lipid weight","CDF2N","pg/g",11,"pg/g",1,11
"135","Abbekas",55.3163,13.611,"2011-11-14",3679444,760307614,1841293,"OC-DX","muscle","lipid weight","CDF4X","pg/g",1.1,"pg/g",1,1.1
"136","Abbekas",55.3163,13.611,"2011-11-14",3679444,760307614,1841293,"OC-DX","muscle","lipid weight","CDD1N","pg/g",1.9,"pg/g",1,1.9
"137","Abbekas",55.3163,13.611,"2011-11-14",3679444,760307614,1841293,"OC-DX","muscle","lipid weight","CDDO","pg/g",2.2,"pg/g",1,2.2
"138","Abbekas",55.3163,13.611,"2011-11-14",3679444,760307614,1841293,"OC-DX","muscle","lipid weight","CDF6P","pg/g",0.85,"pg/g",1,0.85
"139","Abbekas",55.3163,13.611,"2011-11-14",3679444,760307614,1841293,"OC-DX","muscle","lipid weight","CDF9X","pg/g",0.37,"pg/g",1,0.37
"140","Abbekas",55.3163,13.611,"2011-11-14",3679444,760307614,1841293,"OC-DX","muscle","lipid weight","CDD4X","pg/g",0.37,"pg/g",1,0.37
"141","Abbekas",55.3163,13.611,"2011-11-14",3679444,760307614,1841293,"OC-DX","muscle","lipid weight","CDFO","pg/g",0.7,"pg/g",1,0.7
"142","Abbekas",55.3163,13.611,"2011-11-14",3679444,760307614,1841293,"OC-DX","muscle","lipid weight","TCDD","pg/g",0.85,"pg/g",1,0.85
"143","Abbekas",55.3163,13.611,"2011-11-14",3679444,760307614,1841293,"OC-DX","muscle","lipid weight","CDF6X","pg/g",0.96,"pg/g",1,0.96
"144","Abbekas",55.3163,13.611,"2011-11-14",3679444,760307614,1841293,"OC-DX","muscle","lipid weight","CDFDN","pg/g",3.1,"pg/g",1,3.1
"145","Abbekas",55.3163,13.611,"2011-11-14",3679445,761507626,1841293,"OC-DX","muscle","lipid weight","CDD9X","pg/g",0.27,"pg/g",1,0.27
"146","Abbekas",55.3163,13.611,"2011-11-14",3679445,761507626,1841293,"OC-DX","muscle","lipid weight","CDF2T","pg/g",22,"pg/g",1,22
"147","Abbekas",55.3163,13.611,"2011-11-14",3679445,761507626,1841293,"OC-DX","muscle","lipid weight","CDD6P","pg/g",0.72,"pg/g",1,0.72
"148","Abbekas",55.3163,13.611,"2011-11-14",3679445,761507626,1841293,"OC-DX","muscle","lipid weight","CDF9P","pg/g",0.5,"pg/g",1,0.5
"149","Abbekas",55.3163,13.611,"2011-11-14",3679445,761507626,1841293,"OC-DX","muscle","lipid weight","CDD6X","pg/g",1.9,"pg/g",1,1.9
"150","Abbekas",55.3163,13.611,"2011-11-14",3679445,761507626,1841293,"OC-DX","muscle","lipid weight","CDF2N","pg/g",14,"pg/g",1,14
"151","Abbekas",55.3163,13.611,"2011-11-14",3679445,761507626,1841293,"OC-DX","muscle","lipid weight","CDF4X","pg/g",1.4,"pg/g",1,1.4
"152","Abbekas",55.3163,13.611,"2011-11-14",3679445,761507626,1841293,"OC-DX","muscle","lipid weight","CDD1N","pg/g",2.3,"pg/g",1,2.3
"153","Abbekas",55.3163,13.611,"2011-11-14",3679445,761507626,1841293,"OC-DX","muscle","lipid weight","CDDO","pg/g",1.6,"pg/g",1,1.6
"154","Abbekas",55.3163,13.611,"2011-11-14",3679445,761507626,1841293,"OC-DX","muscle","lipid weight","CDF6P","pg/g",1,"pg/g",1,1
"155","Abbekas",55.3163,13.611,"2011-11-14",3679445,761507626,1841293,"OC-DX","muscle","lipid weight","CDF9X","pg/g",0.37,"pg/g",1,0.37
"156","Abbekas",55.3163,13.611,"2011-11-14",3679445,761507626,1841293,"OC-DX","muscle","lipid weight","CDD4X","pg/g",0.34,"pg/g",1,0.34
"157","Abbekas",55.3163,13.611,"2011-11-14",3679445,761507626,1841293,"OC-DX","muscle","lipid weight","CDFO","pg/g",0.7,"pg/g",1,0.7
"158","Abbekas",55.3163,13.611,"2011-11-14",3679445,761507626,1841293,"OC-DX","muscle","lipid weight","TCDD","pg/g",1.2,"pg/g",1,1.2
"159","Abbekas",55.3163,13.611,"2011-11-14",3679445,761507626,1841293,"OC-DX","muscle","lipid weight","CDF6X","pg/g",1,"pg/g",1,1
"160","Abbekas",55.3163,13.611,"2011-11-14",3679445,761507626,1841293,"OC-DX","muscle","lipid weight","CDFDN","pg/g",3.9,"pg/g",1,3.9
"161","Abbekas",55.3163,13.611,"2012-12-03",3681240,676806779,1841355,"OC-DX","muscle","lipid weight","CDD4X","pg/g",0.49,"pg/g",1,0.49
"162","Abbekas",55.3163,13.611,"2012-12-03",3681240,676806779,1841355,"OC-DX","muscle","lipid weight","CDFO","pg/g",0.7,"pg/g",1,0.7
"163","Abbekas",55.3163,13.611,"2012-12-03",3681240,676806779,1841355,"OC-DX","muscle","lipid weight","TCDD","pg/g",1.1,"pg/g",1,1.1
"164","Abbekas",55.3163,13.611,"2012-12-03",3681240,676806779,1841355,"OC-DX","muscle","lipid weight","CDF6X","pg/g",0.98,"pg/g",1,0.98
"165","Abbekas",55.3163,13.611,"2012-12-03",3681240,676806779,1841355,"OC-DX","muscle","lipid weight","CDD9X","pg/g",0.26,"pg/g",1,0.26
"166","Abbekas",55.3163,13.611,"2012-12-03",3681240,676806779,1841355,"OC-DX","muscle","lipid weight","CDF2T","pg/g",25,"pg/g",1,25
"167","Abbekas",55.3163,13.611,"2012-12-03",3681240,676806779,1841355,"OC-DX","muscle","lipid weight","CDDO","pg/g",0.82,"pg/g",1,0.82
"168","Abbekas",55.3163,13.611,"2012-12-03",3681240,676806779,1841355,"OC-DX","muscle","lipid weight","CDF6P","pg/g",0.95,"pg/g",1,0.95
"169","Abbekas",55.3163,13.611,"2012-12-03",3681240,676806779,1841355,"OC-DX","muscle","lipid weight","CDD6P","pg/g",0.63,"pg/g",1,0.63
