"country","monit_program","monit_purpose","report_institute","station","latitude","longitude","date","monit_year","date_ices","year","species","sub_samp_ref","sub_samp_id","samp_id","num_indiv_subsample","bulk_id","basis_determination_originalcongener","basis_determination_converted","AGMEA_y","DRYWT%_%","EXLIP%_%","LNMEA_cm","WTMEA_g","qflag","detect_lim","quant_lim","uncert_val","method_uncert","congener","value"
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686935,912409135,1841609,12,NA,"wet weight","wet weight",4,30,9.93,23.4,95.7,"",0.16881,NA,NA,"","CDD1N_pg/g",0.16881
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686935,912409135,1841609,12,NA,"wet weight","wet weight",4,30,9.93,23.4,95.7,"",0.037734,NA,NA,"","CDD4X_pg/g",0.037734
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686935,912409135,1841609,12,NA,"wet weight","wet weight",4,30,9.93,23.4,95.7,"",0.074475,NA,NA,"","CDD6P_pg/g",0.074475
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686935,912409135,1841609,12,NA,"wet weight","wet weight",4,30,9.93,23.4,95.7,"",0.11916,NA,NA,"","CDD6X_pg/g",0.11916
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686935,912409135,1841609,12,NA,"wet weight","wet weight",4,30,9.93,23.4,95.7,"",0.016881,NA,NA,"","CDD9X_pg/g",0.016881
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686935,912409135,1841609,12,NA,"wet weight","wet weight",4,30,9.93,23.4,95.7,"",0.095328,NA,NA,"","CDDO_pg/g",0.095328
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686935,912409135,1841609,12,NA,"wet weight","wet weight",4,30,9.93,23.4,95.7,"",0.7,NA,NA,"","CDF2N_pg/g",0.71496
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686935,912409135,1841609,12,NA,"wet weight","wet weight",4,30,9.93,23.4,95.7,"",0.7,NA,NA,"","CDF2T_pg/g",1.2909
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686935,912409135,1841609,12,NA,"wet weight","wet weight",4,30,9.93,23.4,95.7,"",0.0993,NA,NA,"","CDF4X_pg/g",0.0993
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686935,912409135,1841609,12,NA,"wet weight","wet weight",4,30,9.93,23.4,95.7,"",0.086391,NA,NA,"","CDF6P_pg/g",0.086391
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686935,912409135,1841609,12,NA,"wet weight","wet weight",4,30,9.93,23.4,95.7,"",0.071496,NA,NA,"","CDF6X_pg/g",0.071496
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686935,912409135,1841609,12,NA,"wet weight","wet weight",4,30,9.93,23.4,95.7,"D",0.00993,NA,NA,"","CDF9P_pg/g",0.00993
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686935,912409135,1841609,12,NA,"wet weight","wet weight",4,30,9.93,23.4,95.7,"",0.034755,NA,NA,"","CDF9X_pg/g",0.034755
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686935,912409135,1841609,12,NA,"wet weight","wet weight",4,30,9.93,23.4,95.7,"",0.24825,NA,NA,"","CDFDN_pg/g",0.24825
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686935,912409135,1841609,12,NA,"wet weight","wet weight",4,30,9.93,23.4,95.7,"",0.05958,NA,NA,"","CDFO_pg/g",0.05958
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686935,912409135,1841609,12,NA,"wet weight","wet weight",4,30,9.93,23.4,95.7,"",0.08937,NA,NA,"","TCDD_pg/g",0.08937
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686936,913609147,1841609,12,NA,"wet weight","wet weight",4,28.4,6.81,23.6,105.2,"",0.11577,NA,NA,"","CDD1N_pg/g",0.11577
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686936,913609147,1841609,12,NA,"wet weight","wet weight",4,28.4,6.81,23.6,105.2,"",0.031326,NA,NA,"","CDD4X_pg/g",0.031326
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686936,913609147,1841609,12,NA,"wet weight","wet weight",4,28.4,6.81,23.6,105.2,"",0.044946,NA,NA,"","CDD6P_pg/g",0.044946
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686936,913609147,1841609,12,NA,"wet weight","wet weight",4,28.4,6.81,23.6,105.2,"",0.066738,NA,NA,"","CDD6X_pg/g",0.066738
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686936,913609147,1841609,12,NA,"wet weight","wet weight",4,28.4,6.81,23.6,105.2,"",0.014982,NA,NA,"","CDD9X_pg/g",0.014982
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686936,913609147,1841609,12,NA,"wet weight","wet weight",4,28.4,6.81,23.6,105.2,"",0.10215,NA,NA,"","CDDO_pg/g",0.10215
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686936,913609147,1841609,12,NA,"wet weight","wet weight",4,28.4,6.81,23.6,105.2,"",0.5448,NA,NA,"","CDF2N_pg/g",0.5448
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686936,913609147,1841609,12,NA,"wet weight","wet weight",4,28.4,6.81,23.6,105.2,"",0.7,NA,NA,"","CDF2T_pg/g",0.9534
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686936,913609147,1841609,12,NA,"wet weight","wet weight",4,28.4,6.81,23.6,105.2,"",0.08172,NA,NA,"","CDF4X_pg/g",0.08172
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686936,913609147,1841609,12,NA,"wet weight","wet weight",4,28.4,6.81,23.6,105.2,"",0.0681,NA,NA,"","CDF6P_pg/g",0.0681
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686936,913609147,1841609,12,NA,"wet weight","wet weight",4,28.4,6.81,23.6,105.2,"",0.057885,NA,NA,"","CDF6X_pg/g",0.057885
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686936,913609147,1841609,12,NA,"wet weight","wet weight",4,28.4,6.81,23.6,105.2,"D",0.00681,NA,NA,"","CDF9P_pg/g",0.00681
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686936,913609147,1841609,12,NA,"wet weight","wet weight",4,28.4,6.81,23.6,105.2,"",0.021792,NA,NA,"","CDF9X_pg/g",0.021792
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686936,913609147,1841609,12,NA,"wet weight","wet weight",4,28.4,6.81,23.6,105.2,"",0.17706,NA,NA,"","CDFDN_pg/g",0.17706
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686936,913609147,1841609,12,NA,"wet weight","wet weight",4,28.4,6.81,23.6,105.2,"",0.08172,NA,NA,"","CDFO_pg/g",0.08172
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686936,913609147,1841609,12,NA,"wet weight","wet weight",4,28.4,6.81,23.6,105.2,"",0.08172,NA,NA,"","TCDD_pg/g",0.08172
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2010-10-21",2010,"21/10/2010",2010,"Clupea harengus",3688014,982809839,1841669,12,NA,"wet weight","wet weight",4,22.6,2.73,20,47.5,"",0.2,NA,NA,"","CDD1N_pg/g",0.2112
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2010-10-21",2010,"21/10/2010",2010,"Clupea harengus",3688014,982809839,1841669,12,NA,"wet weight","wet weight",4,22.6,2.73,20,47.5,"",0.0352,NA,NA,"","CDD4X_pg/g",0.0352
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2010-10-21",2010,"21/10/2010",2010,"Clupea harengus",3688014,982809839,1841669,12,NA,"wet weight","wet weight",4,22.6,2.73,20,47.5,"",0.064,NA,NA,"","CDD6P_pg/g",0.064
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,"2010-10-21",2010,"21/10/2010",2010,"Clupea harengus",3688014,982809839,1841669,12,NA,"wet weight","wet weight",4,22.6,2.73,20,47.5,"",0.1216,NA,NA,"","CDD6X_pg/g",0.1216
