c_square,year,mid_lat,mid_lon,Reported,fishing_ho,rgn_nam,rgn_key,Subbasin,HELCOM_ID,BHI_ID,Area_km2
1501:245:132:1,2013,54.325,15.225,Yes,92.6,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:132:2,2013,54.325,15.275,Yes,103.2,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:132:3,2013,54.375,15.225,Yes,98.766667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:132:4,2013,54.375,15.275,Yes,52.45,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:133:1,2013,54.325,15.325,Yes,168.016667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:133:2,2013,54.325,15.375,Yes,0.35,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:133:3,2013,54.375,15.325,Yes,125.766667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:133:4,2013,54.375,15.375,Yes,91.4,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:134:1,2013,54.325,15.425,Yes,5.183333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:134:2,2013,54.325,15.475,Yes,3.666667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:134:3,2013,54.375,15.425,Yes,51.333333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:134:4,2013,54.375,15.475,Yes,61.272222,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:140:1,2013,54.425,15.025,Yes,23.516667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:140:2,2013,54.425,15.075,Yes,35.066667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:140:3,2013,54.475,15.025,Yes,3.916667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:140:4,2013,54.475,15.075,Yes,11.266667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:141:1,2013,54.425,15.125,Yes,110.85,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:141:2,2013,54.425,15.175,Yes,107.1,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:141:3,2013,54.475,15.125,Yes,19.666667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:141:4,2013,54.475,15.175,Yes,60.783333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:142:1,2013,54.425,15.225,Yes,62.216667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:142:2,2013,54.425,15.275,Yes,79.7,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:142:3,2013,54.475,15.225,Yes,61.5,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:142:4,2013,54.475,15.275,Yes,81.933333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:143:1,2013,54.425,15.325,Yes,84.133333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:143:2,2013,54.425,15.375,Yes,93.15,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:143:3,2013,54.475,15.325,Yes,201.483333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:143:4,2013,54.475,15.375,Yes,66.45,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:144:1,2013,54.425,15.425,Yes,198.966667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:144:2,2013,54.425,15.475,Yes,232.316667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:144:3,2013,54.475,15.425,Yes,5.366667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:144:4,2013,54.475,15.475,Yes,35.15,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:225:1,2013,54.225,15.525,Yes,21.75,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:225:2,2013,54.225,15.575,Yes,5.2,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:225:3,2013,54.275,15.525,Yes,138.483333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:225:4,2013,54.275,15.575,Yes,99.266667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:226:1,2013,54.225,15.625,Yes,1.466667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:226:2,2013,54.225,15.675,Yes,0.95,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:226:3,2013,54.275,15.625,Yes,113.183333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:227:4,2013,54.275,15.775,Yes,7.866667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:235:1,2013,54.325,15.525,Yes,29.266667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:235:2,2013,54.325,15.575,Yes,51.633333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:235:3,2013,54.375,15.525,Yes,88.916667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:235:4,2013,54.375,15.575,Yes,184.5,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:236:1,2013,54.325,15.625,Yes,74.8,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:236:2,2013,54.325,15.675,Yes,179.3,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:236:3,2013,54.375,15.625,Yes,166.816667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:236:4,2013,54.375,15.675,Yes,201.383333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:237:1,2013,54.325,15.725,Yes,69.116667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:237:2,2013,54.325,15.775,Yes,15.75,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:237:3,2013,54.375,15.725,Yes,165.183333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:237:4,2013,54.375,15.775,Yes,276.683333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:238:1,2013,54.325,15.825,Yes,0.966667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:238:3,2013,54.375,15.825,Yes,128.45,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:238:4,2013,54.375,15.875,Yes,41.983333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:239:3,2013,54.375,15.925,Yes,5.466667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:245:1,2013,54.425,15.525,Yes,269.25,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:245:2,2013,54.425,15.575,Yes,232.433333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:245:3,2013,54.475,15.525,Yes,58.25,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:245:4,2013,54.475,15.575,Yes,126.733333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:246:1,2013,54.425,15.625,Yes,181.25,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:246:2,2013,54.425,15.675,Yes,197.333333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:246:3,2013,54.475,15.625,Yes,164.7,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:246:4,2013,54.475,15.675,Yes,123.816667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:247:1,2013,54.425,15.725,Yes,182.15,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:247:2,2013,54.425,15.775,Yes,152.316667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:247:3,2013,54.475,15.725,Yes,187.716667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:247:4,2013,54.475,15.775,Yes,204.55,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:248:1,2013,54.425,15.825,Yes,104.666667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:248:2,2013,54.425,15.875,Yes,156.533333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:248:3,2013,54.475,15.825,Yes,208.616667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:248:4,2013,54.475,15.875,Yes,114.133333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:249:1,2013,54.425,15.925,Yes,174.716667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:249:2,2013,54.425,15.975,Yes,166.15,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:249:3,2013,54.475,15.925,Yes,47.85,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:249:4,2013,54.475,15.975,Yes,7.283333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:350:1,2013,54.525,15.025,Yes,0.322222,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:350:2,2013,54.525,15.075,Yes,0.983333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:350:3,2013,54.575,15.025,Yes,39.816667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:350:4,2013,54.575,15.075,Yes,46.466667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:351:3,2013,54.575,15.125,Yes,48.983333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:351:4,2013,54.575,15.175,Yes,59.727778,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:352:1,2013,54.525,15.225,Yes,3.3,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:352:2,2013,54.525,15.275,Yes,16.183333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:352:3,2013,54.575,15.225,Yes,17.433333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:352:4,2013,54.575,15.275,Yes,23.616667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:353:1,2013,54.525,15.325,Yes,3,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:353:2,2013,54.525,15.375,Yes,22.583333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:353:3,2013,54.575,15.325,Yes,84.272222,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:353:4,2013,54.575,15.375,Yes,151.888889,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:354:1,2013,54.525,15.425,Yes,26.8,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:354:2,2013,54.525,15.475,Yes,72.45,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:354:3,2013,54.575,15.425,Yes,209.483333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:354:4,2013,54.575,15.475,Yes,225.35,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:360:1,2013,54.625,15.025,Yes,15.833333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:360:2,2013,54.625,15.075,Yes,65.483333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:360:3,2013,54.675,15.025,Yes,59.738889,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:360:3,2013,54.675,15.025,Yes,59.738889,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:360:4,2013,54.675,15.075,Yes,136.177778,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:361:1,2013,54.625,15.125,Yes,149.1,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:361:2,2013,54.625,15.175,Yes,185.894444,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:361:3,2013,54.675,15.125,Yes,158.877778,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:361:4,2013,54.675,15.175,Yes,192.205556,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:362:1,2013,54.625,15.225,Yes,214.405556,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:362:2,2013,54.625,15.275,Yes,256.6,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:362:3,2013,54.675,15.225,Yes,171.4,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:362:4,2013,54.675,15.275,Yes,153.777778,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:363:1,2013,54.625,15.325,Yes,258.627778,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:363:2,2013,54.625,15.375,Yes,151.783333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:363:3,2013,54.675,15.325,Yes,170.211111,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:363:4,2013,54.675,15.375,Yes,148.688889,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:364:1,2013,54.625,15.425,Yes,147.15,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:364:2,2013,54.625,15.475,Yes,137.311111,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:364:3,2013,54.675,15.425,Yes,93.166667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:364:4,2013,54.675,15.475,Yes,100.605556,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:370:1,2013,54.725,15.025,Yes,179.066667,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:370:1,2013,54.725,15.025,Yes,179.066667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:370:2,2013,54.725,15.075,Yes,194.477778,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:370:2,2013,54.725,15.075,Yes,194.477778,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:370:3,2013,54.775,15.025,Yes,188.455556,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:370:4,2013,54.775,15.075,Yes,155.294444,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:371:1,2013,54.725,15.125,Yes,218.155556,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:371:1,2013,54.725,15.125,Yes,218.155556,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:371:2,2013,54.725,15.175,Yes,150.438889,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:371:3,2013,54.775,15.125,Yes,194.272222,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:371:3,2013,54.775,15.125,Yes,194.272222,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:371:4,2013,54.775,15.175,Yes,198.905556,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:371:4,2013,54.775,15.175,Yes,198.905556,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:372:1,2013,54.725,15.225,Yes,149.277778,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:372:2,2013,54.725,15.275,Yes,127.272222,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:372:3,2013,54.775,15.225,Yes,154.438889,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:372:3,2013,54.775,15.225,Yes,154.438889,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:372:4,2013,54.775,15.275,Yes,159.833333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:373:1,2013,54.725,15.325,Yes,152.705556,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:373:2,2013,54.725,15.375,Yes,99.561111,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:373:3,2013,54.775,15.325,Yes,139.65,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:373:4,2013,54.775,15.375,Yes,136.505556,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:374:1,2013,54.725,15.425,Yes,84.922222,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:374:2,2013,54.725,15.475,Yes,85.227778,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:374:3,2013,54.775,15.425,Yes,133.977778,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:374:4,2013,54.775,15.475,Yes,142.977778,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:380:1,2013,54.825,15.025,Yes,88.333333,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:380:2,2013,54.825,15.075,Yes,196.627778,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:380:3,2013,54.875,15.025,Yes,72.55,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:380:4,2013,54.875,15.075,Yes,60.611111,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:381:1,2013,54.825,15.125,Yes,184.322222,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:381:2,2013,54.825,15.175,Yes,239.055556,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:381:3,2013,54.875,15.125,Yes,125.416667,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:381:4,2013,54.875,15.175,Yes,172.955556,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:382:1,2013,54.825,15.225,Yes,208.483333,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:382:1,2013,54.825,15.225,Yes,208.483333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:382:2,2013,54.825,15.275,Yes,135.366667,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:382:2,2013,54.825,15.275,Yes,135.366667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:382:3,2013,54.875,15.225,Yes,234.122222,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:382:4,2013,54.875,15.275,Yes,193.85,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:383:1,2013,54.825,15.325,Yes,146.705556,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:383:1,2013,54.825,15.325,Yes,146.705556,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:383:2,2013,54.825,15.375,Yes,163.794444,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:383:2,2013,54.825,15.375,Yes,163.794444,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:383:3,2013,54.875,15.325,Yes,124.961111,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:383:4,2013,54.875,15.375,Yes,143.938889,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:383:4,2013,54.875,15.375,Yes,143.938889,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:384:1,2013,54.825,15.425,Yes,153.477778,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:384:2,2013,54.825,15.475,Yes,165.766667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:384:3,2013,54.875,15.425,Yes,130.522222,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:384:3,2013,54.875,15.425,Yes,130.522222,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:384:4,2013,54.875,15.475,Yes,211.905556,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:384:4,2013,54.875,15.475,Yes,211.905556,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:390:1,2013,54.925,15.025,Yes,17.966667,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:390:2,2013,54.925,15.075,Yes,12,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:390:4,2013,54.975,15.075,Yes,2,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:391:1,2013,54.925,15.125,Yes,9,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:391:2,2013,54.925,15.175,Yes,15.422222,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:391:3,2013,54.975,15.125,Yes,5.766667,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:391:4,2013,54.975,15.175,Yes,9,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:392:1,2013,54.925,15.225,Yes,32.322222,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:392:2,2013,54.925,15.275,Yes,106.827778,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:392:3,2013,54.975,15.225,Yes,9.033333,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:392:4,2013,54.975,15.275,Yes,4.644444,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:393:1,2013,54.925,15.325,Yes,203.755556,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:393:2,2013,54.925,15.375,Yes,194.422222,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:393:3,2013,54.975,15.325,Yes,6.644444,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:393:4,2013,54.975,15.375,Yes,71.927778,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:394:1,2013,54.925,15.425,Yes,123.977778,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:394:2,2013,54.925,15.475,Yes,168.833333,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:394:2,2013,54.925,15.475,Yes,168.833333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:394:3,2013,54.975,15.425,Yes,161.472222,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:394:4,2013,54.975,15.475,Yes,146.422222,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:245:455:1,2013,54.525,15.525,Yes,84.983333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:455:2,2013,54.525,15.575,Yes,104.433333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:455:3,2013,54.575,15.525,Yes,132.966667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:455:4,2013,54.575,15.575,Yes,134.5,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:456:1,2013,54.525,15.625,Yes,134.066667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:456:2,2013,54.525,15.675,Yes,195.916667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:456:3,2013,54.575,15.625,Yes,167.233333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:456:4,2013,54.575,15.675,Yes,228.183333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:457:1,2013,54.525,15.725,Yes,187.7,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:457:2,2013,54.525,15.775,Yes,322.833333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:457:3,2013,54.575,15.725,Yes,140.616667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:457:4,2013,54.575,15.775,Yes,183.35,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:458:1,2013,54.525,15.825,Yes,304.616667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:458:2,2013,54.525,15.875,Yes,363.3,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:458:3,2013,54.575,15.825,Yes,195.116667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:458:4,2013,54.575,15.875,Yes,343.016667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:459:1,2013,54.525,15.925,Yes,194.85,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:459:2,2013,54.525,15.975,Yes,93.433333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:459:3,2013,54.575,15.925,Yes,363.433333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:459:4,2013,54.575,15.975,Yes,218.666667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:465:1,2013,54.625,15.525,Yes,167.527778,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:465:2,2013,54.625,15.575,Yes,161.166667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:465:3,2013,54.675,15.525,Yes,91.605556,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:465:4,2013,54.675,15.575,Yes,100.488889,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:466:1,2013,54.625,15.625,Yes,191.516667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:466:2,2013,54.625,15.675,Yes,205.166667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:466:3,2013,54.675,15.625,Yes,127.066667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:466:4,2013,54.675,15.675,Yes,237.522222,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:467:1,2013,54.625,15.725,Yes,205.05,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:467:2,2013,54.625,15.775,Yes,218.966667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:467:3,2013,54.675,15.725,Yes,363.555556,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:467:4,2013,54.675,15.775,Yes,315.261111,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:468:1,2013,54.625,15.825,Yes,133.666667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:468:2,2013,54.625,15.875,Yes,190.25,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:468:3,2013,54.675,15.825,Yes,115.2,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:468:4,2013,54.675,15.875,Yes,149.066667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:469:1,2013,54.625,15.925,Yes,420.533333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:469:2,2013,54.625,15.975,Yes,359.85,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:469:3,2013,54.675,15.925,Yes,205.033333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:469:4,2013,54.675,15.975,Yes,154.533333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:475:1,2013,54.725,15.525,Yes,70.711111,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:475:2,2013,54.725,15.575,Yes,77.338889,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:475:3,2013,54.775,15.525,Yes,105.677778,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:475:4,2013,54.775,15.575,Yes,123.138889,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:476:1,2013,54.725,15.625,Yes,82.372222,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:476:2,2013,54.725,15.675,Yes,60.272222,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:245:476:3,2013,54.775,15.625,Yes,100.627778,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
