No;Group;Kingdom;Phylum;Class;Order;Family;Genus;Subgenus;Species;Subspecies;Valid taxon name;Kattegat;The Sound;Little Belt;Great Belt;Kiel Bay;Bay of Mecklenburg;Arkona Basin;Bornholm Basin;Eastern Gotland Basin;Western Gotland Basin;Northern Baltic Proper;Aland Sea;Archipelago Sea;Bothnian Sea;The Quark;Bothnian Bay;Gulf of Finland;Gulf of Gdansk;Gulf of Riga;Warnow Estuary;Wismar Bay;Trave Estuary;Kiel Fjord;Eckernförde Bay;Schlei Estuary;Flensburg Fjord;Vistula Lagoon;Szczecin Lagoon;Greifswald Lagoon;Rugia Lagoons;Darss-Zingst Lagoon;Curonian Lagoon
1630;Hydrozoa;Animalia;Cnidaria;Hydrozoa;Anthoathecata;Corynidae;Sarsia;;tubulosa;;Sarsia tubulosa;;;;;X;X;X;;;;;;;;;;;;;;X;;X;;;;;;;;;
1631;Bivalvia;Animalia;Mollusca;Bivalvia;Euheterodonta incertae sedis;Hiatellidae;Saxicavella;;jeffreysi;;Saxicavella jeffreysi;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1632;Polychaeta;Animalia;Annelida;Polychaeta;Opheliida;Scalibregmidae;Scalibregma;;inflatum;;Scalibregma inflatum;X;X;X;X;X;X;X;;;;;;;;;;;;;;X;;;X;;X;;;;;;
1633;Cirripedia;Animalia;Arthropoda;Maxillopoda;Pedunculata;Scalpellidae;Scalpellum;;scalpellum;;Scalpellum scalpellum;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1634;Gastropoda;Animalia;Mollusca;Gastropoda;Cephalaspidea;Cylichnidae;Scaphander;;punctostriatus;;Scaphander punctostriatus;;;X;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;
1635;Polychaeta;Animalia;Annelida;Polychaeta;Eunicida;Dorvilleidae;Schistomeringos;;eliasoni;;Schistomeringos eliasoni;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636;Mysida;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Schistomysis;;ornata;;Schistomysis ornata;X;;X;;X;;;;;;;;;;;;;;;;;;;;;X;;;;;;
1637;Mysida;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Schistomysis;;spiritus;;Schistomysis spiritus;X;;X;;X;X;;;;;;;;;;;;;;;X;;;X;;X;;;;;;
1638;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Bitectiporidae;Schizomavella;;linearis;;Schizomavella linearis;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1639;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Scolelepis;Scolelepis;foliosa;;Scolelepis (Scolelepis) foliosa;X;X;X;X;X;X;X;;;;;;;;;;;;;;X;;X;;;X;;;;;;
1640;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Scolelepis;Scolelepis;squamata;;Scolelepis (Scolelepis) squamata;X;;X;X;X;X;X;;;;;;;;;;;;;;;;;;;X;;;;;;
1641;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Scolelepis;;bonnieri;;Scolelepis bonnieri;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Scolelepis;;tridentata;;Scolelepis tridentata;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1643;Polychaeta;Animalia;Annelida;Polychaeta;Orbiniida;Orbiniidae;Scoloplos;Scoloplos;armiger;;Scoloplos (Scoloplos) armiger;X;X;X;X;X;X;X;X;X;X;X;;;;;;;X;;;X;X;X;X;X;X;;;X;X;;
1644;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Scopelocheiridae;Scopelocheirus;;hopei;;Scopelocheirus hopei;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1645;Bivalvia;Animalia;Mollusca;Bivalvia;Euheterodonta incertae sedis;Scrobiculariidae;Scrobicularia;;plana;;Scrobicularia plana;X;X;X;X;X;X;;;;;;;;;;;;;;;X;X;X;X;X;X;;;;;;
1646;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Scrupariidae;Scruparia;;ambigua;;Scruparia ambigua;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1647;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Scrupariidae;Scruparia;;chelata;;Scruparia chelata;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1648;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Candidae;Scrupocellaria;;reptans;;Scrupocellaria reptans;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1649;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Candidae;Scrupocellaria;;scabra;;Scrupocellaria scabra;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1650;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Candidae;Scrupocellaria;;scruposa;;Scrupocellaria scruposa;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1651;Caudofoveata;Animalia;Mollusca;Caudofoveata;Chaetodermatida;Limifossoridae;Scutopus;;ventrolineatus;;Scutopus ventrolineatus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1652;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Flustridae;Securiflustra;;securifrons;;Securiflustra securifrons;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1653;Gastropoda;Animalia;Mollusca;Gastropoda;Pulmonata;Planorbidae;Segmentina;;nitida;;Segmentina nitida;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;X
1654;Cirripedia;Animalia;Arthropoda;Maxillopoda;Sessilia;Archeobalanidae;Semibalanus;;balanoides;;Semibalanus balanoides;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1655;Ephemeroptera;Animalia;Arthropoda;Insecta;Ephemeroptera;Ephemerellidae;Serratella;;ignita;;Serratella ignita;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;X
1656;Hydrozoa;Animalia;Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Sertularella;;rugosa;;Sertularella rugosa;X;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;
1657;Hydrozoa;Animalia;Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Sertularia;;cupressina;;Sertularia cupressina;X;X;;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;
1658;Hydrozoa;Animalia;Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Sertularia;;tenera;;Sertularia tenera;X;X;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;
1659;Megaloptera;Animalia;Arthropoda;Insecta;Megaloptera;Sialidae;Sialis;;lutaria;;Sialis lutaria;;;;;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;X
1660;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Sigalionidae;Sigalion;;mathildae;;Sigalion mathildae;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1661;Hemiptera;Animalia;Arthropoda;Insecta;Hemiptera;Corixidae;Sigara;;distincta;;Sigara distincta;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;
1662;Hemiptera;Animalia;Arthropoda;Insecta;Hemiptera;Corixidae;Sigara;;falleni;;Sigara falleni;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;X
1663;Hemiptera;Animalia;Arthropoda;Insecta;Hemiptera;Corixidae;Sigara;;fossarum;;Sigara fossarum;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1664;Hemiptera;Animalia;Arthropoda;Insecta;Hemiptera;Corixidae;Sigara;;semistriata;;Sigara semistriata;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1665;Hemiptera;Animalia;Arthropoda;Insecta;Hemiptera;Corixidae;Sigara;;striata;;Sigara striata;;;;;;;;;;;;;;;;;X;;X;;;;;;;;;;;;;
1666;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Phyllodocidae;Sige;;fusigera;;Sige fusigera;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1667;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Siphonoecetes;Centraloecetes;kroyeranus;;Siphonoecetes (Centraloecetes) kroyeranus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1668;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Ischyroceridae;Siphonoecetes;Centraloecetes;striatus;;Siphonoecetes (Centraloecetes) striatus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1669;Gastropoda;Animalia;Mollusca;Gastropoda;Hypsogastropoda;Skeneopsidae;Skeneopsis;;planorbis;;Skeneopsis planorbis;X;;X;;X;X;;;;;;;;;;;;;;;;;;;;X;;;;;;
1670;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Naididae;Slavina;; appendiculata;;Slavina appendiculata;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1671;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Smittinidae;Smittina;;bella;;Smittina bella;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1672;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Smittinidae;Smittoidea;;reticulata;;Smittoidea reticulata;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1673;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Lysianassidae;Socarnes;;vahlii;;Socarnes vahlii;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1674;Echinodermata;Animalia;Echinodermata;Asteroidea;Velatida;Solasteridae;Solaster;;endeca;;Solaster endeca;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1675;Odonata;Animalia;Arthropoda;Insecta;Odonata;Corduliidae;Somatochlora;;flavomaculata;;Somatochlora flavomaculata;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1676;Odonata;Animalia;Arthropoda;Insecta;Odonata;Corduliidae;Somatochlora;;metallica;;Somatochlora metallica;;;;;;;;;;;;;;;;;X;;;;;;;;;;;X;;;;
1677;Polychaeta;Animalia;Annelida;Polychaeta;Terebellida;Ampharetidae;Sosane;;sulcata;;Sosane sulcata;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1678;Echinodermata;Animalia;Echinodermata;Echinoidea;Spatangoida;Spatangidae;Spatangus;;purpureus;;Spatangus purpureus;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1679;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Naididae;Specaria;;josinae;;Specaria josinae;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1680;Bivalvia;Animalia;Mollusca;Bivalvia;Euheterodonta incertae sedis;Pisidiidae;Sphaerium;;corneum;;Sphaerium corneum;;;;;;;;;;;;;;X;;;X;;;;;;;;X;;X;X;;;;X
1681;Bivalvia;Animalia;Mollusca;Bivalvia;Veneroidea;Sphaeriidae;Sphaerium;;rivicola;;Sphaerium rivicola;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;;;;X
1682;Bivalvia;Animalia;Mollusca;Bivalvia;Veneroidea;Sphaeriidae;Sphaerium;;solidum;;Sphaerium solidum;;;;;;;;;;;;;;;;;X;;;;;;;;;;X;X;;;;X
1683;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Sphaerodoridae;Sphaerodoropsis;;baltica;;Sphaerodoropsis baltica;X;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;X;;;;;;
1684;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Sphaerodoridae;Sphaerodoropsis;;disticha;;Sphaerodoropsis disticha;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1685;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Sphaerodoridae;Sphaerodoropsis;;flavum;;Sphaerodoropsis flavum;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1686;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Sphaerodoridae;Sphaerodoropsis;;minuta;;Sphaerodoropsis minuta;;;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;
1687;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Sphaerodoridae;Sphaerodoropsis;;philippi;;Sphaerodoropsis philippi;;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1688;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Sphaerodoridae;Sphaerodorum;;gracilis;;Sphaerodorum gracilis;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;
1689;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Syllidae;Sphaerosyllis;;hystrix;;Sphaerosyllis hystrix;X;;;X;X;;;;;;;;;;;;;;;;;;;X;;;;;;;;
1690;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Spio;;armata;;Spio armata;;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;
1691;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Spio;;decoratus;;Spio decoratus;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
1692;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Spio;;filicornis;;Spio filicornis;X;X;X;X;X;X;X;X;;;;;;;;;;;;;X;;X;X;;X;;;;;;
1693;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Spio;;goniocephala;;Spio goniocephala;X;X;X;X;X;X;X;;;;;;;;;;;;;X;X;;X;X;;X;;;;;;
1694;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Spio;;martinensis;;Spio martinensis;X;X;X;;X;X;X;;;;;;;;;;;;;;X;;X;X;;X;;;;;;
1695;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Chaetopteridae;Spiochaetopterus;;typicus;;Spiochaetopterus typicus;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1696;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Spiophanes;;bombyx;;Spiophanes bombyx;X;X;X;X;X;;X;;;;;;;;;;;;;;;;;;;X;;;;;;
1697;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Spiophanes;;kroeyeri;;Spiophanes kroyeri;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1698;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;tubificidae;Spiridion;;insigne;;Spiridion insigne;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1699;Polychaeta;Animalia;Annelida;Polychaeta;Sabellida;Serpulidae;Spirobranchus;;triqueter;;Spirobranchus triqueter;X;X;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
1700;Decapoda;Animalia;Arthropoda;Malacostraca;Decapoda;Hippolytidae;Spirontocaris;;lilljeborgii;;Spirontocaris lilljeborgii;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701;Polychaeta;Animalia;Annelida;Polychaeta;Sabellida;Spirorbidae;Spirorbis;Spirorbis;corallinae;;Spirorbis (Spirorbis) corallinae;;;;X;X;;;;;;;;;;;;;;;;;;;X;;;;;;;;
1702;Polychaeta;Animalia;Annelida;Polychaeta;Sabellida;Spirorbidae;Spirorbis;Spirorbis;spirorbis;;Spirorbis (Spirorbis) spirorbis;X;X;;X;X;X;X;;;;;;;;;;;;;X;X;;;;;X;;;X;X;;
1703;Polychaeta;Animalia;Annelida;Polychaeta;Sabellida;Spirorbidae;Spirorbis;Spirorbis;tridentatus;;Spirorbis (Spirorbis) tridentatus;X;;;;X;;;;;;;;;;;;;;;;;;;;X;;;;;;;
1704;Polychaeta;Animalia;Annelida;Polychaeta;Sabellida;Spirorbidae;Spirorbis;;granulatus;;Spirorbis granulatus;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;X;;
1705;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;tubificidae;Spirosperma ;;velutinus ;;Spirosperma velutinus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1706;Bivalvia;Animalia;Mollusca;Bivalvia;Euheterodonta incertae sedis;Mactridae;Spisula;;elliptica;;Spisula elliptica;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1707;Bivalvia;Animalia;Mollusca;Bivalvia;Euheterodonta incertae sedis;Mactridae;Spisula;;solida;;Spisula solida;X;;X;;X;X;;;;;;;;;;;;;;;;;;;;X;;;;;;
1708;Bivalvia;Animalia;Mollusca;Bivalvia;Euheterodonta incertae sedis;Mactridae;Spisula;;subtruncata;;Spisula subtruncata;X;X;X;;X;X;;;;;;;;;;;;;;;;;;X;;X;;;;;;
1709;Porifera;Animalia;Porifera;Demospongiae;Haplosclerida;Spongillidae;Spongilla;;lacustris;;Spongilla lacustris;;;;;;;;;;;;;;;;;;;;X;;;;;X;;;;;;;X
1710;Gastropoda;Animalia;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Stagnicola;;corvus;;Stagnicola corvus;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;X
1711;Gastropoda;Animalia;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Stagnicola;;palustris;;Stagnicola palustris;;;;;;;X;X;X;;X;;;X;X;X;X;;X;X;;;;;X;;X;X;X;X;X;X
1712;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Stempellinella;;minor;;Stempellinella minor;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1713;Polyplacophora;Animalia;Mollusca;Polyplacophora;Chitonida;Ischnochitonidae;Stenosemus;;albus;;Stenosemus albus;X;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1714;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Stenothoe;;monoculoides;;Stenothoe monoculoides;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
1715;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Stenula;;rubrovittata;;Stenula rubrovittata;;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
1716;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Sigalionidae;Sthenelais;;boa;;Sthenelais boa;X;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
1717;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Sigalionidae;Sthenelais;;limicola;;Sthenelais limicola;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1718;Echinodermata;Animalia;Echinodermata;Asteroidea;Forcipulatida;Stichasteridae;Stichastrella;;rosea;;Stichastrella rosea;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1719;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Stictochironomus;;crassiforceps;;Stictochironomus crassiforceps;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;X
1720;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Stictochironomus;;psammophilus;;Stictochironomus psammophilus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
1721;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Stictochironomus;;rosenschoeldi;;Stictochironomus rosenschoeldi;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;X
1722;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Stictochironomus;;sticticus;;Stictochironomus sticticus;;;;;;;;;;;;;;X;X;X;X;;;;;;;;;;;;;;;
1723;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Stomachetosellidae;Stomachetosella;;sinuosa;;Stomachetosella sinuosa;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1724;Anthozoa;Animalia;Cnidaria;Anthozoa;Actiniaria;Actinostolidae;Stomphia;;coccinea;;Stomphia coccinea;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1725;Polychaeta;Animalia;Annelida;Polychaeta;Terebellida;Terebellidae;Streblosoma;;intestinale;;Streblosoma intestinale;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1726;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Streblospio;;shrubsoli;;Streblospio shrubsoli;X;X;X;X;X;X;X;X;X;;;;;;;;;X;X;X;X;X;;;X;;X;X;X;X;X;
1727;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Syllidae;Streptosyllis;;websteri;;Streptosyllis websteri;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;X;X;;X;;;;;;
1728;Echinodermata;Animalia;Echinodermata;Echinoidea;Echinoida;Strongylocentrotidae;Strongylocentrotus;;droebachiensis;;Strongylocentrotus droebachiensis;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
1729;Ascidiacea;Animalia;Chordata;Ascidiacea;;Styelidae;Styela;;coriacea;;Styela coriacea;X;X;X;;X;X;X;;X;;;;;;;;;;;;;;;X;;X;;;;;;
1730;Ascidiacea;Animalia;Chordata;Ascidiacea;;Styelidae;Styela;;rustica;;Styela rustica ;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1731;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Tubificidae;Stylaria;;fossularis;;Stylaria fossularis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
1732;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Tubificidae;Stylaria;;lacustris;;Stylaria lacustris;;;;;;X;;;;;;;X;X;X;X;X;X;X;X;;;;;X;;;X;X;X;X;X
1733;Plathelminthes;Animalia;Platyhelminthes;Rhabditophora;Polycladida;Stylochoplanidae;Stylochoplana;;maculata;;Stylochoplana maculata;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;
1734;Oligochaeta;Animalia;Annelida;Clitellata;Lumbriculida;Lumbriculidae;Stylodrilus;;heringianus;;Stylodrilus heringianus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;X;;;;
1735;Plathelminthes;Animalia;Platyhelminthes;Rhabditophora;Polycladida;Euryleptidae;Stylostomum;;ellipse;;Stylostomum ellipse;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1736;Odonata;Animalia;Arthropoda;Insecta;Odonata;Gomphidae;Stylurus;;flavipes;;Stylurus flavipes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
1737;Porifera;Animalia;Porifera;Demospongiae;Hadromerida;Suberitidae;Suberites;;ficus;;Suberites ficus;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1738;Porifera;Animalia;Porifera;Demospongiae;Hadromerida;Suberitidae;Suberites;;virgultosus;;Suberites virgultosus;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1739;Anthozoa;Animalia;Cnidaria;Anthozoa;Alcyonacea;Plexauridae;Swiftia;;rosea;;Swiftia rosea;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1740;Porifera;Animalia;Porifera;Calcarea;Leucosolenida;Sycettidae;Sycon;;ciliatum;;Sycon ciliatum;X;X;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
1741;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Syllidae;Syllides;;longocirratus;;Syllides longocirratus;;;;;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;
1742;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Hesionidae;Syllidia;;armata;;Syllidia armata;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;X;;;;;;
1743;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Syllidae;Syllis;;armillaris;;Syllis armillaris;;;X;X;X;;X;;;;;;;;;;;;;;;;;X;;;;;;;;
1744;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Syllidae;Syllis;;cornuta;;Syllis cornuta;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1745;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Syllidae;Syllis;;variegata;;Syllis variegata;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1746;Odonata;Animalia;Arthropoda;Insecta;Odonata;Lestidae;Sympecma;;paedisca;;Sympecma paedisca;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1747;Odonata;Animalia;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;;danae;;Sympetrum danae;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1748;Odonata;Animalia;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;;flaveolum;;Sympetrum flaveolum;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;X
1749;Odonata;Animalia;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;;striolatum;;Sympetrum striolatum;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1750;Odonata;Animalia;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;;vulgatum;;Sympetrum vulgatum;;;;;;;;;;;;;;;;;X;;;;;;;;;;;X;;;;
1751;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Synchelidium;;haplocheles;;Synchelidium haplocheles;X;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;
1752;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Synchelidium;;maculatum;;Synchelidium maculatum;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1753;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Synchelidium;;tenuimanum;;Synchelidium tenuimanum;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1754;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Synendotendipes;;impar;;Synendotendipes impar;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1755;Ascidiacea;Animalia;Chordata;Ascidiacea;Enterogona;Polyclinidae;Synoicium;;pulmonaria;;Synoicum pulmonaria;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1756;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Synorthocladius;;semivirens;;Synorthocladius semivirens;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1757;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Talitridae;Talitrus;;saltator;;Talitrus saltator;;;;;;X;X;X;X;;;;;;;;;X;;;;X;;;;;;;X;X;;X
1758;Tanaidacea;Animalia;Arthropoda;Malacostraca;Tanaidacea;Nototanaidae;Tanaissus;;lilljeborgi;;Tanaissus lilljeborgi;X;X;;X;X;X;X;;;;;;;;;;;;;;;;;;;X;;;;;;
1759;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Ctenostomatida;Arachnidiidae;Tanganella;;muelleri;;Tanganella muelleri;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;X;;;
1760;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Tanypus;;kraatzi;;Tanypus kraatzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;
1761;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Tanypus;;vilipennis;;Tanypus vilipennis;;;;;;;;;;;;;X;;;;X;;;;;;;;;;;;;;;
