"Year","TEMP_O_5_JulAug_GF","SALIN_O_5_GF","SALIN_85_GF"
1960,17.0460846774194,5.62319866120219,10.2583888251366
1961,16.2292427419355,5.56019435616438,10.0212969863014
1962,16.9771362903226,5.78849371232877,9.06445024657534
1963,17.3451459677419,5.69920739726027,9.13552536986301
1964,16.4378862903226,5.71153207650273,10.0163199453552
1965,16.4426927419355,5.62044197260274,10.2051134794521
1966,14.798897016129,5.56064595890411,10.2286220821918
1967,17.3532137096774,5.77264365753425,10.0907774520548
1968,16.3032491935484,6.01204159836066,10.2509867759563
1969,17.3620975806452,5.64824804109589,10.104455369863
1970,16.273775,6.08434236986301,8.93749402739726
1971,14.7118366129032,6.00847015068493,9.45828254794521
1972,14.2742357258065,5.84895744535519,10.0039699453552
1973,15.1638574193548,5.79087242465753,9.77286706849315
1974,17.5734774193548,5.88681360273973,9.90105364383562
1975,16.8314024193548,5.88186761643836,10.2164999178082
1976,20.0873451612903,5.7737968852459,10.7760931693989
1977,15.6569967741935,6.0348084109589,10.6363786849315
1978,18.1915822580645,6.03256339726027,10.1239931780822
1979,15.0904217741935,5.59038715068493,10.2404004931507
1980,15.9018306451613,5.93392852459016,10.185199863388
1981,15.0879620967742,5.93429135616438,10.2986103013699
1982,15.5355241935484,5.90921695890411,9.35675254794521
1983,16.7297443548387,5.66649089041096,9.57688819178082
1984,17.9217838709677,5.76965342896175,9.70067
1985,16.5252467741935,5.90707580821918,9.4140275890411
1986,15.7713233870968,5.87598798630137,9.2477642739726
1987,18.0819838709677,5.9111642739726,9.46680410958904
1988,16.6194258064516,5.67918807377049,10.3683826229508
1989,16.543110483871,6.01866883561644,10.025985369863
1990,17.6231612903226,5.92310276712329,9.6843821369863
1991,15.6124338709677,5.802458,9.96136060273973
1992,14.6565846774194,5.81773677595628,10.4705337431694
1993,14.4284154032258,5.38529020547945,10.739417260274
1994,15.2836717741935,5.69316195890411,10.3702344383562
1995,16.1240056451613,5.44863538356164,10.6981146575342
1996,16.8824887096774,5.91628583333333,10.5064998907104
1997,17.9723282258065,5.71279623287671,10.355157890411
1998,18.4804072580645,5.93040506849315,10.0138508219178
1999,18.1991935483871,5.66134060273973,10.6614971232877
2000,16.7778411290323,5.76142956284153,10.375581010929
2001,18.8476314516129,5.68440536986301,10.6981183561644
2002,15.8989556451613,5.71068938356164,11.0385246575342
2003,20.0307887096774,5.93823284931507,9.73397476712329
2004,15.6327362903226,5.55241912568306,9.85289666666667
2005,17.3491725806452,5.81621524657534,9.96870098630137
2006,17.737425,5.82238876712329,10.130579260274
2007,19.4296951612903,5.91086197260274,9.78109564383562
2008,14.8246282258065,5.52091722677596,10.4433563114754
2009,15.3924661290323,5.43677465753425,10.5704383287671
2010,17.2170563709677,5.76088517808219,10.4093509315069
2011,18.7899669354839,6.10167176712329,9.61559715068493
2012,18.0082693548387,5.60569831967213,10.4183945355191
2013,16.0790024193548,5.80797242465753,10.2001465479452
2014,19.631039516129,5.66835765753425,9.65247391780822
2015,16.7357838709677,5.74268346575342,9.41663580821918
2016,16.0191080645161,5.77682941256831,9.4075656010929
2017,18.1692798387097,5.95394383561644,8.67485367123288
2018,19.0855758064516,5.9708715890411,8.22347821917808
2019,16.6269572580645,5.86357149315069,9.22481904109589
2020,18.7922620967742,5.65348341530055,9.42004363387978
2021,19.1859266129032,5.6244785890411,9.35198536986301
2022,18.3652782258065,5.85772732876712,9.06092260273973
2023,17.3816846774194,5.76225267123288,9.04055446575343
2024,17.8278733870968,5.79400177595628,7.94726524590164
2025,18.8365298387097,5.60432849315068,8.47982693150685
2026,17.3696467741935,5.61805584931507,8.70507608219178
2027,16.2071637096774,5.30933294520548,9.61356306849315
2028,17.8629403225806,5.49706983606557,9.77318885245902
2029,19.5197846774194,5.70587515068493,8.93365134246575
2030,17.6344282258065,5.36324116438356,9.28564608219178
2031,18.9065927419355,5.49466438356164,9.50878073972603
2032,17.3988096774194,5.66218366120219,8.78235945355191
2033,18.5411451612903,5.54867153424658,8.3247438630137
