"Year","TEMP_O_5_JulAug_NK","SALIN_O_5_NK","SALIN_100_NK"
1960,17.9319290322581,23.8232286885246,34.6786983606557
1961,15.6631137096774,24.8479832876712,34.4602534246575
1962,17.3189572580645,23.0564271232877,34.3613361643836
1963,19.0357064516129,23.8330709589041,34.442461369863
1964,17.9781241935484,24.1220963114754,34.4028620218579
1965,17.2876258064516,23.6524052054795,34.3621076712329
1966,17.2712862903226,24.2581753424658,34.3877054794521
1967,18.028064516129,24.058925890411,34.513755890411
1968,17.4880120967742,24.4278442622951,34.6066076502732
1969,16.0150806451613,24.6059157534247,34.4674567123288
1970,16.9012032258065,23.8593161643836,34.3645123287671
1971,16.1899612903226,24.6686375342466,34.5802797260274
1972,16.8754088709677,24.6451418032787,34.592406284153
1973,17.6064048387097,23.7655469863014,34.4956780821918
1974,17.662714516129,24.6782530136986,34.6374454794521
1975,17.046275,23.9762879452055,34.5922854794521
1976,19.2349379032258,24.3319681693989,34.658968579235
1977,16.2930330645161,24.716028630137,34.3951619178082
1978,18.1751443548387,23.5506736986301,34.4942112328767
1979,16.0378483870968,25.0036693150685,34.3483980821918
1980,16.5794620967742,24.1829213114754,34.4434456284153
1981,16.8574758064516,24.6405023287671,34.4457205479452
1982,16.4633427419355,23.7692390410959,34.3428079452055
1983,17.9893830645161,23.6868864383562,34.4019424657534
1984,17.7432612903226,24.8483232240437,34.5704174863388
1985,18.2542370967742,23.9449217808219,34.635295890411
1986,17.8106346774194,24.1591598630137,34.5604230136986
1987,18.2644338709677,24.5552569863014,34.4286328767123
1988,17.2522491935484,24.7444379781421,34.3169387978142
1989,18.2572338709677,24.0491289041096,34.639784109589
1990,19.3260298387097,23.406678630137,34.7339095890411
1991,17.1132814516129,24.4944230136986,34.7576673972603
1992,16.3509830645161,24.2511170765027,34.7310234972678
1993,16.8119080645161,24.2256315068493,34.792364109589
1994,17.7886032258065,23.8355594520548,34.3542331506849
1995,17.0315967741935,24.9525765753425,34.6372
1996,17.417114516129,24.4912722677596,34.6268229508197
1997,18.0064217741935,23.3073820547945,34.5017408219178
1998,17.9422137096774,24.1317475342466,34.6765331506849
1999,18.6457241935484,24.2676489041096,34.4654087671233
2000,17.0070217741936,23.3824956284153,34.6259327868852
2001,18.0721532258065,24.3104468493151,34.4192090410959
2002,17.0652975806452,24.2561987671233,34.6463468493151
2003,18.1947564516129,23.2598357534247,34.7811230136986
2004,17.37855,23.485075136612,34.470093989071
2005,16.7627185483871,22.7999334246575,34.7447306849315
2006,17.2789096774194,23.5644730136986,34.7073320547945
2007,18.4444814516129,23.4883535616438,34.6326252054794
2008,16.7376548387097,24.3675217213115,34.5157789617486
2009,16.8012411290323,24.3428034246575,34.5999405479452
2010,18.7097879032258,24.0877712328767,34.5935304109589
