"basin_name_holas","basin_name_baltsem","basin_abb_baltsem","year","sst_jul_aug"
"Gdansk Basin","Bornholm Basin","BN",1961,16.6159290322581
"Bornholm Basin","Bornholm Basin","BN",1962,18.412860483871
"Gdansk Basin","Bornholm Basin","BN",1962,18.412860483871
"Bornholm Basin","Bornholm Basin","BN",1963,18.9943596774194
"Gdansk Basin","Bornholm Basin","BN",1963,18.9943596774194
"Bornholm Basin","Bornholm Basin","BN",1964,18.2604975806452
"Gdansk Basin","Bornholm Basin","BN",1964,18.2604975806452
"Bornholm Basin","Bornholm Basin","BN",1965,17.2782177419355
"Gdansk Basin","Bornholm Basin","BN",1965,17.2782177419355
"Bornholm Basin","Bornholm Basin","BN",1966,16.6356596774194
"Gdansk Basin","Bornholm Basin","BN",1966,16.6356596774194
"Bornholm Basin","Bornholm Basin","BN",1967,18.8111717741936
"Gdansk Basin","Bornholm Basin","BN",1967,18.8111717741936
"Bornholm Basin","Bornholm Basin","BN",1968,16.60145
"Gdansk Basin","Bornholm Basin","BN",1968,16.60145
"Bornholm Basin","Bornholm Basin","BN",1969,17.0141129032258
"Gdansk Basin","Bornholm Basin","BN",1969,17.0141129032258
"Bornholm Basin","Bornholm Basin","BN",1970,18.0312774193548
"Gdansk Basin","Bornholm Basin","BN",1970,18.0312774193548
"Bornholm Basin","Bornholm Basin","BN",1971,15.7807282258065
"Gdansk Basin","Bornholm Basin","BN",1971,15.7807282258065
"Bornholm Basin","Bornholm Basin","BN",1972,17.7129798387097
"Gdansk Basin","Bornholm Basin","BN",1972,17.7129798387097
"Bornholm Basin","Bornholm Basin","BN",1973,18.2395411290323
"Gdansk Basin","Bornholm Basin","BN",1973,18.2395411290323
"Bornholm Basin","Bornholm Basin","BN",1974,18.0147887096774
"Gdansk Basin","Bornholm Basin","BN",1974,18.0147887096774
"Bornholm Basin","Bornholm Basin","BN",1975,17.4329580645161
"Gdansk Basin","Bornholm Basin","BN",1975,17.4329580645161
"Bornholm Basin","Bornholm Basin","BN",1976,19.3841814516129
"Gdansk Basin","Bornholm Basin","BN",1976,19.3841814516129
"Bornholm Basin","Bornholm Basin","BN",1977,17.1964483870968
"Gdansk Basin","Bornholm Basin","BN",1977,17.1964483870968
"Bornholm Basin","Bornholm Basin","BN",1978,19.0205233870968
"Gdansk Basin","Bornholm Basin","BN",1978,19.0205233870968
"Bornholm Basin","Bornholm Basin","BN",1979,15.9732661290323
"Gdansk Basin","Bornholm Basin","BN",1979,15.9732661290323
"Bornholm Basin","Bornholm Basin","BN",1980,17.9725830645161
"Gdansk Basin","Bornholm Basin","BN",1980,17.9725830645161
"Bornholm Basin","Bornholm Basin","BN",1981,17.2405475806452
"Gdansk Basin","Bornholm Basin","BN",1981,17.2405475806452
"Bornholm Basin","Bornholm Basin","BN",1982,17.084464516129
"Gdansk Basin","Bornholm Basin","BN",1982,17.084464516129
"Bornholm Basin","Bornholm Basin","BN",1983,17.8706346774194
"Gdansk Basin","Bornholm Basin","BN",1983,17.8706346774194
"Bornholm Basin","Bornholm Basin","BN",1984,18.3068782258065
"Gdansk Basin","Bornholm Basin","BN",1984,18.3068782258065
"Bornholm Basin","Bornholm Basin","BN",1985,18.9577435483871
"Gdansk Basin","Bornholm Basin","BN",1985,18.9577435483871
"Bornholm Basin","Bornholm Basin","BN",1986,18.1924459677419
"Gdansk Basin","Bornholm Basin","BN",1986,18.1924459677419
"Bornholm Basin","Bornholm Basin","BN",1987,17.7761330645161
"Gdansk Basin","Bornholm Basin","BN",1987,17.7761330645161
"Bornholm Basin","Bornholm Basin","BN",1988,17.4798459677419
"Gdansk Basin","Bornholm Basin","BN",1988,17.4798459677419
"Bornholm Basin","Bornholm Basin","BN",1989,18.8294580645161
"Gdansk Basin","Bornholm Basin","BN",1989,18.8294580645161
"Bornholm Basin","Bornholm Basin","BN",1990,19.088175
"Gdansk Basin","Bornholm Basin","BN",1990,19.088175
"Bornholm Basin","Bornholm Basin","BN",1991,18.3158032258065
"Gdansk Basin","Bornholm Basin","BN",1991,18.3158032258065
"Bornholm Basin","Bornholm Basin","BN",1992,16.5624169354839
"Gdansk Basin","Bornholm Basin","BN",1992,16.5624169354839
"Bornholm Basin","Bornholm Basin","BN",1993,17.0616024193548
"Gdansk Basin","Bornholm Basin","BN",1993,17.0616024193548
"Bornholm Basin","Bornholm Basin","BN",1994,18.0994427419355
"Gdansk Basin","Bornholm Basin","BN",1994,18.0994427419355
"Bornholm Basin","Bornholm Basin","BN",1995,17.2626822580645
"Gdansk Basin","Bornholm Basin","BN",1995,17.2626822580645
"Bornholm Basin","Bornholm Basin","BN",1996,18.4032951612903
"Gdansk Basin","Bornholm Basin","BN",1996,18.4032951612903
"Bornholm Basin","Bornholm Basin","BN",1997,18.2274403225806
"Gdansk Basin","Bornholm Basin","BN",1997,18.2274403225806
"Bornholm Basin","Bornholm Basin","BN",1998,18.4632419354839
"Gdansk Basin","Bornholm Basin","BN",1998,18.4632419354839
"Bornholm Basin","Bornholm Basin","BN",1999,18.6731919354839
"Gdansk Basin","Bornholm Basin","BN",1999,18.6731919354839
"Bornholm Basin","Bornholm Basin","BN",2000,18.5013
"Gdansk Basin","Bornholm Basin","BN",2000,18.5013
"Bornholm Basin","Bornholm Basin","BN",2001,18.8752137096774
"Gdansk Basin","Bornholm Basin","BN",2001,18.8752137096774
"Bornholm Basin","Bornholm Basin","BN",2002,17.4572475806452
"Gdansk Basin","Bornholm Basin","BN",2002,17.4572475806452
"Bornholm Basin","Bornholm Basin","BN",2003,19.8594782258065
"Gdansk Basin","Bornholm Basin","BN",2003,19.8594782258065
"Bornholm Basin","Bornholm Basin","BN",2004,17.0545677419355
"Gdansk Basin","Bornholm Basin","BN",2004,17.0545677419355
"Bornholm Basin","Bornholm Basin","BN",2005,17.6606129032258
"Gdansk Basin","Bornholm Basin","BN",2005,17.6606129032258
"Bornholm Basin","Bornholm Basin","BN",2006,18.05765
"Gdansk Basin","Bornholm Basin","BN",2006,18.05765
"Bornholm Basin","Bornholm Basin","BN",2007,18.8314524193548
"Gdansk Basin","Bornholm Basin","BN",2007,18.8314524193548
"Bornholm Basin","Bornholm Basin","BN",2008,16.5290048387097
"Gdansk Basin","Bornholm Basin","BN",2008,16.5290048387097
"Bornholm Basin","Bornholm Basin","BN",2009,17.4088983870968
"Gdansk Basin","Bornholm Basin","BN",2009,17.4088983870968
"Bornholm Basin","Bornholm Basin","BN",2010,19.0589862903226
"Gdansk Basin","Bornholm Basin","BN",2010,19.0589862903226
"Bornholm Basin","Bornholm Basin","BN",2011,19.918239516129
"Gdansk Basin","Bornholm Basin","BN",2011,19.918239516129
"Bornholm Basin","Bornholm Basin","BN",2012,18.7410040322581
"Gdansk Basin","Bornholm Basin","BN",2012,18.7410040322581
"Bornholm Basin","Bornholm Basin","BN",2013,16.6918798387097
"Gdansk Basin","Bornholm Basin","BN",2013,16.6918798387097
"Bornholm Basin","Bornholm Basin","BN",2014,20.2635370967742
"Gdansk Basin","Bornholm Basin","BN",2014,20.2635370967742
"Bornholm Basin","Bornholm Basin","BN",2015,18.6384572580645
"Gdansk Basin","Bornholm Basin","BN",2015,18.6384572580645
"Bornholm Basin","Bornholm Basin","BN",2016,18.917935483871
"Gdansk Basin","Bornholm Basin","BN",2016,18.917935483871
"Bornholm Basin","Bornholm Basin","BN",2017,20.063989516129
"Gdansk Basin","Bornholm Basin","BN",2017,20.063989516129
"Bornholm Basin","Bornholm Basin","BN",2018,20.4617209677419
"Gdansk Basin","Bornholm Basin","BN",2018,20.4617209677419
"Bornholm Basin","Bornholm Basin","BN",2019,18.3013217741935
"Gdansk Basin","Bornholm Basin","BN",2019,18.3013217741935
"Bornholm Basin","Bornholm Basin","BN",2020,18.5579588709677
"Gdansk Basin","Bornholm Basin","BN",2020,18.5579588709677
"Bornholm Basin","Bornholm Basin","BN",2021,19.1734967741935
"Gdansk Basin","Bornholm Basin","BN",2021,19.1734967741935
"Bornholm Basin","Bornholm Basin","BN",2022,18.9992080645161
"Gdansk Basin","Bornholm Basin","BN",2022,18.9992080645161
"Bornholm Basin","Bornholm Basin","BN",2023,19.1911306451613
"Gdansk Basin","Bornholm Basin","BN",2023,19.1911306451613
"Bornholm Basin","Bornholm Basin","BN",2024,20.2851419354839
"Gdansk Basin","Bornholm Basin","BN",2024,20.2851419354839
"Bornholm Basin","Bornholm Basin","BN",2025,19.7277838709677
"Gdansk Basin","Bornholm Basin","BN",2025,19.7277838709677
"Bornholm Basin","Bornholm Basin","BN",2026,19.1163943548387
"Gdansk Basin","Bornholm Basin","BN",2026,19.1163943548387
"Bornholm Basin","Bornholm Basin","BN",2027,17.3260862903226
"Gdansk Basin","Bornholm Basin","BN",2027,17.3260862903226
"Bornholm Basin","Bornholm Basin","BN",2028,18.0478967741935
"Gdansk Basin","Bornholm Basin","BN",2028,18.0478967741935
"Bornholm Basin","Bornholm Basin","BN",2029,20.1938137096774
"Gdansk Basin","Bornholm Basin","BN",2029,20.1938137096774
"Bornholm Basin","Bornholm Basin","BN",2030,18.7026056451613
"Gdansk Basin","Bornholm Basin","BN",2030,18.7026056451613
"Bornholm Basin","Bornholm Basin","BN",2031,19.503685483871
"Gdansk Basin","Bornholm Basin","BN",2031,19.503685483871
"Bornholm Basin","Bornholm Basin","BN",2032,18.1602967741935
"Gdansk Basin","Bornholm Basin","BN",2032,18.1602967741935
"Bornholm Basin","Bornholm Basin","BN",2033,18.749275
"Gdansk Basin","Bornholm Basin","BN",2033,18.749275
"Bornholm Basin","Bornholm Basin","BN",2034,18.8503419354839
"Gdansk Basin","Bornholm Basin","BN",2034,18.8503419354839
"Bornholm Basin","Bornholm Basin","BN",2035,17.1477790322581
"Gdansk Basin","Bornholm Basin","BN",2035,17.1477790322581
"Bornholm Basin","Bornholm Basin","BN",2036,18.9689758064516
"Gdansk Basin","Bornholm Basin","BN",2036,18.9689758064516
"Bornholm Basin","Bornholm Basin","BN",2037,17.9386637096774
"Gdansk Basin","Bornholm Basin","BN",2037,17.9386637096774
"Bornholm Basin","Bornholm Basin","BN",2038,20.9805306451613
"Gdansk Basin","Bornholm Basin","BN",2038,20.9805306451613
"Bornholm Basin","Bornholm Basin","BN",2039,20.2688814516129
"Gdansk Basin","Bornholm Basin","BN",2039,20.2688814516129
"Bornholm Basin","Bornholm Basin","BN",2040,18.7294540322581
"Gdansk Basin","Bornholm Basin","BN",2040,18.7294540322581
"Bornholm Basin","Bornholm Basin","BN",2041,20.7523846774194
"Gdansk Basin","Bornholm Basin","BN",2041,20.7523846774194
"Bornholm Basin","Bornholm Basin","BN",2042,20.1040258064516
"Gdansk Basin","Bornholm Basin","BN",2042,20.1040258064516
"Bornholm Basin","Bornholm Basin","BN",2043,18.9135362903226
"Gdansk Basin","Bornholm Basin","BN",2043,18.9135362903226
"Bornholm Basin","Bornholm Basin","BN",2044,19.1037798387097
"Gdansk Basin","Bornholm Basin","BN",2044,19.1037798387097
"Bornholm Basin","Bornholm Basin","BN",2045,20.6847782258065
"Gdansk Basin","Bornholm Basin","BN",2045,20.6847782258065
"Bornholm Basin","Bornholm Basin","BN",2046,18.524275
"Gdansk Basin","Bornholm Basin","BN",2046,18.524275
"Bornholm Basin","Bornholm Basin","BN",2047,19.9914467741935
"Gdansk Basin","Bornholm Basin","BN",2047,19.9914467741935
"Bornholm Basin","Bornholm Basin","BN",2048,19.0850475806452
"Gdansk Basin","Bornholm Basin","BN",2048,19.0850475806452
"Bornholm Basin","Bornholm Basin","BN",2049,19.1724774193548
"Gdansk Basin","Bornholm Basin","BN",2049,19.1724774193548
"Bornholm Basin","Bornholm Basin","BN",2050,19.3273951612903
"Gdansk Basin","Bornholm Basin","BN",2050,19.3273951612903
"Bornholm Basin","Bornholm Basin","BN",2051,17.9316217741935
"Gdansk Basin","Bornholm Basin","BN",2051,17.9316217741935
"Bornholm Basin","Bornholm Basin","BN",2052,19.3923935483871
"Gdansk Basin","Bornholm Basin","BN",2052,19.3923935483871
"Bornholm Basin","Bornholm Basin","BN",2053,20.2591024193548
"Gdansk Basin","Bornholm Basin","BN",2053,20.2591024193548
"Bornholm Basin","Bornholm Basin","BN",2054,20.5145588709677
"Gdansk Basin","Bornholm Basin","BN",2054,20.5145588709677
"Bornholm Basin","Bornholm Basin","BN",2055,19.2245653225806
"Gdansk Basin","Bornholm Basin","BN",2055,19.2245653225806
"Bornholm Basin","Bornholm Basin","BN",2056,19.5971975806452
"Gdansk Basin","Bornholm Basin","BN",2056,19.5971975806452
"Bornholm Basin","Bornholm Basin","BN",2057,19.4534459677419
"Gdansk Basin","Bornholm Basin","BN",2057,19.4534459677419
"Bornholm Basin","Bornholm Basin","BN",2058,22.3006330645161
"Gdansk Basin","Bornholm Basin","BN",2058,22.3006330645161
"Bornholm Basin","Bornholm Basin","BN",2059,19.3100846774194
"Gdansk Basin","Bornholm Basin","BN",2059,19.3100846774194
"Bornholm Basin","Bornholm Basin","BN",2060,19.9052653225806
"Gdansk Basin","Bornholm Basin","BN",2060,19.9052653225806
"Bornholm Basin","Bornholm Basin","BN",2061,20.4838120967742
"Gdansk Basin","Bornholm Basin","BN",2061,20.4838120967742
"Bornholm Basin","Bornholm Basin","BN",2062,20.1717790322581
"Gdansk Basin","Bornholm Basin","BN",2062,20.1717790322581
"Bornholm Basin","Bornholm Basin","BN",2063,21.7430879032258
"Gdansk Basin","Bornholm Basin","BN",2063,21.7430879032258
"Bornholm Basin","Bornholm Basin","BN",2064,20.1335814516129
"Gdansk Basin","Bornholm Basin","BN",2064,20.1335814516129
"Bornholm Basin","Bornholm Basin","BN",2065,18.4312580645161
"Gdansk Basin","Bornholm Basin","BN",2065,18.4312580645161
"Bornholm Basin","Bornholm Basin","BN",2066,19.0048419354839
"Gdansk Basin","Bornholm Basin","BN",2066,19.0048419354839
"Bornholm Basin","Bornholm Basin","BN",2067,19.7040846774194
"Gdansk Basin","Bornholm Basin","BN",2067,19.7040846774194
"Bornholm Basin","Bornholm Basin","BN",2068,19.5542459677419
"Gdansk Basin","Bornholm Basin","BN",2068,19.5542459677419
"Bornholm Basin","Bornholm Basin","BN",2069,20.781885483871
"Gdansk Basin","Bornholm Basin","BN",2069,20.781885483871
"Bornholm Basin","Bornholm Basin","BN",2070,20.3364588709677
"Gdansk Basin","Bornholm Basin","BN",2070,20.3364588709677
"Bornholm Basin","Bornholm Basin","BN",2071,21.6419758064516
"Gdansk Basin","Bornholm Basin","BN",2071,21.6419758064516
"Bornholm Basin","Bornholm Basin","BN",2072,20.4685
"Gdansk Basin","Bornholm Basin","BN",2072,20.4685
"Bornholm Basin","Bornholm Basin","BN",2073,21.3727693548387
"Gdansk Basin","Bornholm Basin","BN",2073,21.3727693548387
"Bornholm Basin","Bornholm Basin","BN",2074,19.8445637096774
"Gdansk Basin","Bornholm Basin","BN",2074,19.8445637096774
"Bornholm Basin","Bornholm Basin","BN",2075,19.0162008064516
"Gdansk Basin","Bornholm Basin","BN",2075,19.0162008064516
"Bornholm Basin","Bornholm Basin","BN",2076,19.449735483871
"Gdansk Basin","Bornholm Basin","BN",2076,19.449735483871
"Bornholm Basin","Bornholm Basin","BN",2077,21.5223169354839
"Gdansk Basin","Bornholm Basin","BN",2077,21.5223169354839
"Bornholm Basin","Bornholm Basin","BN",2078,20.1675653225806
"Gdansk Basin","Bornholm Basin","BN",2078,20.1675653225806
"Bornholm Basin","Bornholm Basin","BN",2079,18.752914516129
"Gdansk Basin","Bornholm Basin","BN",2079,18.752914516129
"Bornholm Basin","Bornholm Basin","BN",2080,20.742460483871
"Gdansk Basin","Bornholm Basin","BN",2080,20.742460483871
"Bornholm Basin","Bornholm Basin","BN",2081,19.6885314516129
"Gdansk Basin","Bornholm Basin","BN",2081,19.6885314516129
"Bornholm Basin","Bornholm Basin","BN",2082,20.0309822580645
"Gdansk Basin","Bornholm Basin","BN",2082,20.0309822580645
"Bornholm Basin","Bornholm Basin","BN",2083,21.3323733870968
"Gdansk Basin","Bornholm Basin","BN",2083,21.3323733870968
"Bornholm Basin","Bornholm Basin","BN",2084,21.2510298387097
"Gdansk Basin","Bornholm Basin","BN",2084,21.2510298387097
"Bornholm Basin","Bornholm Basin","BN",2085,20.8688862903226
"Gdansk Basin","Bornholm Basin","BN",2085,20.8688862903226
"Bornholm Basin","Bornholm Basin","BN",2086,21.2950741935484
"Gdansk Basin","Bornholm Basin","BN",2086,21.2950741935484
"Bornholm Basin","Bornholm Basin","BN",2087,19.2899217741935
"Gdansk Basin","Bornholm Basin","BN",2087,19.2899217741935
"Bornholm Basin","Bornholm Basin","BN",2088,21.0743233870968
"Gdansk Basin","Bornholm Basin","BN",2088,21.0743233870968
"Bornholm Basin","Bornholm Basin","BN",2089,21.5317266129032
"Gdansk Basin","Bornholm Basin","BN",2089,21.5317266129032
"Bornholm Basin","Bornholm Basin","BN",2090,20.0428322580645
"Gdansk Basin","Bornholm Basin","BN",2090,20.0428322580645
"Bornholm Basin","Bornholm Basin","BN",2091,20.9075153225806
"Gdansk Basin","Bornholm Basin","BN",2091,20.9075153225806
"Bornholm Basin","Bornholm Basin","BN",2092,20.9213822580645
"Gdansk Basin","Bornholm Basin","BN",2092,20.9213822580645
"Bornholm Basin","Bornholm Basin","BN",2093,20.1803516129032
"Gdansk Basin","Bornholm Basin","BN",2093,20.1803516129032
"Bornholm Basin","Bornholm Basin","BN",2094,22.1005943548387
"Gdansk Basin","Bornholm Basin","BN",2094,22.1005943548387
"Bornholm Basin","Bornholm Basin","BN",2095,20.4504209677419
"Gdansk Basin","Bornholm Basin","BN",2095,20.4504209677419
"Bornholm Basin","Bornholm Basin","BN",2096,20.644560483871
"Gdansk Basin","Bornholm Basin","BN",2096,20.644560483871
"Bornholm Basin","Bornholm Basin","BN",2097,20.5374161290323
"Gdansk Basin","Bornholm Basin","BN",2097,20.5374161290323
"Bornholm Basin","Bornholm Basin","BN",2098,21.9300967741935
"Gdansk Basin","Bornholm Basin","BN",2098,21.9300967741935
"Bornholm Basin","Bornholm Basin","BN",2099,21.9705862903226
"Gdansk Basin","Bornholm Basin","BN",2099,21.9705862903226
"Aland Sea","Bothnian Sea","BS",1960,14.8848795967742
"Bothnian Sea","Bothnian Sea","BS",1960,14.8848795967742
"The Quark","Bothnian Sea","BS",1960,14.8848795967742
"Aland Sea","Bothnian Sea","BS",1961,13.3283475806452
"Bothnian Sea","Bothnian Sea","BS",1961,13.3283475806452
"The Quark","Bothnian Sea","BS",1961,13.3283475806452
"Aland Sea","Bothnian Sea","BS",1962,13.6352162903226
"Bothnian Sea","Bothnian Sea","BS",1962,13.6352162903226
"The Quark","Bothnian Sea","BS",1962,13.6352162903226
"Aland Sea","Bothnian Sea","BS",1963,15.733160483871
"Bothnian Sea","Bothnian Sea","BS",1963,15.733160483871
"The Quark","Bothnian Sea","BS",1963,15.733160483871
"Aland Sea","Bothnian Sea","BS",1964,12.6371436290323
"Bothnian Sea","Bothnian Sea","BS",1964,12.6371436290323
"The Quark","Bothnian Sea","BS",1964,12.6371436290323
"Aland Sea","Bothnian Sea","BS",1965,13.1504053225806
"Bothnian Sea","Bothnian Sea","BS",1965,13.1504053225806
"The Quark","Bothnian Sea","BS",1965,13.1504053225806
"Aland Sea","Bothnian Sea","BS",1966,14.0851437096774
"Bothnian Sea","Bothnian Sea","BS",1966,14.0851437096774
"The Quark","Bothnian Sea","BS",1966,14.0851437096774
"Aland Sea","Bothnian Sea","BS",1967,14.5905415322581
"Bothnian Sea","Bothnian Sea","BS",1967,14.5905415322581
"The Quark","Bothnian Sea","BS",1967,14.5905415322581
"Aland Sea","Bothnian Sea","BS",1968,14.8559629032258
"Bothnian Sea","Bothnian Sea","BS",1968,14.8559629032258
"The Quark","Bothnian Sea","BS",1968,14.8559629032258
"Aland Sea","Bothnian Sea","BS",1969,14.3327153225806
"Bothnian Sea","Bothnian Sea","BS",1969,14.3327153225806
"The Quark","Bothnian Sea","BS",1969,14.3327153225806
"Aland Sea","Bothnian Sea","BS",1970,13.8670892741935
"Bothnian Sea","Bothnian Sea","BS",1970,13.8670892741935
"The Quark","Bothnian Sea","BS",1970,13.8670892741935
"Aland Sea","Bothnian Sea","BS",1971,14.1375709677419
"Bothnian Sea","Bothnian Sea","BS",1971,14.1375709677419
"The Quark","Bothnian Sea","BS",1971,14.1375709677419
"Aland Sea","Bothnian Sea","BS",1972,13.2529258064516
"Bothnian Sea","Bothnian Sea","BS",1972,13.2529258064516
"The Quark","Bothnian Sea","BS",1972,13.2529258064516
"Aland Sea","Bothnian Sea","BS",1973,13.6984491935484
"Bothnian Sea","Bothnian Sea","BS",1973,13.6984491935484
"The Quark","Bothnian Sea","BS",1973,13.6984491935484
"Aland Sea","Bothnian Sea","BS",1974,13.3744264516129
"Bothnian Sea","Bothnian Sea","BS",1974,13.3744264516129
"The Quark","Bothnian Sea","BS",1974,13.3744264516129
"Aland Sea","Bothnian Sea","BS",1975,14.1467909677419
"Bothnian Sea","Bothnian Sea","BS",1975,14.1467909677419
"The Quark","Bothnian Sea","BS",1975,14.1467909677419
"Aland Sea","Bothnian Sea","BS",1976,14.7934757258065
"Bothnian Sea","Bothnian Sea","BS",1976,14.7934757258065
"The Quark","Bothnian Sea","BS",1976,14.7934757258065
"Aland Sea","Bothnian Sea","BS",1977,12.5549928225806
"Bothnian Sea","Bothnian Sea","BS",1977,12.5549928225806
"The Quark","Bothnian Sea","BS",1977,12.5549928225806
"Aland Sea","Bothnian Sea","BS",1978,14.0430039516129
"Bothnian Sea","Bothnian Sea","BS",1978,14.0430039516129
"The Quark","Bothnian Sea","BS",1978,14.0430039516129
"Aland Sea","Bothnian Sea","BS",1979,12.1082854032258
"Bothnian Sea","Bothnian Sea","BS",1979,12.1082854032258
"The Quark","Bothnian Sea","BS",1979,12.1082854032258
"Aland Sea","Bothnian Sea","BS",1980,13.0187881451613
"Bothnian Sea","Bothnian Sea","BS",1980,13.0187881451613
"The Quark","Bothnian Sea","BS",1980,13.0187881451613
"Aland Sea","Bothnian Sea","BS",1981,14.176175
"Bothnian Sea","Bothnian Sea","BS",1981,14.176175
"The Quark","Bothnian Sea","BS",1981,14.176175
"Aland Sea","Bothnian Sea","BS",1982,14.0914185483871
"Bothnian Sea","Bothnian Sea","BS",1982,14.0914185483871
"The Quark","Bothnian Sea","BS",1982,14.0914185483871
"Aland Sea","Bothnian Sea","BS",1983,15.2985486290323
"Bothnian Sea","Bothnian Sea","BS",1983,15.2985486290323
"The Quark","Bothnian Sea","BS",1983,15.2985486290323
"Aland Sea","Bothnian Sea","BS",1984,15.2573701612903
"Bothnian Sea","Bothnian Sea","BS",1984,15.2573701612903
"The Quark","Bothnian Sea","BS",1984,15.2573701612903
"Aland Sea","Bothnian Sea","BS",1985,14.1580632258065
"Bothnian Sea","Bothnian Sea","BS",1985,14.1580632258065
"The Quark","Bothnian Sea","BS",1985,14.1580632258065
"Aland Sea","Bothnian Sea","BS",1986,14.1290108870968
"Bothnian Sea","Bothnian Sea","BS",1986,14.1290108870968
"The Quark","Bothnian Sea","BS",1986,14.1290108870968
"Aland Sea","Bothnian Sea","BS",1987,15.4566951612903
"Bothnian Sea","Bothnian Sea","BS",1987,15.4566951612903
"The Quark","Bothnian Sea","BS",1987,15.4566951612903
"Aland Sea","Bothnian Sea","BS",1988,14.1759369354839
"Bothnian Sea","Bothnian Sea","BS",1988,14.1759369354839
"The Quark","Bothnian Sea","BS",1988,14.1759369354839
"Aland Sea","Bothnian Sea","BS",1989,14.4158524193548
"Bothnian Sea","Bothnian Sea","BS",1989,14.4158524193548
"The Quark","Bothnian Sea","BS",1989,14.4158524193548
"Aland Sea","Bothnian Sea","BS",1990,15.8043177419355
"Bothnian Sea","Bothnian Sea","BS",1990,15.8043177419355
"The Quark","Bothnian Sea","BS",1990,15.8043177419355
"Aland Sea","Bothnian Sea","BS",1991,15.381525
"Bothnian Sea","Bothnian Sea","BS",1991,15.381525
"The Quark","Bothnian Sea","BS",1991,15.381525
"Aland Sea","Bothnian Sea","BS",1992,13.1217064516129
"Bothnian Sea","Bothnian Sea","BS",1992,13.1217064516129
"The Quark","Bothnian Sea","BS",1992,13.1217064516129
"Aland Sea","Bothnian Sea","BS",1993,10.8585427419355
"Bothnian Sea","Bothnian Sea","BS",1993,10.8585427419355
"The Quark","Bothnian Sea","BS",1993,10.8585427419355
"Aland Sea","Bothnian Sea","BS",1994,11.1004214516129
"Bothnian Sea","Bothnian Sea","BS",1994,11.1004214516129
"The Quark","Bothnian Sea","BS",1994,11.1004214516129
"Aland Sea","Bothnian Sea","BS",1995,12.2819848387097
"Bothnian Sea","Bothnian Sea","BS",1995,12.2819848387097
"The Quark","Bothnian Sea","BS",1995,12.2819848387097
"Aland Sea","Bothnian Sea","BS",1996,13.5169644354839
"Bothnian Sea","Bothnian Sea","BS",1996,13.5169644354839
"The Quark","Bothnian Sea","BS",1996,13.5169644354839
"Aland Sea","Bothnian Sea","BS",1997,15.4433491935484
"Bothnian Sea","Bothnian Sea","BS",1997,15.4433491935484
"The Quark","Bothnian Sea","BS",1997,15.4433491935484
"Aland Sea","Bothnian Sea","BS",1998,15.2698540322581
"Bothnian Sea","Bothnian Sea","BS",1998,15.2698540322581
"The Quark","Bothnian Sea","BS",1998,15.2698540322581
"Aland Sea","Bothnian Sea","BS",1999,17.059085483871
"Bothnian Sea","Bothnian Sea","BS",1999,17.059085483871
"The Quark","Bothnian Sea","BS",1999,17.059085483871
"Aland Sea","Bothnian Sea","BS",2000,14.9193782258065
"Bothnian Sea","Bothnian Sea","BS",2000,14.9193782258065
"The Quark","Bothnian Sea","BS",2000,14.9193782258065
"Aland Sea","Bothnian Sea","BS",2001,15.4229441129032
"Bothnian Sea","Bothnian Sea","BS",2001,15.4229441129032
"The Quark","Bothnian Sea","BS",2001,15.4229441129032
"Aland Sea","Bothnian Sea","BS",2002,14.2435241935484
"Bothnian Sea","Bothnian Sea","BS",2002,14.2435241935484
"The Quark","Bothnian Sea","BS",2002,14.2435241935484
"Aland Sea","Bothnian Sea","BS",2003,17.2192370967742
"Bothnian Sea","Bothnian Sea","BS",2003,17.2192370967742
"The Quark","Bothnian Sea","BS",2003,17.2192370967742
"Aland Sea","Bothnian Sea","BS",2004,13.6830825
"Bothnian Sea","Bothnian Sea","BS",2004,13.6830825
"The Quark","Bothnian Sea","BS",2004,13.6830825
"Aland Sea","Bothnian Sea","BS",2005,14.4843217741935
"Bothnian Sea","Bothnian Sea","BS",2005,14.4843217741935
"The Quark","Bothnian Sea","BS",2005,14.4843217741935
"Aland Sea","Bothnian Sea","BS",2006,15.8962346774194
"Bothnian Sea","Bothnian Sea","BS",2006,15.8962346774194
"The Quark","Bothnian Sea","BS",2006,15.8962346774194
"Aland Sea","Bothnian Sea","BS",2007,15.7106508064516
"Bothnian Sea","Bothnian Sea","BS",2007,15.7106508064516
"The Quark","Bothnian Sea","BS",2007,15.7106508064516
"Aland Sea","Bothnian Sea","BS",2008,11.0868618548387
"Bothnian Sea","Bothnian Sea","BS",2008,11.0868618548387
"The Quark","Bothnian Sea","BS",2008,11.0868618548387
"Aland Sea","Bothnian Sea","BS",2009,13.9756153225806
"Bothnian Sea","Bothnian Sea","BS",2009,13.9756153225806
"The Quark","Bothnian Sea","BS",2009,13.9756153225806
"Aland Sea","Bothnian Sea","BS",2010,15.2514274193548
"Bothnian Sea","Bothnian Sea","BS",2010,15.2514274193548
"The Quark","Bothnian Sea","BS",2010,15.2514274193548
"Aland Sea","Bothnian Sea","BS",2011,16.5959967741935
"Bothnian Sea","Bothnian Sea","BS",2011,16.5959967741935
"The Quark","Bothnian Sea","BS",2011,16.5959967741935
"Aland Sea","Bothnian Sea","BS",2012,12.1748808064516
"Bothnian Sea","Bothnian Sea","BS",2012,12.1748808064516
