BHI_ID,current_area,year
14,187,2014
15,2153,2014
16,0,2014
17,357,2014
20,12440,2014
21,2218,2014
22,3107,2014
23,102,2014
24,8347,2014
25,1200,2014
26,11878,2014
29,8316,2014
30,1905,2014
31,5131,2014
