BHI_ID,current_area,year
14,160,2013
15,2038,2013
16,0,2013
17,352,2013
20,12447,2013
21,3868,2013
22,3582,2013
23,100,2013
24,8354,2013
25,1209,2013
26,11878,2013
29,8739,2013
30,1946,2013
31,5144,2013
