BHI_ID,current_area,year
14,474,2011
15,2919,2011
16,0,2011
17,1214,2011
20,12675,2011
21,4931,2011
22,4000,2011
23,196,2011
24,8596,2011
25,1323,2011
26,12314,2011
29,9114,2011
30,2180,2011
31,5552,2011
