BHI_ID,current_area,year
14,643,2007
15,3198,2007
16,0,2007
17,1362,2007
20,12573,2007
21,4252,2007
22,3751,2007
23,115,2007
24,8503,2007
25,1285,2007
26,12120,2007
29,8870,2007
30,2069,2007
31,5354,2007
