BHI_ID,current_area,year
14,1,1906
15,1377,1906
16,0,1906
17,1,1906
20,658,1906
21,0,1906
22,0,1906
23,0,1906
24,1379,1906
25,0,1906
26,1117,1906
29,900,1906
30,0,1906
31,24,1906
