"basin_name_holas","basin_name_baltsem","basin_abb_baltsem","year","sst_jul_aug"
"Bornholm Basin","Bornholm Basin","BN",1960,17.0366258064516
"Gdansk Basin","Bornholm Basin","BN",1960,17.0366258064516
"Bornholm Basin","Bornholm Basin","BN",1961,15.9477629032258
"Gdansk Basin","Bornholm Basin","BN",1961,15.9477629032258
"Bornholm Basin","Bornholm Basin","BN",1962,16.2420588709677
"Gdansk Basin","Bornholm Basin","BN",1962,16.2420588709677
"Bornholm Basin","Bornholm Basin","BN",1963,16.5032951612903
"Gdansk Basin","Bornholm Basin","BN",1963,16.5032951612903
"Bornholm Basin","Bornholm Basin","BN",1964,17.9373040322581
"Gdansk Basin","Bornholm Basin","BN",1964,17.9373040322581
"Bornholm Basin","Bornholm Basin","BN",1965,15.407689516129
"Gdansk Basin","Bornholm Basin","BN",1965,15.407689516129
"Bornholm Basin","Bornholm Basin","BN",1966,16.321114516129
"Gdansk Basin","Bornholm Basin","BN",1966,16.321114516129
"Bornholm Basin","Bornholm Basin","BN",1967,15.6944451612903
"Gdansk Basin","Bornholm Basin","BN",1967,15.6944451612903
"Bornholm Basin","Bornholm Basin","BN",1968,15.6725435483871
"Gdansk Basin","Bornholm Basin","BN",1968,15.6725435483871
"Bornholm Basin","Bornholm Basin","BN",1969,17.5516782258065
"Gdansk Basin","Bornholm Basin","BN",1969,17.5516782258065
"Bornholm Basin","Bornholm Basin","BN",1970,15.0456991935484
"Gdansk Basin","Bornholm Basin","BN",1970,15.0456991935484
"Bornholm Basin","Bornholm Basin","BN",1971,15.9987991935484
"Gdansk Basin","Bornholm Basin","BN",1971,15.9987991935484
"Bornholm Basin","Bornholm Basin","BN",1972,15.6185846774194
"Gdansk Basin","Bornholm Basin","BN",1972,15.6185846774194
"Bornholm Basin","Bornholm Basin","BN",1973,16.3117040322581
"Gdansk Basin","Bornholm Basin","BN",1973,16.3117040322581
"Bornholm Basin","Bornholm Basin","BN",1974,15.770835483871
"Gdansk Basin","Bornholm Basin","BN",1974,15.770835483871
"Bornholm Basin","Bornholm Basin","BN",1975,17.3893241935484
"Gdansk Basin","Bornholm Basin","BN",1975,17.3893241935484
"Bornholm Basin","Bornholm Basin","BN",1976,17.812239516129
"Gdansk Basin","Bornholm Basin","BN",1976,17.812239516129
"Bornholm Basin","Bornholm Basin","BN",1977,15.8840411290323
"Gdansk Basin","Bornholm Basin","BN",1977,15.8840411290323
"Bornholm Basin","Bornholm Basin","BN",1978,15.6309717741935
"Gdansk Basin","Bornholm Basin","BN",1978,15.6309717741935
"Bornholm Basin","Bornholm Basin","BN",1979,18.1851048387097
"Gdansk Basin","Bornholm Basin","BN",1979,18.1851048387097
"Bornholm Basin","Bornholm Basin","BN",1980,15.8279862903226
"Gdansk Basin","Bornholm Basin","BN",1980,15.8279862903226
"Bornholm Basin","Bornholm Basin","BN",1981,16.4935758064516
"Gdansk Basin","Bornholm Basin","BN",1981,16.4935758064516
"Bornholm Basin","Bornholm Basin","BN",1982,15.9619637096774
"Gdansk Basin","Bornholm Basin","BN",1982,15.9619637096774
"Bornholm Basin","Bornholm Basin","BN",1983,15.855539516129
"Gdansk Basin","Bornholm Basin","BN",1983,15.855539516129
"Bornholm Basin","Bornholm Basin","BN",1984,16.2495822580645
"Gdansk Basin","Bornholm Basin","BN",1984,16.2495822580645
"Bornholm Basin","Bornholm Basin","BN",1985,15.3831790322581
"Gdansk Basin","Bornholm Basin","BN",1985,15.3831790322581
"Bornholm Basin","Bornholm Basin","BN",1986,16.2254846774194
"Gdansk Basin","Bornholm Basin","BN",1986,16.2254846774194
"Bornholm Basin","Bornholm Basin","BN",1987,15.5915193548387
"Gdansk Basin","Bornholm Basin","BN",1987,15.5915193548387
"Bornholm Basin","Bornholm Basin","BN",1988,15.1161870967742
"Gdansk Basin","Bornholm Basin","BN",1988,15.1161870967742
"Bornholm Basin","Bornholm Basin","BN",1989,14.7091387096774
"Gdansk Basin","Bornholm Basin","BN",1989,14.7091387096774
"Bornholm Basin","Bornholm Basin","BN",1990,15.0575266129032
"Gdansk Basin","Bornholm Basin","BN",1990,15.0575266129032
"Bornholm Basin","Bornholm Basin","BN",1991,16.1764943548387
"Gdansk Basin","Bornholm Basin","BN",1991,16.1764943548387
"Bornholm Basin","Bornholm Basin","BN",1992,17.2422298387097
"Gdansk Basin","Bornholm Basin","BN",1992,17.2422298387097
"Bornholm Basin","Bornholm Basin","BN",1993,16.3884790322581
"Gdansk Basin","Bornholm Basin","BN",1993,16.3884790322581
"Bornholm Basin","Bornholm Basin","BN",1994,16.8113475806452
"Gdansk Basin","Bornholm Basin","BN",1994,16.8113475806452
"Bornholm Basin","Bornholm Basin","BN",1995,16.7771241935484
"Gdansk Basin","Bornholm Basin","BN",1995,16.7771241935484
"Bornholm Basin","Bornholm Basin","BN",1996,15.6511620967742
"Gdansk Basin","Bornholm Basin","BN",1996,15.6511620967742
"Bornholm Basin","Bornholm Basin","BN",1997,16.3514435483871
"Gdansk Basin","Bornholm Basin","BN",1997,16.3514435483871
"Bornholm Basin","Bornholm Basin","BN",1998,17.2815024193548
"Gdansk Basin","Bornholm Basin","BN",1998,17.2815024193548
"Bornholm Basin","Bornholm Basin","BN",1999,17.9542
"Gdansk Basin","Bornholm Basin","BN",1999,17.9542
"Bornholm Basin","Bornholm Basin","BN",2000,15.7809306451613
"Gdansk Basin","Bornholm Basin","BN",2000,15.7809306451613
"Bornholm Basin","Bornholm Basin","BN",2001,15.9312951612903
"Gdansk Basin","Bornholm Basin","BN",2001,15.9312951612903
"Bornholm Basin","Bornholm Basin","BN",2002,15.9187048387097
"Gdansk Basin","Bornholm Basin","BN",2002,15.9187048387097
"Bornholm Basin","Bornholm Basin","BN",2003,16.8120096774194
"Gdansk Basin","Bornholm Basin","BN",2003,16.8120096774194
"Bornholm Basin","Bornholm Basin","BN",2004,16.2520548387097
"Gdansk Basin","Bornholm Basin","BN",2004,16.2520548387097
"Bornholm Basin","Bornholm Basin","BN",2005,16.3521040322581
"Gdansk Basin","Bornholm Basin","BN",2005,16.3521040322581
"Bornholm Basin","Bornholm Basin","BN",2006,17.0930951612903
"Gdansk Basin","Bornholm Basin","BN",2006,17.0930951612903
"Bornholm Basin","Bornholm Basin","BN",2007,15.71155
"Gdansk Basin","Bornholm Basin","BN",2007,15.71155
"Bornholm Basin","Bornholm Basin","BN",2008,15.7925677419355
"Gdansk Basin","Bornholm Basin","BN",2008,15.7925677419355
"Bornholm Basin","Bornholm Basin","BN",2009,16.5798201612903
"Gdansk Basin","Bornholm Basin","BN",2009,16.5798201612903
"Bornholm Basin","Bornholm Basin","BN",2010,16.7664064516129
"Gdansk Basin","Bornholm Basin","BN",2010,16.7664064516129
"Bornholm Basin","Bornholm Basin","BN",2011,15.6013153225806
"Gdansk Basin","Bornholm Basin","BN",2011,15.6013153225806
"Bornholm Basin","Bornholm Basin","BN",2012,16.8433903225806
"Gdansk Basin","Bornholm Basin","BN",2012,16.8433903225806
"Bornholm Basin","Bornholm Basin","BN",2013,16.8358451612903
"Gdansk Basin","Bornholm Basin","BN",2013,16.8358451612903
"Bornholm Basin","Bornholm Basin","BN",2014,16.0888322580645
"Gdansk Basin","Bornholm Basin","BN",2014,16.0888322580645
"Bornholm Basin","Bornholm Basin","BN",2015,16.7819685483871
"Gdansk Basin","Bornholm Basin","BN",2015,16.7819685483871
"Bornholm Basin","Bornholm Basin","BN",2016,16.0338814516129
"Gdansk Basin","Bornholm Basin","BN",2016,16.0338814516129
"Bornholm Basin","Bornholm Basin","BN",2017,16.4464032258065
"Gdansk Basin","Bornholm Basin","BN",2017,16.4464032258065
"Bornholm Basin","Bornholm Basin","BN",2018,16.172539516129
"Gdansk Basin","Bornholm Basin","BN",2018,16.172539516129
"Bornholm Basin","Bornholm Basin","BN",2019,16.0618435483871
"Gdansk Basin","Bornholm Basin","BN",2019,16.0618435483871
"Bornholm Basin","Bornholm Basin","BN",2020,15.7320830645161
"Gdansk Basin","Bornholm Basin","BN",2020,15.7320830645161
"Bornholm Basin","Bornholm Basin","BN",2021,14.8264959677419
"Gdansk Basin","Bornholm Basin","BN",2021,14.8264959677419
"Bornholm Basin","Bornholm Basin","BN",2022,15.9392814516129
"Gdansk Basin","Bornholm Basin","BN",2022,15.9392814516129
"Bornholm Basin","Bornholm Basin","BN",2023,17.9637766129032
"Gdansk Basin","Bornholm Basin","BN",2023,17.9637766129032
"Bornholm Basin","Bornholm Basin","BN",2024,15.9606516129032
"Gdansk Basin","Bornholm Basin","BN",2024,15.9606516129032
"Bornholm Basin","Bornholm Basin","BN",2025,15.8477717741935
"Gdansk Basin","Bornholm Basin","BN",2025,15.8477717741935
"Bornholm Basin","Bornholm Basin","BN",2026,16.5810548387097
"Gdansk Basin","Bornholm Basin","BN",2026,16.5810548387097
"Bornholm Basin","Bornholm Basin","BN",2027,15.8027798387097
"Gdansk Basin","Bornholm Basin","BN",2027,15.8027798387097
"Bornholm Basin","Bornholm Basin","BN",2028,17.0449838709677
"Gdansk Basin","Bornholm Basin","BN",2028,17.0449838709677
"Bornholm Basin","Bornholm Basin","BN",2029,18.0256862903226
"Gdansk Basin","Bornholm Basin","BN",2029,18.0256862903226
"Bornholm Basin","Bornholm Basin","BN",2030,16.4063233870968
"Gdansk Basin","Bornholm Basin","BN",2030,16.4063233870968
"Bornholm Basin","Bornholm Basin","BN",2031,16.2276629032258
"Gdansk Basin","Bornholm Basin","BN",2031,16.2276629032258
"Bornholm Basin","Bornholm Basin","BN",2032,16.713610483871
"Gdansk Basin","Bornholm Basin","BN",2032,16.713610483871
"Bornholm Basin","Bornholm Basin","BN",2033,16.9494879032258
"Gdansk Basin","Bornholm Basin","BN",2033,16.9494879032258
"Bornholm Basin","Bornholm Basin","BN",2034,16.0665040322581
"Gdansk Basin","Bornholm Basin","BN",2034,16.0665040322581
"Bornholm Basin","Bornholm Basin","BN",2035,17.3810959677419
"Gdansk Basin","Bornholm Basin","BN",2035,17.3810959677419
"Bornholm Basin","Bornholm Basin","BN",2036,16.2398967741936
"Gdansk Basin","Bornholm Basin","BN",2036,16.2398967741936
"Bornholm Basin","Bornholm Basin","BN",2037,15.755635483871
"Gdansk Basin","Bornholm Basin","BN",2037,15.755635483871
"Bornholm Basin","Bornholm Basin","BN",2038,18.1379064516129
"Gdansk Basin","Bornholm Basin","BN",2038,18.1379064516129
"Bornholm Basin","Bornholm Basin","BN",2039,16.4046370967742
"Gdansk Basin","Bornholm Basin","BN",2039,16.4046370967742
"Bornholm Basin","Bornholm Basin","BN",2040,17.6999016129032
"Gdansk Basin","Bornholm Basin","BN",2040,17.6999016129032
"Bornholm Basin","Bornholm Basin","BN",2041,17.3806
"Gdansk Basin","Bornholm Basin","BN",2041,17.3806
"Bornholm Basin","Bornholm Basin","BN",2042,16.4370169354839
"Gdansk Basin","Bornholm Basin","BN",2042,16.4370169354839
"Bornholm Basin","Bornholm Basin","BN",2043,16.7264951612903
"Gdansk Basin","Bornholm Basin","BN",2043,16.7264951612903
"Bornholm Basin","Bornholm Basin","BN",2044,17.2361927419355
"Gdansk Basin","Bornholm Basin","BN",2044,17.2361927419355
"Bornholm Basin","Bornholm Basin","BN",2045,16.9470983870968
"Gdansk Basin","Bornholm Basin","BN",2045,16.9470983870968
"Bornholm Basin","Bornholm Basin","BN",2046,18.1457419354839
"Gdansk Basin","Bornholm Basin","BN",2046,18.1457419354839
"Bornholm Basin","Bornholm Basin","BN",2047,16.4403475806452
"Gdansk Basin","Bornholm Basin","BN",2047,16.4403475806452
"Bornholm Basin","Bornholm Basin","BN",2048,17.1490403225806
"Gdansk Basin","Bornholm Basin","BN",2048,17.1490403225806
"Bornholm Basin","Bornholm Basin","BN",2049,16.9635943548387
"Gdansk Basin","Bornholm Basin","BN",2049,16.9635943548387
"Bornholm Basin","Bornholm Basin","BN",2050,18.2443596774194
"Gdansk Basin","Bornholm Basin","BN",2050,18.2443596774194
"Bornholm Basin","Bornholm Basin","BN",2051,17.0936951612903
"Gdansk Basin","Bornholm Basin","BN",2051,17.0936951612903
"Bornholm Basin","Bornholm Basin","BN",2052,18.4108201612903
"Gdansk Basin","Bornholm Basin","BN",2052,18.4108201612903
"Bornholm Basin","Bornholm Basin","BN",2053,17.4892516129032
"Gdansk Basin","Bornholm Basin","BN",2053,17.4892516129032
"Bornholm Basin","Bornholm Basin","BN",2054,18.5546612903226
"Gdansk Basin","Bornholm Basin","BN",2054,18.5546612903226
"Bornholm Basin","Bornholm Basin","BN",2055,18.1435637096774
"Gdansk Basin","Bornholm Basin","BN",2055,18.1435637096774
"Bornholm Basin","Bornholm Basin","BN",2056,18.3383709677419
"Gdansk Basin","Bornholm Basin","BN",2056,18.3383709677419
"Bornholm Basin","Bornholm Basin","BN",2057,17.5057177419355
"Gdansk Basin","Bornholm Basin","BN",2057,17.5057177419355
"Bornholm Basin","Bornholm Basin","BN",2058,17.8277564516129
"Gdansk Basin","Bornholm Basin","BN",2058,17.8277564516129
"Bornholm Basin","Bornholm Basin","BN",2059,17.5663088709677
"Gdansk Basin","Bornholm Basin","BN",2059,17.5663088709677
"Bornholm Basin","Bornholm Basin","BN",2060,17.2603451612903
"Gdansk Basin","Bornholm Basin","BN",2060,17.2603451612903
"Bornholm Basin","Bornholm Basin","BN",2061,17.5607653225806
"Gdansk Basin","Bornholm Basin","BN",2061,17.5607653225806
"Bornholm Basin","Bornholm Basin","BN",2062,17.3220475806452
"Gdansk Basin","Bornholm Basin","BN",2062,17.3220475806452
"Bornholm Basin","Bornholm Basin","BN",2063,17.0330427419355
"Gdansk Basin","Bornholm Basin","BN",2063,17.0330427419355
"Bornholm Basin","Bornholm Basin","BN",2064,17.0228741935484
"Gdansk Basin","Bornholm Basin","BN",2064,17.0228741935484
"Bornholm Basin","Bornholm Basin","BN",2065,19.4162120967742
"Gdansk Basin","Bornholm Basin","BN",2065,19.4162120967742
"Bornholm Basin","Bornholm Basin","BN",2066,17.8515741935484
"Gdansk Basin","Bornholm Basin","BN",2066,17.8515741935484
"Bornholm Basin","Bornholm Basin","BN",2067,18.6259620967742
"Gdansk Basin","Bornholm Basin","BN",2067,18.6259620967742
"Bornholm Basin","Bornholm Basin","BN",2068,17.9162846774194
"Gdansk Basin","Bornholm Basin","BN",2068,17.9162846774194
"Bornholm Basin","Bornholm Basin","BN",2069,17.5386572580645
"Gdansk Basin","Bornholm Basin","BN",2069,17.5386572580645
"Bornholm Basin","Bornholm Basin","BN",2070,17.8828540322581
"Gdansk Basin","Bornholm Basin","BN",2070,17.8828540322581
"Bornholm Basin","Bornholm Basin","BN",2071,17.3205782258065
"Gdansk Basin","Bornholm Basin","BN",2071,17.3205782258065
"Bornholm Basin","Bornholm Basin","BN",2072,19.2771282258065
"Gdansk Basin","Bornholm Basin","BN",2072,19.2771282258065
"Bornholm Basin","Bornholm Basin","BN",2073,18.3964048387097
"Gdansk Basin","Bornholm Basin","BN",2073,18.3964048387097
"Bornholm Basin","Bornholm Basin","BN",2074,17.6661887096774
"Gdansk Basin","Bornholm Basin","BN",2074,17.6661887096774
"Bornholm Basin","Bornholm Basin","BN",2075,19.1581572580645
"Gdansk Basin","Bornholm Basin","BN",2075,19.1581572580645
"Bornholm Basin","Bornholm Basin","BN",2076,17.3512612903226
"Gdansk Basin","Bornholm Basin","BN",2076,17.3512612903226
"Bornholm Basin","Bornholm Basin","BN",2077,17.7057991935484
"Gdansk Basin","Bornholm Basin","BN",2077,17.7057991935484
"Bornholm Basin","Bornholm Basin","BN",2078,17.6076725806452
"Gdansk Basin","Bornholm Basin","BN",2078,17.6076725806452
"Bornholm Basin","Bornholm Basin","BN",2079,17.8395685483871
"Gdansk Basin","Bornholm Basin","BN",2079,17.8395685483871
"Bornholm Basin","Bornholm Basin","BN",2080,17.7782903225806
"Gdansk Basin","Bornholm Basin","BN",2080,17.7782903225806
"Bornholm Basin","Bornholm Basin","BN",2081,18.8094
"Gdansk Basin","Bornholm Basin","BN",2081,18.8094
"Bornholm Basin","Bornholm Basin","BN",2082,18.2841951612903
"Gdansk Basin","Bornholm Basin","BN",2082,18.2841951612903
"Bornholm Basin","Bornholm Basin","BN",2083,18.6984467741935
"Gdansk Basin","Bornholm Basin","BN",2083,18.6984467741935
"Bornholm Basin","Bornholm Basin","BN",2084,18.3056943548387
"Gdansk Basin","Bornholm Basin","BN",2084,18.3056943548387
"Bornholm Basin","Bornholm Basin","BN",2085,17.1781532258065
"Gdansk Basin","Bornholm Basin","BN",2085,17.1781532258065
"Bornholm Basin","Bornholm Basin","BN",2086,18.2303588709677
"Gdansk Basin","Bornholm Basin","BN",2086,18.2303588709677
"Bornholm Basin","Bornholm Basin","BN",2087,19.916035483871
"Gdansk Basin","Bornholm Basin","BN",2087,19.916035483871
"Bornholm Basin","Bornholm Basin","BN",2088,18.3836
"Gdansk Basin","Bornholm Basin","BN",2088,18.3836
"Bornholm Basin","Bornholm Basin","BN",2089,18.0772669354839
"Gdansk Basin","Bornholm Basin","BN",2089,18.0772669354839
"Bornholm Basin","Bornholm Basin","BN",2090,17.9382282258065
"Gdansk Basin","Bornholm Basin","BN",2090,17.9382282258065
"Bornholm Basin","Bornholm Basin","BN",2091,19.4033322580645
"Gdansk Basin","Bornholm Basin","BN",2091,19.4033322580645
"Bornholm Basin","Bornholm Basin","BN",2092,18.1958008064516
"Gdansk Basin","Bornholm Basin","BN",2092,18.1958008064516
"Bornholm Basin","Bornholm Basin","BN",2093,17.9507975806452
"Gdansk Basin","Bornholm Basin","BN",2093,17.9507975806452
"Bornholm Basin","Bornholm Basin","BN",2094,16.9809822580645
"Gdansk Basin","Bornholm Basin","BN",2094,16.9809822580645
"Bornholm Basin","Bornholm Basin","BN",2095,17.0129177419355
"Gdansk Basin","Bornholm Basin","BN",2095,17.0129177419355
"Bornholm Basin","Bornholm Basin","BN",2096,17.9896064516129
"Gdansk Basin","Bornholm Basin","BN",2096,17.9896064516129
"Bornholm Basin","Bornholm Basin","BN",2097,17.8619806451613
"Gdansk Basin","Bornholm Basin","BN",2097,17.8619806451613
"Bornholm Basin","Bornholm Basin","BN",2098,17.1549112903226
"Gdansk Basin","Bornholm Basin","BN",2098,17.1549112903226
"Bornholm Basin","Bornholm Basin","BN",2099,18.7469048387097
"Gdansk Basin","Bornholm Basin","BN",2099,18.7469048387097
"Bornholm Basin","Bornholm Basin","BN",2100,19.0245580645161
"Gdansk Basin","Bornholm Basin","BN",2100,19.0245580645161
"Aland Sea","Bothnian Sea","BS",1960,14.3778596774194
"Bothnian Sea","Bothnian Sea","BS",1960,14.3778596774194
"The Quark","Bothnian Sea","BS",1960,14.3778596774194
"Aland Sea","Bothnian Sea","BS",1961,13.9733637096774
"Bothnian Sea","Bothnian Sea","BS",1961,13.9733637096774
"The Quark","Bothnian Sea","BS",1961,13.9733637096774
"Aland Sea","Bothnian Sea","BS",1962,13.9080677419355
"Bothnian Sea","Bothnian Sea","BS",1962,13.9080677419355
"The Quark","Bothnian Sea","BS",1962,13.9080677419355
"Aland Sea","Bothnian Sea","BS",1963,13.0334905645161
"Bothnian Sea","Bothnian Sea","BS",1963,13.0334905645161
"The Quark","Bothnian Sea","BS",1963,13.0334905645161
"Aland Sea","Bothnian Sea","BS",1964,16.1646225806452
"Bothnian Sea","Bothnian Sea","BS",1964,16.1646225806452
"The Quark","Bothnian Sea","BS",1964,16.1646225806452
"Aland Sea","Bothnian Sea","BS",1965,12.7245072580645
"Bothnian Sea","Bothnian Sea","BS",1965,12.7245072580645
"The Quark","Bothnian Sea","BS",1965,12.7245072580645
"Aland Sea","Bothnian Sea","BS",1966,14.140414516129
"Bothnian Sea","Bothnian Sea","BS",1966,14.140414516129
"The Quark","Bothnian Sea","BS",1966,14.140414516129
"Aland Sea","Bothnian Sea","BS",1967,13.9981330645161
"Bothnian Sea","Bothnian Sea","BS",1967,13.9981330645161
"The Quark","Bothnian Sea","BS",1967,13.9981330645161
"Aland Sea","Bothnian Sea","BS",1968,12.505857016129
"Bothnian Sea","Bothnian Sea","BS",1968,12.505857016129
"The Quark","Bothnian Sea","BS",1968,12.505857016129
"Aland Sea","Bothnian Sea","BS",1969,15.1127791935484
"Bothnian Sea","Bothnian Sea","BS",1969,15.1127791935484
"The Quark","Bothnian Sea","BS",1969,15.1127791935484
"Aland Sea","Bothnian Sea","BS",1970,13.1955382258065
"Bothnian Sea","Bothnian Sea","BS",1970,13.1955382258065
"The Quark","Bothnian Sea","BS",1970,13.1955382258065
"Aland Sea","Bothnian Sea","BS",1971,12.0832989516129
"Bothnian Sea","Bothnian Sea","BS",1971,12.0832989516129
"The Quark","Bothnian Sea","BS",1971,12.0832989516129
"Aland Sea","Bothnian Sea","BS",1972,12.2175408064516
"Bothnian Sea","Bothnian Sea","BS",1972,12.2175408064516
"The Quark","Bothnian Sea","BS",1972,12.2175408064516
"Aland Sea","Bothnian Sea","BS",1973,14.6362282258065
"Bothnian Sea","Bothnian Sea","BS",1973,14.6362282258065
"The Quark","Bothnian Sea","BS",1973,14.6362282258065
"Aland Sea","Bothnian Sea","BS",1974,14.5884911290323
"Bothnian Sea","Bothnian Sea","BS",1974,14.5884911290323
"The Quark","Bothnian Sea","BS",1974,14.5884911290323
"Aland Sea","Bothnian Sea","BS",1975,14.7385935483871
"Bothnian Sea","Bothnian Sea","BS",1975,14.7385935483871
"The Quark","Bothnian Sea","BS",1975,14.7385935483871
"Aland Sea","Bothnian Sea","BS",1976,16.1692927419355
"Bothnian Sea","Bothnian Sea","BS",1976,16.1692927419355
"The Quark","Bothnian Sea","BS",1976,16.1692927419355
"Aland Sea","Bothnian Sea","BS",1977,13.7373459677419
"Bothnian Sea","Bothnian Sea","BS",1977,13.7373459677419
"The Quark","Bothnian Sea","BS",1977,13.7373459677419
"Aland Sea","Bothnian Sea","BS",1978,13.7130741129032
"Bothnian Sea","Bothnian Sea","BS",1978,13.7130741129032
"The Quark","Bothnian Sea","BS",1978,13.7130741129032
"Aland Sea","Bothnian Sea","BS",1979,17.1746548387097
"Bothnian Sea","Bothnian Sea","BS",1979,17.1746548387097
"The Quark","Bothnian Sea","BS",1979,17.1746548387097
"Aland Sea","Bothnian Sea","BS",1980,12.6596596774194
"Bothnian Sea","Bothnian Sea","BS",1980,12.6596596774194
"The Quark","Bothnian Sea","BS",1980,12.6596596774194
"Aland Sea","Bothnian Sea","BS",1981,15.1035338709677
"Bothnian Sea","Bothnian Sea","BS",1981,15.1035338709677
"The Quark","Bothnian Sea","BS",1981,15.1035338709677
"Aland Sea","Bothnian Sea","BS",1982,13.5369983870968
"Bothnian Sea","Bothnian Sea","BS",1982,13.5369983870968
"The Quark","Bothnian Sea","BS",1982,13.5369983870968
"Aland Sea","Bothnian Sea","BS",1983,12.9018435483871
"Bothnian Sea","Bothnian Sea","BS",1983,12.9018435483871
"The Quark","Bothnian Sea","BS",1983,12.9018435483871
"Aland Sea","Bothnian Sea","BS",1984,12.4554777419355
"Bothnian Sea","Bothnian Sea","BS",1984,12.4554777419355
"The Quark","Bothnian Sea","BS",1984,12.4554777419355
"Aland Sea","Bothnian Sea","BS",1985,13.2516803225806
"Bothnian Sea","Bothnian Sea","BS",1985,13.2516803225806
"The Quark","Bothnian Sea","BS",1985,13.2516803225806
"Aland Sea","Bothnian Sea","BS",1986,14.9989677419355
"Bothnian Sea","Bothnian Sea","BS",1986,14.9989677419355
"The Quark","Bothnian Sea","BS",1986,14.9989677419355
"Aland Sea","Bothnian Sea","BS",1987,14.1491564516129
"Bothnian Sea","Bothnian Sea","BS",1987,14.1491564516129
"The Quark","Bothnian Sea","BS",1987,14.1491564516129
"Aland Sea","Bothnian Sea","BS",1988,14.7661903225806
"Bothnian Sea","Bothnian Sea","BS",1988,14.7661903225806
"The Quark","Bothnian Sea","BS",1988,14.7661903225806
"Aland Sea","Bothnian Sea","BS",1989,13.1019241935484
"Bothnian Sea","Bothnian Sea","BS",1989,13.1019241935484
"The Quark","Bothnian Sea","BS",1989,13.1019241935484
"Aland Sea","Bothnian Sea","BS",1990,13.1898814516129
"Bothnian Sea","Bothnian Sea","BS",1990,13.1898814516129
"The Quark","Bothnian Sea","BS",1990,13.1898814516129
"Aland Sea","Bothnian Sea","BS",1991,15.7167508064516
"Bothnian Sea","Bothnian Sea","BS",1991,15.7167508064516
"The Quark","Bothnian Sea","BS",1991,15.7167508064516
"Aland Sea","Bothnian Sea","BS",1992,14.8237838709677
"Bothnian Sea","Bothnian Sea","BS",1992,14.8237838709677
"The Quark","Bothnian Sea","BS",1992,14.8237838709677
"Aland Sea","Bothnian Sea","BS",1993,14.702760483871
"Bothnian Sea","Bothnian Sea","BS",1993,14.702760483871
"The Quark","Bothnian Sea","BS",1993,14.702760483871
"Aland Sea","Bothnian Sea","BS",1994,14.2337491935484
"Bothnian Sea","Bothnian Sea","BS",1994,14.2337491935484
"The Quark","Bothnian Sea","BS",1994,14.2337491935484
"Aland Sea","Bothnian Sea","BS",1995,15.7656806451613
"Bothnian Sea","Bothnian Sea","BS",1995,15.7656806451613
"The Quark","Bothnian Sea","BS",1995,15.7656806451613
"Aland Sea","Bothnian Sea","BS",1996,13.1632032258065
"Bothnian Sea","Bothnian Sea","BS",1996,13.1632032258065
"The Quark","Bothnian Sea","BS",1996,13.1632032258065
"Aland Sea","Bothnian Sea","BS",1997,13.5477991935484
"Bothnian Sea","Bothnian Sea","BS",1997,13.5477991935484
"The Quark","Bothnian Sea","BS",1997,13.5477991935484
"Aland Sea","Bothnian Sea","BS",1998,15.1842427419355
"Bothnian Sea","Bothnian Sea","BS",1998,15.1842427419355
"The Quark","Bothnian Sea","BS",1998,15.1842427419355
"Aland Sea","Bothnian Sea","BS",1999,16.4108588709677
"Bothnian Sea","Bothnian Sea","BS",1999,16.4108588709677
"The Quark","Bothnian Sea","BS",1999,16.4108588709677
"Aland Sea","Bothnian Sea","BS",2000,14.4758314516129
"Bothnian Sea","Bothnian Sea","BS",2000,14.4758314516129
"The Quark","Bothnian Sea","BS",2000,14.4758314516129
"Aland Sea","Bothnian Sea","BS",2001,13.9780493548387
"Bothnian Sea","Bothnian Sea","BS",2001,13.9780493548387
"The Quark","Bothnian Sea","BS",2001,13.9780493548387
"Aland Sea","Bothnian Sea","BS",2002,14.1807080645161
"Bothnian Sea","Bothnian Sea","BS",2002,14.1807080645161
"The Quark","Bothnian Sea","BS",2002,14.1807080645161
"Aland Sea","Bothnian Sea","BS",2003,13.791510483871
"Bothnian Sea","Bothnian Sea","BS",2003,13.791510483871
"The Quark","Bothnian Sea","BS",2003,13.791510483871
"Aland Sea","Bothnian Sea","BS",2004,13.5114362903226
"Bothnian Sea","Bothnian Sea","BS",2004,13.5114362903226
"The Quark","Bothnian Sea","BS",2004,13.5114362903226
"Aland Sea","Bothnian Sea","BS",2005,15.1870661290323
"Bothnian Sea","Bothnian Sea","BS",2005,15.1870661290323
"The Quark","Bothnian Sea","BS",2005,15.1870661290323
"Aland Sea","Bothnian Sea","BS",2006,16.0495306451613
"Bothnian Sea","Bothnian Sea","BS",2006,16.0495306451613
"The Quark","Bothnian Sea","BS",2006,16.0495306451613
"Aland Sea","Bothnian Sea","BS",2007,12.9667766129032
"Bothnian Sea","Bothnian Sea","BS",2007,12.9667766129032
"The Quark","Bothnian Sea","BS",2007,12.9667766129032
"Aland Sea","Bothnian Sea","BS",2008,13.2567133064516
"Bothnian Sea","Bothnian Sea","BS",2008,13.2567133064516
"The Quark","Bothnian Sea","BS",2008,13.2567133064516
"Aland Sea","Bothnian Sea","BS",2009,14.4796733870968
"Bothnian Sea","Bothnian Sea","BS",2009,14.4796733870968
"The Quark","Bothnian Sea","BS",2009,14.4796733870968
"Aland Sea","Bothnian Sea","BS",2010,15.3615532258065
