"basin_name_holas","basin_name_baltsem","basin_abb_baltsem","year","sst_jul_aug"
"Bornholm Basin","Bornholm Basin","BN",1993,15.2158795483871
"Gdansk Basin","Bornholm Basin","BN",1993,15.2158795483871
"Bornholm Basin","Bornholm Basin","BN",1994,17.2819226048387
"Gdansk Basin","Bornholm Basin","BN",1994,17.2819226048387
"Bornholm Basin","Bornholm Basin","BN",1995,16.9318875725806
"Gdansk Basin","Bornholm Basin","BN",1995,16.9318875725806
"Bornholm Basin","Bornholm Basin","BN",1996,15.9328262096774
"Gdansk Basin","Bornholm Basin","BN",1996,15.9328262096774
"Bornholm Basin","Bornholm Basin","BN",1997,17.6117940967742
"Gdansk Basin","Bornholm Basin","BN",1997,17.6117940967742
"Bornholm Basin","Bornholm Basin","BN",1998,15.7527192903226
"Gdansk Basin","Bornholm Basin","BN",1998,15.7527192903226
"Bornholm Basin","Bornholm Basin","BN",1999,17.5842185725806
"Gdansk Basin","Bornholm Basin","BN",1999,17.5842185725806
"Bornholm Basin","Bornholm Basin","BN",2000,16.3586329112903
"Gdansk Basin","Bornholm Basin","BN",2000,16.3586329112903
"Bornholm Basin","Bornholm Basin","BN",2001,17.8188336129032
"Gdansk Basin","Bornholm Basin","BN",2001,17.8188336129032
"Bornholm Basin","Bornholm Basin","BN",2002,17.7137860564516
"Gdansk Basin","Bornholm Basin","BN",2002,17.7137860564516
"Bornholm Basin","Bornholm Basin","BN",2003,17.4801430967742
"Gdansk Basin","Bornholm Basin","BN",2003,17.4801430967742
"Bornholm Basin","Bornholm Basin","BN",2004,16.6448224919355
"Gdansk Basin","Bornholm Basin","BN",2004,16.6448224919355
"Bornholm Basin","Bornholm Basin","BN",2005,16.7663401129032
"Gdansk Basin","Bornholm Basin","BN",2005,16.7663401129032
"Bornholm Basin","Bornholm Basin","BN",2006,18.7354408951613
"Gdansk Basin","Bornholm Basin","BN",2006,18.7354408951613
"Bornholm Basin","Bornholm Basin","BN",2007,16.8362715887097
"Gdansk Basin","Bornholm Basin","BN",2007,16.8362715887097
"Bornholm Basin","Bornholm Basin","BN",2008,17.6120919112903
"Gdansk Basin","Bornholm Basin","BN",2008,17.6120919112903
"Bornholm Basin","Bornholm Basin","BN",2009,17.6803526693548
"Gdansk Basin","Bornholm Basin","BN",2009,17.6803526693548
"Bornholm Basin","Bornholm Basin","BN",2010,18.1988774435484
"Gdansk Basin","Bornholm Basin","BN",2010,18.1988774435484
"Bornholm Basin","Bornholm Basin","BN",2011,16.988125516129
"Gdansk Basin","Bornholm Basin","BN",2011,16.988125516129
"Bornholm Basin","Bornholm Basin","BN",2012,17.0101924677419
"Gdansk Basin","Bornholm Basin","BN",2012,17.0101924677419
"Bornholm Basin","Bornholm Basin","BN",2013,18.2056582580645
"Gdansk Basin","Bornholm Basin","BN",2013,18.2056582580645
"Bornholm Basin","Bornholm Basin","BN",2014,18.436998266129
"Gdansk Basin","Bornholm Basin","BN",2014,18.436998266129
"Aland Sea","Bothnian Sea","BS",1970,15.0373528951613
"Bothnian Sea","Bothnian Sea","BS",1970,15.0373528951613
"The Quark","Bothnian Sea","BS",1970,15.0373528951613
"Aland Sea","Bothnian Sea","BS",1971,13.973723733871
"Bothnian Sea","Bothnian Sea","BS",1971,13.973723733871
"The Quark","Bothnian Sea","BS",1971,13.973723733871
"Aland Sea","Bothnian Sea","BS",1972,15.7166890806452
"Bothnian Sea","Bothnian Sea","BS",1972,15.7166890806452
"The Quark","Bothnian Sea","BS",1972,15.7166890806452
"Aland Sea","Bothnian Sea","BS",1973,15.3549022096774
"Bothnian Sea","Bothnian Sea","BS",1973,15.3549022096774
"The Quark","Bothnian Sea","BS",1973,15.3549022096774
"Aland Sea","Bothnian Sea","BS",1974,15.3477245564516
"Bothnian Sea","Bothnian Sea","BS",1974,15.3477245564516
"The Quark","Bothnian Sea","BS",1974,15.3477245564516
"Aland Sea","Bothnian Sea","BS",1975,14.7732442354839
"Bothnian Sea","Bothnian Sea","BS",1975,14.7732442354839
"The Quark","Bothnian Sea","BS",1975,14.7732442354839
"Aland Sea","Bothnian Sea","BS",1976,13.0190416298387
"Bothnian Sea","Bothnian Sea","BS",1976,13.0190416298387
"The Quark","Bothnian Sea","BS",1976,13.0190416298387
"Aland Sea","Bothnian Sea","BS",1977,13.8428574919355
"Bothnian Sea","Bothnian Sea","BS",1977,13.8428574919355
"The Quark","Bothnian Sea","BS",1977,13.8428574919355
"Aland Sea","Bothnian Sea","BS",1978,13.2113961564516
"Bothnian Sea","Bothnian Sea","BS",1978,13.2113961564516
"The Quark","Bothnian Sea","BS",1978,13.2113961564516
"Aland Sea","Bothnian Sea","BS",1979,14.3676061258065
"Bothnian Sea","Bothnian Sea","BS",1979,14.3676061258065
"The Quark","Bothnian Sea","BS",1979,14.3676061258065
"Aland Sea","Bothnian Sea","BS",1980,14.2296300564516
"Bothnian Sea","Bothnian Sea","BS",1980,14.2296300564516
"The Quark","Bothnian Sea","BS",1980,14.2296300564516
"Aland Sea","Bothnian Sea","BS",1981,15.3638375693548
"Bothnian Sea","Bothnian Sea","BS",1981,15.3638375693548
"The Quark","Bothnian Sea","BS",1981,15.3638375693548
"Aland Sea","Bothnian Sea","BS",1982,13.1907515290323
"Bothnian Sea","Bothnian Sea","BS",1982,13.1907515290323
"The Quark","Bothnian Sea","BS",1982,13.1907515290323
"Aland Sea","Bothnian Sea","BS",1983,14.1831942177419
"Bothnian Sea","Bothnian Sea","BS",1983,14.1831942177419
"The Quark","Bothnian Sea","BS",1983,14.1831942177419
"Aland Sea","Bothnian Sea","BS",1984,15.2070536774194
"Bothnian Sea","Bothnian Sea","BS",1984,15.2070536774194
"The Quark","Bothnian Sea","BS",1984,15.2070536774194
"Aland Sea","Bothnian Sea","BS",1985,14.9306166693548
"Bothnian Sea","Bothnian Sea","BS",1985,14.9306166693548
"The Quark","Bothnian Sea","BS",1985,14.9306166693548
"Aland Sea","Bothnian Sea","BS",1986,14.2593614758065
"Bothnian Sea","Bothnian Sea","BS",1986,14.2593614758065
"The Quark","Bothnian Sea","BS",1986,14.2593614758065
"Aland Sea","Bothnian Sea","BS",1987,12.2005219741935
"Bothnian Sea","Bothnian Sea","BS",1987,12.2005219741935
"The Quark","Bothnian Sea","BS",1987,12.2005219741935
"Aland Sea","Bothnian Sea","BS",1988,17.2561219193548
"Bothnian Sea","Bothnian Sea","BS",1988,17.2561219193548
"The Quark","Bothnian Sea","BS",1988,17.2561219193548
"Aland Sea","Bothnian Sea","BS",1989,13.8744004919355
"Bothnian Sea","Bothnian Sea","BS",1989,13.8744004919355
"The Quark","Bothnian Sea","BS",1989,13.8744004919355
"Aland Sea","Bothnian Sea","BS",1990,13.9726070645161
"Bothnian Sea","Bothnian Sea","BS",1990,13.9726070645161
"The Quark","Bothnian Sea","BS",1990,13.9726070645161
"Aland Sea","Bothnian Sea","BS",1991,15.8947471209677
"Bothnian Sea","Bothnian Sea","BS",1991,15.8947471209677
"The Quark","Bothnian Sea","BS",1991,15.8947471209677
"Aland Sea","Bothnian Sea","BS",1992,13.2226594790323
"Bothnian Sea","Bothnian Sea","BS",1992,13.2226594790323
"The Quark","Bothnian Sea","BS",1992,13.2226594790323
"Aland Sea","Bothnian Sea","BS",1993,13.8370936370968
"Bothnian Sea","Bothnian Sea","BS",1993,13.8370936370968
"The Quark","Bothnian Sea","BS",1993,13.8370936370968
"Aland Sea","Bothnian Sea","BS",1994,14.86388235
"Bothnian Sea","Bothnian Sea","BS",1994,14.86388235
"The Quark","Bothnian Sea","BS",1994,14.86388235
"Aland Sea","Bothnian Sea","BS",1995,13.7253276725806
"Bothnian Sea","Bothnian Sea","BS",1995,13.7253276725806
"The Quark","Bothnian Sea","BS",1995,13.7253276725806
"Aland Sea","Bothnian Sea","BS",1996,12.663881666129
"Bothnian Sea","Bothnian Sea","BS",1996,12.663881666129
"The Quark","Bothnian Sea","BS",1996,12.663881666129
"Aland Sea","Bothnian Sea","BS",1997,16.1220215564516
"Bothnian Sea","Bothnian Sea","BS",1997,16.1220215564516
"The Quark","Bothnian Sea","BS",1997,16.1220215564516
"Aland Sea","Bothnian Sea","BS",1998,14.8572649112903
"Bothnian Sea","Bothnian Sea","BS",1998,14.8572649112903
"The Quark","Bothnian Sea","BS",1998,14.8572649112903
"Aland Sea","Bothnian Sea","BS",1999,14.4697258790323
"Bothnian Sea","Bothnian Sea","BS",1999,14.4697258790323
"The Quark","Bothnian Sea","BS",1999,14.4697258790323
"Aland Sea","Bothnian Sea","BS",2000,13.2940797104839
"Bothnian Sea","Bothnian Sea","BS",2000,13.2940797104839
"The Quark","Bothnian Sea","BS",2000,13.2940797104839
"Aland Sea","Bothnian Sea","BS",2001,14.9429277822581
"Bothnian Sea","Bothnian Sea","BS",2001,14.9429277822581
"The Quark","Bothnian Sea","BS",2001,14.9429277822581
"Aland Sea","Bothnian Sea","BS",2002,16.7674425241935
"Bothnian Sea","Bothnian Sea","BS",2002,16.7674425241935
"The Quark","Bothnian Sea","BS",2002,16.7674425241935
"Aland Sea","Bothnian Sea","BS",2003,15.72202775
"Bothnian Sea","Bothnian Sea","BS",2003,15.72202775
"The Quark","Bothnian Sea","BS",2003,15.72202775
"Aland Sea","Bothnian Sea","BS",2004,14.4611149112903
"Bothnian Sea","Bothnian Sea","BS",2004,14.4611149112903
"The Quark","Bothnian Sea","BS",2004,14.4611149112903
"Aland Sea","Bothnian Sea","BS",2005,15.1765302806452
"Bothnian Sea","Bothnian Sea","BS",2005,15.1765302806452
"The Quark","Bothnian Sea","BS",2005,15.1765302806452
"Aland Sea","Bothnian Sea","BS",2006,16.4652672580645
"Bothnian Sea","Bothnian Sea","BS",2006,16.4652672580645
"The Quark","Bothnian Sea","BS",2006,16.4652672580645
"Aland Sea","Bothnian Sea","BS",2007,14.9313217822581
"Bothnian Sea","Bothnian Sea","BS",2007,14.9313217822581
"The Quark","Bothnian Sea","BS",2007,14.9313217822581
"Aland Sea","Bothnian Sea","BS",2008,16.0954812822581
"Bothnian Sea","Bothnian Sea","BS",2008,16.0954812822581
"The Quark","Bothnian Sea","BS",2008,16.0954812822581
"Aland Sea","Bothnian Sea","BS",2009,15.3637634435484
"Bothnian Sea","Bothnian Sea","BS",2009,15.3637634435484
"The Quark","Bothnian Sea","BS",2009,15.3637634435484
"Aland Sea","Bothnian Sea","BS",2010,15.8861440403226
"Bothnian Sea","Bothnian Sea","BS",2010,15.8861440403226
"The Quark","Bothnian Sea","BS",2010,15.8861440403226
"Aland Sea","Bothnian Sea","BS",2011,16.3416998951613
"Bothnian Sea","Bothnian Sea","BS",2011,16.3416998951613
"The Quark","Bothnian Sea","BS",2011,16.3416998951613
"Aland Sea","Bothnian Sea","BS",2012,15.8464039677419
"Bothnian Sea","Bothnian Sea","BS",2012,15.8464039677419
"The Quark","Bothnian Sea","BS",2012,15.8464039677419
"Aland Sea","Bothnian Sea","BS",2013,14.9294267580645
"Bothnian Sea","Bothnian Sea","BS",2013,14.9294267580645
"The Quark","Bothnian Sea","BS",2013,14.9294267580645
"Aland Sea","Bothnian Sea","BS",2014,17.0787506774194
"Bothnian Sea","Bothnian Sea","BS",2014,17.0787506774194
"The Quark","Bothnian Sea","BS",2014,17.0787506774194
"Kattegat","Central Kattegat","CK",1970,16.0292908064516
"Kattegat","Central Kattegat","CK",1971,16.2582195483871
"Kattegat","Central Kattegat","CK",1972,17.3902746774194
"Kattegat","Central Kattegat","CK",1973,17.0438463548387
"Kattegat","Central Kattegat","CK",1974,15.6628074596774
"Kattegat","Central Kattegat","CK",1975,17.5139258225806
"Kattegat","Central Kattegat","CK",1976,17.4724439274194
"Kattegat","Central Kattegat","CK",1977,16.8734255564516
"Kattegat","Central Kattegat","CK",1978,16.3596430322581
"Kattegat","Central Kattegat","CK",1979,15.2525930806452
"Kattegat","Central Kattegat","CK",1980,16.4589676209677
"Kattegat","Central Kattegat","CK",1981,16.3016354758065
"Kattegat","Central Kattegat","CK",1982,16.1957746370968
"Kattegat","Central Kattegat","CK",1983,16.7144913387097
"Kattegat","Central Kattegat","CK",1984,16.5870316370968
"Kattegat","Central Kattegat","CK",1985,15.9073556290323
"Kattegat","Central Kattegat","CK",1986,15.6255603629032
"Kattegat","Central Kattegat","CK",1987,14.8952873629032
"Kattegat","Central Kattegat","CK",1988,17.2247214919355
"Kattegat","Central Kattegat","CK",1989,15.8734749919355
"Kattegat","Central Kattegat","CK",1990,16.0148460645161
"Kattegat","Central Kattegat","CK",1991,16.7152538870968
"Kattegat","Central Kattegat","CK",1992,16.5933206370968
"Kattegat","Central Kattegat","CK",1993,15.0280733790323
"Kattegat","Central Kattegat","CK",1994,17.6154729274194
"Kattegat","Central Kattegat","CK",1995,16.6878438951613
"Kattegat","Central Kattegat","CK",1996,16.0452887258065
"Kattegat","Central Kattegat","CK",1997,18.0961075241935
"Kattegat","Central Kattegat","CK",1998,15.5910727419355
"Kattegat","Central Kattegat","CK",1999,17.3423011290323
"Kattegat","Central Kattegat","CK",2000,16.1828633870968
"Kattegat","Central Kattegat","CK",2001,17.0275746693548
"Kattegat","Central Kattegat","CK",2002,17.7651476209677
"Kattegat","Central Kattegat","CK",2003,18.2755485725806
"Kattegat","Central Kattegat","CK",2004,16.5598267822581
"Kattegat","Central Kattegat","CK",2005,17.0036511612903
"Kattegat","Central Kattegat","CK",2006,18.7473238467742
"Kattegat","Central Kattegat","CK",2007,17.3847738064516
"Kattegat","Central Kattegat","CK",2008,17.8347901774194
"Kattegat","Central Kattegat","CK",2009,18.6177120483871
"Kattegat","Central Kattegat","CK",2010,18.9179019193548
"Kattegat","Central Kattegat","CK",2011,18.4426699112903
"Kattegat","Central Kattegat","CK",2012,17.7361323225806
"Kattegat","Central Kattegat","CK",2013,18.2633263306452
"Kattegat","Central Kattegat","CK",2014,18.8678359112903
"Kiel Bay","Fehmarn Belt","FB",1970,17.1710605322581
"Kiel Bay","Fehmarn Belt","FB",1971,16.8213487822581
"Kiel Bay","Fehmarn Belt","FB",1972,17.8869590080645
"Kiel Bay","Fehmarn Belt","FB",1973,18.0805240080645
"Kiel Bay","Fehmarn Belt","FB",1974,16.522260516129
"Kiel Bay","Fehmarn Belt","FB",1975,18.011869983871
"Kiel Bay","Fehmarn Belt","FB",1976,17.9517083467742
"Kiel Bay","Fehmarn Belt","FB",1977,17.4645661854839
"Kiel Bay","Fehmarn Belt","FB",1978,16.6867849677419
"Kiel Bay","Fehmarn Belt","FB",1979,15.9344292983871
"Kiel Bay","Fehmarn Belt","FB",1980,16.7279055967742
"Kiel Bay","Fehmarn Belt","FB",1981,17.2427372983871
"Kiel Bay","Fehmarn Belt","FB",1982,17.2508073306452
"Kiel Bay","Fehmarn Belt","FB",1983,17.781910266129
"Kiel Bay","Fehmarn Belt","FB",1984,16.5737830322581
"Kiel Bay","Fehmarn Belt","FB",1985,16.7109614758065
"Kiel Bay","Fehmarn Belt","FB",1986,16.6179791774194
"Kiel Bay","Fehmarn Belt","FB",1987,15.6841061209677
"Kiel Bay","Fehmarn Belt","FB",1988,18.0780279596774
"Kiel Bay","Fehmarn Belt","FB",1989,16.9442577419355
"Kiel Bay","Fehmarn Belt","FB",1990,16.9891450887097
"Kiel Bay","Fehmarn Belt","FB",1991,17.4892333790323
"Kiel Bay","Fehmarn Belt","FB",1992,18.0364623387097
"Kiel Bay","Fehmarn Belt","FB",1993,16.02689875
"Kiel Bay","Fehmarn Belt","FB",1994,18.4672730483871
"Kiel Bay","Fehmarn Belt","FB",1995,18.2866139274194
"Kiel Bay","Fehmarn Belt","FB",1996,16.9181848790323
"Kiel Bay","Fehmarn Belt","FB",1997,18.4749188709677
"Kiel Bay","Fehmarn Belt","FB",1998,16.6591778790323
"Kiel Bay","Fehmarn Belt","FB",1999,17.9833829758065
"Kiel Bay","Fehmarn Belt","FB",2000,16.72251025
"Kiel Bay","Fehmarn Belt","FB",2001,18.1952254677419
