c_square,year,mid_lat,mid_lon,Reported,fishing_ho
1501:245:225:2,2009,54.225,15.575,Yes,1.866667
1501:245:225:3,2009,54.275,15.525,Yes,7.45
1501:245:225:4,2009,54.275,15.575,Yes,5.083333
1501:245:226:1,2009,54.225,15.625,Yes,0.366667
1501:245:226:3,2009,54.275,15.625,Yes,3
1501:245:226:4,2009,54.275,15.675,Yes,2.15
1501:245:235:1,2009,54.325,15.525,Yes,0.916667
1501:245:235:2,2009,54.325,15.575,Yes,6.616667
1501:245:235:3,2009,54.375,15.525,Yes,4.766667
1501:245:235:4,2009,54.375,15.575,Yes,13.716667
1501:245:236:1,2009,54.325,15.625,Yes,1.733333
1501:245:236:2,2009,54.325,15.675,Yes,4.5
1501:245:236:3,2009,54.375,15.625,Yes,9.85
1501:245:236:4,2009,54.375,15.675,Yes,19.116667
1501:245:237:1,2009,54.325,15.725,Yes,8.683333
1501:245:237:2,2009,54.325,15.775,Yes,0.966667
1501:245:237:3,2009,54.375,15.725,Yes,16.9
1501:245:237:4,2009,54.375,15.775,Yes,18.316667
1501:245:238:3,2009,54.375,15.825,Yes,17.55
1501:245:245:1,2009,54.425,15.525,Yes,25.233333
1501:245:245:2,2009,54.425,15.575,Yes,42.833333
1501:245:245:3,2009,54.475,15.525,Yes,29.933333
1501:245:245:4,2009,54.475,15.575,Yes,48.95
1501:245:246:1,2009,54.425,15.625,Yes,21.016667
1501:245:246:2,2009,54.425,15.675,Yes,44.683333
1501:245:246:3,2009,54.475,15.625,Yes,36.027778
1501:245:246:4,2009,54.475,15.675,Yes,38.972222
1501:245:247:1,2009,54.425,15.725,Yes,29.916667
1501:245:247:2,2009,54.425,15.775,Yes,24.55
1501:245:247:3,2009,54.475,15.725,Yes,70.8
1501:245:247:4,2009,54.475,15.775,Yes,51.066667
1501:245:248:1,2009,54.425,15.825,Yes,4.383333
1501:245:248:2,2009,54.425,15.875,Yes,9.683333
1501:245:248:3,2009,54.475,15.825,Yes,70.116667
1501:245:248:4,2009,54.475,15.875,Yes,24.566667
1501:245:249:1,2009,54.425,15.925,Yes,11.9
1501:245:249:2,2009,54.425,15.975,Yes,5.85
1501:245:249:3,2009,54.475,15.925,Yes,27.933333
1501:245:249:4,2009,54.475,15.975,Yes,0.966667
1501:245:350:3,2009,54.575,15.025,Yes,20.272222
1501:245:350:4,2009,54.575,15.075,Yes,25.827778
1501:245:351:1,2009,54.525,15.125,Yes,1.083333
1501:245:351:2,2009,54.525,15.175,Yes,0.966667
1501:245:351:3,2009,54.575,15.125,Yes,35.916667
1501:245:351:4,2009,54.575,15.175,Yes,29.044444
1501:245:352:1,2009,54.525,15.225,Yes,0.633333
1501:245:352:2,2009,54.525,15.275,Yes,2.2
1501:245:352:3,2009,54.575,15.225,Yes,17.433333
1501:245:352:4,2009,54.575,15.275,Yes,19.166667
1501:245:353:2,2009,54.525,15.375,Yes,5.866667
1501:245:353:3,2009,54.575,15.325,Yes,49.616667
1501:245:353:4,2009,54.575,15.375,Yes,62.333333
1501:245:354:1,2009,54.525,15.425,Yes,19.033333
1501:245:354:2,2009,54.525,15.475,Yes,19.466667
1501:245:354:3,2009,54.575,15.425,Yes,92.316667
1501:245:354:4,2009,54.575,15.475,Yes,76.233333
1501:245:360:1,2009,54.625,15.025,Yes,13.788889
1501:245:360:2,2009,54.625,15.075,Yes,27.05
1501:245:360:3,2009,54.675,15.025,Yes,27.316667
1501:245:360:4,2009,54.675,15.075,Yes,24.55
1501:245:361:1,2009,54.625,15.125,Yes,96.066667
1501:245:361:2,2009,54.625,15.175,Yes,131.033333
1501:245:361:3,2009,54.675,15.125,Yes,43.183333
1501:245:361:4,2009,54.675,15.175,Yes,37.233333
1501:245:362:1,2009,54.625,15.225,Yes,170.838889
1501:245:362:2,2009,54.625,15.275,Yes,133.861111
1501:245:362:3,2009,54.675,15.225,Yes,34.794444
1501:245:362:4,2009,54.675,15.275,Yes,33.583333
1501:245:363:1,2009,54.625,15.325,Yes,89.327778
1501:245:363:2,2009,54.625,15.375,Yes,41.088889
1501:245:363:3,2009,54.675,15.325,Yes,67.433333
1501:245:363:4,2009,54.675,15.375,Yes,56.627778
1501:245:364:1,2009,54.625,15.425,Yes,39.4
1501:245:364:2,2009,54.625,15.475,Yes,29.316667
1501:245:364:3,2009,54.675,15.425,Yes,23.755556
1501:245:364:4,2009,54.675,15.475,Yes,29.766667
1501:245:370:1,2009,54.725,15.025,Yes,47.016667
1501:245:370:2,2009,54.725,15.075,Yes,54.383333
1501:245:370:3,2009,54.775,15.025,Yes,127.738889
1501:245:370:4,2009,54.775,15.075,Yes,124.511111
1501:245:371:1,2009,54.725,15.125,Yes,53.894444
1501:245:371:2,2009,54.725,15.175,Yes,57.727778
1501:245:371:3,2009,54.775,15.125,Yes,145.9
1501:245:371:4,2009,54.775,15.175,Yes,141.127778
1501:245:372:1,2009,54.725,15.225,Yes,45.877778
1501:245:372:2,2009,54.725,15.275,Yes,47.866667
1501:245:372:3,2009,54.775,15.225,Yes,97.905556
1501:245:372:4,2009,54.775,15.275,Yes,83.144444
1501:245:373:1,2009,54.725,15.325,Yes,38.15
1501:245:373:2,2009,54.725,15.375,Yes,31.416667
1501:245:373:3,2009,54.775,15.325,Yes,58.583333
1501:245:373:4,2009,54.775,15.375,Yes,31.444444
1501:245:374:1,2009,54.725,15.425,Yes,41.688889
1501:245:374:2,2009,54.725,15.475,Yes,22.866667
1501:245:374:3,2009,54.775,15.425,Yes,19.583333
1501:245:374:4,2009,54.775,15.475,Yes,36.716667
1501:245:380:1,2009,54.825,15.025,Yes,65.694444
1501:245:380:2,2009,54.825,15.075,Yes,109.822222
1501:245:380:3,2009,54.875,15.025,Yes,98.694444
1501:245:380:4,2009,54.875,15.075,Yes,94.094444
1501:245:381:1,2009,54.825,15.125,Yes,134.766667
1501:245:381:2,2009,54.825,15.175,Yes,202.377778
1501:245:381:3,2009,54.875,15.125,Yes,170.383333
1501:245:381:4,2009,54.875,15.175,Yes,188.177778
1501:245:382:1,2009,54.825,15.225,Yes,156.327778
1501:245:382:2,2009,54.825,15.275,Yes,146.766667
1501:245:382:3,2009,54.875,15.225,Yes,207.411111
1501:245:382:4,2009,54.875,15.275,Yes,256.338889
1501:245:383:1,2009,54.825,15.325,Yes,112.883333
1501:245:383:2,2009,54.825,15.375,Yes,75.888889
1501:245:383:3,2009,54.875,15.325,Yes,144.1
1501:245:383:4,2009,54.875,15.375,Yes,91.905556
1501:245:384:1,2009,54.825,15.425,Yes,59.038889
1501:245:384:2,2009,54.825,15.475,Yes,67.427778
1501:245:384:3,2009,54.875,15.425,Yes,76.744444
1501:245:384:4,2009,54.875,15.475,Yes,89.811111
1501:245:390:1,2009,54.925,15.025,Yes,88.5
1501:245:390:2,2009,54.925,15.075,Yes,41.427778
1501:245:390:3,2009,54.975,15.025,Yes,1
1501:245:390:4,2009,54.975,15.075,Yes,1
1501:245:391:1,2009,54.925,15.125,Yes,17.761111
1501:245:391:2,2009,54.925,15.175,Yes,26.883333
1501:245:391:3,2009,54.975,15.125,Yes,16.383333
1501:245:391:4,2009,54.975,15.175,Yes,18.394444
1501:245:392:1,2009,54.925,15.225,Yes,34.605556
1501:245:392:2,2009,54.925,15.275,Yes,66.527778
1501:245:392:3,2009,54.975,15.225,Yes,8.805556
1501:245:392:4,2009,54.975,15.275,Yes,8.316667
1501:245:393:1,2009,54.925,15.325,Yes,142.083333
1501:245:393:2,2009,54.925,15.375,Yes,142.972222
1501:245:393:3,2009,54.975,15.325,Yes,5.4
1501:245:393:4,2009,54.975,15.375,Yes,23.311111
1501:245:394:1,2009,54.925,15.425,Yes,121.572222
1501:245:394:2,2009,54.925,15.475,Yes,81.044444
1501:245:394:3,2009,54.975,15.425,Yes,79.316667
1501:245:394:4,2009,54.975,15.475,Yes,98.361111
1501:245:455:1,2009,54.525,15.525,Yes,58.416667
1501:245:455:2,2009,54.525,15.575,Yes,34.7
1501:245:455:3,2009,54.575,15.525,Yes,22.583333
1501:245:455:4,2009,54.575,15.575,Yes,31.116667
1501:245:456:1,2009,54.525,15.625,Yes,55.633333
1501:245:456:2,2009,54.525,15.675,Yes,46.344444
1501:245:456:3,2009,54.575,15.625,Yes,37.4
1501:245:456:4,2009,54.575,15.675,Yes,23.544444
1501:245:457:1,2009,54.525,15.725,Yes,50.733333
1501:245:457:2,2009,54.525,15.775,Yes,69.911111
1501:245:457:3,2009,54.575,15.725,Yes,21.144444
1501:245:457:4,2009,54.575,15.775,Yes,24.177778
1501:245:458:1,2009,54.525,15.825,Yes,56.433333
1501:245:458:2,2009,54.525,15.875,Yes,36.422222
1501:245:458:3,2009,54.575,15.825,Yes,23.716667
1501:245:458:4,2009,54.575,15.875,Yes,29.405556
1501:245:459:1,2009,54.525,15.925,Yes,39.633333
1501:245:459:2,2009,54.525,15.975,Yes,38.416667
1501:245:459:3,2009,54.575,15.925,Yes,30.033333
1501:245:459:4,2009,54.575,15.975,Yes,45.466667
1501:245:465:1,2009,54.625,15.525,Yes,28.683333
1501:245:465:2,2009,54.625,15.575,Yes,20.833333
1501:245:465:3,2009,54.675,15.525,Yes,15.866667
1501:245:465:4,2009,54.675,15.575,Yes,32.416667
1501:245:466:1,2009,54.625,15.625,Yes,13.133333
1501:245:466:2,2009,54.625,15.675,Yes,18.383333
1501:245:466:3,2009,54.675,15.625,Yes,22.033333
1501:245:466:4,2009,54.675,15.675,Yes,38.916667
1501:245:467:1,2009,54.625,15.725,Yes,18.933333
1501:245:467:2,2009,54.625,15.775,Yes,38
1501:245:467:3,2009,54.675,15.725,Yes,54.083333
1501:245:467:4,2009,54.675,15.775,Yes,32.166667
1501:245:468:1,2009,54.625,15.825,Yes,14.466667
1501:245:468:2,2009,54.625,15.875,Yes,13.933333
1501:245:468:3,2009,54.675,15.825,Yes,6.072222
1501:245:468:4,2009,54.675,15.875,Yes,8.95
1501:245:469:1,2009,54.625,15.925,Yes,15.405556
1501:245:469:2,2009,54.625,15.975,Yes,33.333333
1501:245:469:3,2009,54.675,15.925,Yes,5.033333
1501:245:469:4,2009,54.675,15.975,Yes,12.216667
1501:245:475:1,2009,54.725,15.525,Yes,23.166667
1501:245:475:2,2009,54.725,15.575,Yes,8.15
1501:245:475:3,2009,54.775,15.525,Yes,19.183333
1501:245:475:4,2009,54.775,15.575,Yes,25.083333
1501:245:476:1,2009,54.725,15.625,Yes,19.666667
1501:245:476:2,2009,54.725,15.675,Yes,11.75
1501:245:476:3,2009,54.775,15.625,Yes,16.866667
1501:245:476:4,2009,54.775,15.675,Yes,18.733333
1501:245:477:1,2009,54.725,15.725,Yes,25.933333
1501:245:477:2,2009,54.725,15.775,Yes,54.25
1501:245:477:3,2009,54.775,15.725,Yes,8.616667
1501:245:477:4,2009,54.775,15.775,Yes,22.638889
1501:245:478:1,2009,54.725,15.825,Yes,15.216667
1501:245:478:2,2009,54.725,15.875,Yes,10.716667
1501:245:478:3,2009,54.775,15.825,Yes,40.788889
1501:245:478:4,2009,54.775,15.875,Yes,40.416667
1501:245:479:1,2009,54.725,15.925,Yes,3
1501:245:479:2,2009,54.725,15.975,Yes,22.2
1501:245:479:3,2009,54.775,15.925,Yes,14.35
1501:245:479:4,2009,54.775,15.975,Yes,9.316667
1501:245:485:1,2009,54.825,15.525,Yes,66.744444
1501:245:485:2,2009,54.825,15.575,Yes,21.616667
1501:245:485:3,2009,54.875,15.525,Yes,64.327778
1501:245:485:4,2009,54.875,15.575,Yes,43.511111
1501:245:486:1,2009,54.825,15.625,Yes,19.2
1501:245:486:2,2009,54.825,15.675,Yes,11.883333
1501:245:486:3,2009,54.875,15.625,Yes,18.611111
1501:245:486:4,2009,54.875,15.675,Yes,8.766667
1501:245:487:1,2009,54.825,15.725,Yes,13.616667
1501:245:487:2,2009,54.825,15.775,Yes,23.916667
1501:245:487:3,2009,54.875,15.725,Yes,3.85
1501:245:487:4,2009,54.875,15.775,Yes,14.616667
1501:245:488:1,2009,54.825,15.825,Yes,11.816667
1501:245:488:2,2009,54.825,15.875,Yes,18.683333
1501:245:488:3,2009,54.875,15.825,Yes,4.733333
1501:245:488:4,2009,54.875,15.875,Yes,8.116667
1501:245:489:1,2009,54.825,15.925,Yes,41.233333
1501:245:489:2,2009,54.825,15.975,Yes,22.5
1501:245:489:3,2009,54.875,15.925,Yes,5.15
1501:245:489:4,2009,54.875,15.975,Yes,19.733333
1501:245:495:1,2009,54.925,15.525,Yes,66.466667
1501:245:495:2,2009,54.925,15.575,Yes,47.644444
1501:245:495:3,2009,54.975,15.525,Yes,94
1501:245:495:4,2009,54.975,15.575,Yes,62.788889
1501:245:496:1,2009,54.925,15.625,Yes,31.188889
1501:245:496:2,2009,54.925,15.675,Yes,27.094444
1501:245:496:3,2009,54.975,15.625,Yes,32.761111
1501:245:496:4,2009,54.975,15.675,Yes,39.772222
1501:245:497:1,2009,54.925,15.725,Yes,17.133333
1501:245:497:2,2009,54.925,15.775,Yes,25.85
1501:245:497:3,2009,54.975,15.725,Yes,37.444444
1501:245:497:4,2009,54.975,15.775,Yes,30.972222
1501:245:498:1,2009,54.925,15.825,Yes,23.983333
1501:245:498:2,2009,54.925,15.875,Yes,27.883333
1501:245:498:3,2009,54.975,15.825,Yes,40.688889
1501:245:498:4,2009,54.975,15.875,Yes,21.6
1501:245:499:1,2009,54.925,15.925,Yes,19.433333
1501:245:499:2,2009,54.925,15.975,Yes,9.35
1501:245:499:3,2009,54.975,15.925,Yes,20.85
1501:245:499:4,2009,54.975,15.975,Yes,28.5
1501:246:130:3,2009,54.375,16.025,Yes,2.416667
1501:246:140:1,2009,54.425,16.025,Yes,6.15
1501:246:140:2,2009,54.425,16.075,Yes,0.966667
1501:246:140:3,2009,54.475,16.025,Yes,3.633333
1501:246:140:4,2009,54.475,16.075,Yes,3.066667
1501:246:141:4,2009,54.475,16.175,Yes,1.033333
1501:246:142:3,2009,54.475,16.225,Yes,1.166667
1501:246:142:4,2009,54.475,16.275,Yes,1.333333
1501:246:143:1,2009,54.425,16.325,Yes,0.8
1501:246:143:3,2009,54.475,16.325,Yes,2.733333
1501:246:143:4,2009,54.475,16.375,Yes,1
1501:246:350:3,2009,54.575,16.025,Yes,55.283333
1501:246:350:4,2009,54.575,16.075,Yes,1
1501:246:351:1,2009,54.525,16.125,Yes,1
1501:246:351:4,2009,54.575,16.175,Yes,0.966667
1501:246:352:2,2009,54.525,16.275,Yes,0.183333
1501:246:352:3,2009,54.575,16.225,Yes,1.283333
1501:246:353:2,2009,54.525,16.375,Yes,1.866667
1501:246:353:4,2009,54.575,16.375,Yes,0.966667
1501:246:354:3,2009,54.575,16.425,Yes,1.333333
1501:246:360:1,2009,54.625,16.025,Yes,30.472222
1501:246:360:2,2009,54.625,16.075,Yes,9.883333
1501:246:360:3,2009,54.675,16.025,Yes,7.533333
1501:246:360:4,2009,54.675,16.075,Yes,5.966667
1501:246:361:2,2009,54.625,16.175,Yes,2.9
1501:246:361:3,2009,54.675,16.125,Yes,3.933333
1501:246:361:4,2009,54.675,16.175,Yes,2.25
1501:246:362:3,2009,54.675,16.225,Yes,0.966667
1501:246:362:4,2009,54.675,16.275,Yes,17.666667
1501:246:363:1,2009,54.625,16.325,Yes,0.983333
1501:246:363:3,2009,54.675,16.325,Yes,15.266667
1501:246:370:1,2009,54.725,16.025,Yes,1.916667
1501:246:370:2,2009,54.725,16.075,Yes,2.4
1501:246:370:3,2009,54.775,16.025,Yes,11.033333
1501:246:371:1,2009,54.725,16.125,Yes,5.616667
1501:246:371:2,2009,54.725,16.175,Yes,4.45
1501:246:372:3,2009,54.775,16.225,Yes,0.95
1501:246:373:1,2009,54.725,16.325,Yes,6.583333
1501:246:373:2,2009,54.725,16.375,Yes,19.316667
1501:246:373:3,2009,54.775,16.325,Yes,0.95
1501:246:374:1,2009,54.725,16.425,Yes,8.616667
1501:246:380:1,2009,54.825,16.025,Yes,28.033333
1501:246:380:2,2009,54.825,16.075,Yes,6.766667
1501:246:380:3,2009,54.875,16.025,Yes,23.95
1501:246:380:4,2009,54.875,16.075,Yes,17.733333
1501:246:381:3,2009,54.875,16.125,Yes,9.95
1501:246:383:3,2009,54.875,16.325,Yes,0.933333
1501:246:390:1,2009,54.925,16.025,Yes,16.666667
1501:246:390:2,2009,54.925,16.075,Yes,10.716667
1501:246:390:3,2009,54.975,16.025,Yes,30.316667
1501:246:390:4,2009,54.975,16.075,Yes,15.75
1501:246:391:1,2009,54.925,16.125,Yes,17.783333
1501:246:391:2,2009,54.925,16.175,Yes,18.683333
1501:246:391:3,2009,54.975,16.125,Yes,11.183333
1501:246:391:4,2009,54.975,16.175,Yes,15.333333
1501:246:392:1,2009,54.925,16.225,Yes,3.75
1501:246:392:3,2009,54.975,16.225,Yes,22.25
1501:246:392:4,2009,54.975,16.275,Yes,12.166667
1501:246:393:3,2009,54.975,16.325,Yes,1.933333
1501:246:394:3,2009,54.975,16.425,Yes,2
1501:246:465:1,2009,54.625,16.525,Yes,1.066667
1501:246:466:3,2009,54.675,16.625,Yes,1.316667
1501:246:467:2,2009,54.625,16.775,Yes,1.033333
1501:246:468:1,2009,54.625,16.825,Yes,2.233333
1501:246:468:2,2009,54.625,16.875,Yes,6.016667
1501:246:468:3,2009,54.675,16.825,Yes,2.966667
1501:246:468:4,2009,54.675,16.875,Yes,10.433333
1501:246:469:3,2009,54.675,16.925,Yes,11.75
1501:246:469:4,2009,54.675,16.975,Yes,1.15
1501:246:478:1,2009,54.725,16.825,Yes,1.483333
1501:246:478:2,2009,54.725,16.875,Yes,3.4
1501:246:478:4,2009,54.775,16.875,Yes,0.966667
1501:246:479:1,2009,54.725,16.925,Yes,15.75
1501:246:479:2,2009,54.725,16.975,Yes,35.333333
1501:246:479:3,2009,54.775,16.925,Yes,1.2
1501:246:479:4,2009,54.775,16.975,Yes,1.883333
1501:246:485:4,2009,54.875,16.575,Yes,1
1501:246:487:3,2009,54.875,16.725,Yes,0.15
1501:246:488:2,2009,54.825,16.875,Yes,4.5
1501:246:488:4,2009,54.875,16.875,Yes,5.65
1501:246:489:2,2009,54.825,16.975,Yes,12.15
1501:246:489:3,2009,54.875,16.925,Yes,9.316667
1501:246:489:4,2009,54.875,16.975,Yes,8.2
1501:246:496:3,2009,54.975,16.625,Yes,1
1501:246:498:4,2009,54.975,16.875,Yes,0.95
1501:246:499:1,2009,54.925,16.925,Yes,0.9
1501:246:499:3,2009,54.975,16.925,Yes,0.95
1501:247:370:1,2009,54.725,17.025,Yes,13.45
1501:247:370:2,2009,54.725,17.075,Yes,0.966667
1501:247:370:3,2009,54.775,17.025,Yes,35.75
1501:247:370:4,2009,54.775,17.075,Yes,52.9
1501:247:371:3,2009,54.775,17.125,Yes,0.716667
1501:247:371:4,2009,54.775,17.175,Yes,6.416667
1501:247:372:3,2009,54.775,17.225,Yes,25.033333
1501:247:372:4,2009,54.775,17.275,Yes,11.8
1501:247:373:3,2009,54.775,17.325,Yes,3.833333
1501:247:380:1,2009,54.825,17.025,Yes,4.283333
1501:247:380:2,2009,54.825,17.075,Yes,10.65
1501:247:380:3,2009,54.875,17.025,Yes,18.533333
1501:247:380:4,2009,54.875,17.075,Yes,15.666667
1501:247:381:1,2009,54.825,17.125,Yes,40.283333
1501:247:381:2,2009,54.825,17.175,Yes,35.7
1501:247:381:3,2009,54.875,17.125,Yes,3.4
1501:247:381:4,2009,54.875,17.175,Yes,7.283333
1501:247:382:1,2009,54.825,17.225,Yes,22.066667
1501:247:382:2,2009,54.825,17.275,Yes,35.316667
1501:247:382:3,2009,54.875,17.225,Yes,1.916667
1501:247:382:4,2009,54.875,17.275,Yes,2.233333
1501:247:383:1,2009,54.825,17.325,Yes,28.1
1501:247:383:2,2009,54.825,17.375,Yes,20.383333
1501:247:383:3,2009,54.875,17.325,Yes,6.8
1501:247:384:1,2009,54.825,17.425,Yes,30.25
1501:247:384:2,2009,54.825,17.475,Yes,29.616667
1501:247:390:4,2009,54.975,17.075,Yes,1.266667
1501:247:392:3,2009,54.975,17.225,Yes,1.15
1501:247:393:2,2009,54.925,17.375,Yes,5.9
1501:247:394:1,2009,54.925,17.425,Yes,3.833333
1501:247:394:2,2009,54.925,17.475,Yes,3.833333
1501:247:394:3,2009,54.975,17.425,Yes,0.566667
1501:247:475:4,2009,54.775,17.575,Yes,0.6
1501:247:485:1,2009,54.825,17.525,Yes,20.9
1501:247:485:2,2009,54.825,17.575,Yes,29.366667
1501:247:486:1,2009,54.825,17.625,Yes,13.983333
1501:247:486:2,2009,54.825,17.675,Yes,26.066667
1501:247:487:1,2009,54.825,17.725,Yes,16.683333
1501:247:487:2,2009,54.825,17.775,Yes,19.133333
1501:247:487:3,2009,54.875,17.725,Yes,1.916667
1501:247:488:1,2009,54.825,17.825,Yes,17.683333
1501:247:488:2,2009,54.825,17.875,Yes,4.8
1501:247:488:3,2009,54.875,17.825,Yes,18.8
1501:247:488:4,2009,54.875,17.875,Yes,30.75
1501:247:489:3,2009,54.875,17.925,Yes,62.583333
1501:247:489:4,2009,54.875,17.975,Yes,65.566667
1501:247:495:3,2009,54.975,17.525,Yes,5.766667
1501:247:498:2,2009,54.925,17.875,Yes,2.983333
1501:247:498:4,2009,54.975,17.875,Yes,7.55
1501:247:499:1,2009,54.925,17.925,Yes,13.95
1501:247:499:2,2009,54.925,17.975,Yes,29.366667
1501:247:499:3,2009,54.975,17.925,Yes,3.15
1501:247:499:4,2009,54.975,17.975,Yes,1.916667
1501:248:237:4,2009,54.375,18.775,Yes,0.533333
1501:248:238:3,2009,54.375,18.825,Yes,1.733333
1501:248:238:4,2009,54.375,18.875,Yes,0.9
1501:248:239:3,2009,54.375,18.925,Yes,2.7
1501:248:239:4,2009,54.375,18.975,Yes,23.866667
1501:248:248:3,2009,54.475,18.825,Yes,0.866667
1501:248:249:1,2009,54.425,18.925,Yes,10.383333
1501:248:249:2,2009,54.425,18.975,Yes,14.816667
1501:248:249:3,2009,54.475,18.925,Yes,28
1501:248:249:4,2009,54.475,18.975,Yes,72.833333
1501:248:374:3,2009,54.775,18.425,Yes,14.516667
1501:248:380:3,2009,54.875,18.025,Yes,56.216667
1501:248:380:4,2009,54.875,18.075,Yes,55
1501:248:381:3,2009,54.875,18.125,Yes,84.333333
1501:248:381:4,2009,54.875,18.175,Yes,43.133333
1501:248:382:3,2009,54.875,18.225,Yes,45.316667
1501:248:382:4,2009,54.875,18.275,Yes,30.566667
1501:248:383:3,2009,54.875,18.325,Yes,31.45
1501:248:383:4,2009,54.875,18.375,Yes,19.183333
1501:248:384:1,2009,54.825,18.425,Yes,10.75
1501:248:384:2,2009,54.825,18.475,Yes,34.35
1501:248:384:3,2009,54.875,18.425,Yes,63
1501:248:384:4,2009,54.875,18.475,Yes,84.533333
1501:248:390:1,2009,54.925,18.025,Yes,32.25
1501:248:390:2,2009,54.925,18.075,Yes,36.983333
1501:248:390:3,2009,54.975,18.025,Yes,0.716667
1501:248:391:1,2009,54.925,18.125,Yes,13.266667
1501:248:391:2,2009,54.925,18.175,Yes,13.983333
1501:248:392:1,2009,54.925,18.225,Yes,20.716667
1501:248:392:2,2009,54.925,18.275,Yes,20.533333
1501:248:392:4,2009,54.975,18.275,Yes,1.916667
1501:248:393:1,2009,54.925,18.325,Yes,21.333333
1501:248:393:2,2009,54.925,18.375,Yes,19.483333
1501:248:393:3,2009,54.975,18.325,Yes,6.916667
1501:248:393:4,2009,54.975,18.375,Yes,20.4
1501:248:394:1,2009,54.925,18.425,Yes,34.866667
1501:248:394:2,2009,54.925,18.475,Yes,42.566667
1501:248:394:3,2009,54.975,18.425,Yes,31.983333
1501:248:394:4,2009,54.975,18.475,Yes,35.533333
1501:248:457:4,2009,54.575,18.775,Yes,2.45
1501:248:458:1,2009,54.525,18.825,Yes,1.916667
1501:248:458:2,2009,54.525,18.875,Yes,4
1501:248:458:3,2009,54.575,18.825,Yes,6.066667
1501:248:458:4,2009,54.575,18.875,Yes,14.1
1501:248:459:1,2009,54.525,18.925,Yes,86.2
1501:248:459:2,2009,54.525,18.975,Yes,59.1
1501:248:459:3,2009,54.575,18.925,Yes,9.15
1501:248:459:4,2009,54.575,18.975,Yes,24.75
1501:248:466:2,2009,54.625,18.675,Yes,3.733333
1501:248:466:4,2009,54.675,18.675,Yes,15.566667
1501:248:467:1,2009,54.625,18.725,Yes,5.616667
1501:248:467:4,2009,54.675,18.775,Yes,55.133333
1501:248:468:1,2009,54.625,18.825,Yes,20.65
1501:248:468:2,2009,54.625,18.875,Yes,10.283333
1501:248:468:3,2009,54.675,18.825,Yes,46.016667
1501:248:468:4,2009,54.675,18.875,Yes,5.2
1501:248:469:1,2009,54.625,18.925,Yes,3.116667
1501:248:469:2,2009,54.625,18.975,Yes,4.75
1501:248:469:3,2009,54.675,18.925,Yes,1.2
1501:248:469:4,2009,54.675,18.975,Yes,14.533333
1501:248:475:3,2009,54.775,18.525,Yes,6.933333
1501:248:475:4,2009,54.775,18.575,Yes,32.933333
1501:248:476:1,2009,54.725,18.625,Yes,6.616667
1501:248:476:2,2009,54.725,18.675,Yes,34.033333
1501:248:476:3,2009,54.775,18.625,Yes,96.583333
1501:248:476:4,2009,54.775,18.675,Yes,78.833333
1501:248:477:1,2009,54.725,18.725,Yes,93.416667
1501:248:477:2,2009,54.725,18.775,Yes,73.1
1501:248:477:3,2009,54.775,18.725,Yes,111.1
1501:248:477:4,2009,54.775,18.775,Yes,23.933333
1501:248:478:1,2009,54.725,18.825,Yes,6.466667
1501:248:478:2,2009,54.725,18.875,Yes,1.133333
1501:248:478:3,2009,54.775,18.825,Yes,3.65
1501:248:478:4,2009,54.775,18.875,Yes,3.8
1501:248:479:1,2009,54.725,18.925,Yes,7.016667
1501:248:479:2,2009,54.725,18.975,Yes,4.283333
1501:248:479:4,2009,54.775,18.975,Yes,0.866667
1501:248:485:1,2009,54.825,18.525,Yes,102.533333
1501:248:485:2,2009,54.825,18.575,Yes,142.683333
1501:248:485:3,2009,54.875,18.525,Yes,141.916667
1501:248:485:4,2009,54.875,18.575,Yes,61.1
1501:248:486:1,2009,54.825,18.625,Yes,64.866667
1501:248:486:2,2009,54.825,18.675,Yes,52.55
1501:248:486:3,2009,54.875,18.625,Yes,39.45
1501:248:486:4,2009,54.875,18.675,Yes,55.966667
1501:248:487:1,2009,54.825,18.725,Yes,58.7
1501:248:487:2,2009,54.825,18.775,Yes,8.733333
1501:248:487:3,2009,54.875,18.725,Yes,24.916667
1501:248:487:4,2009,54.875,18.775,Yes,8.166667
1501:248:488:1,2009,54.825,18.825,Yes,1.916667
1501:248:488:2,2009,54.825,18.875,Yes,3.983333
1501:248:488:3,2009,54.875,18.825,Yes,8.133333
1501:248:488:4,2009,54.875,18.875,Yes,6.016667
1501:248:489:1,2009,54.825,18.925,Yes,7.966667
1501:248:489:2,2009,54.825,18.975,Yes,1.116667
1501:248:495:1,2009,54.925,18.525,Yes,53.233333
1501:248:495:2,2009,54.925,18.575,Yes,31.166667
1501:248:495:3,2009,54.975,18.525,Yes,57.85
1501:248:495:4,2009,54.975,18.575,Yes,49.333333
1501:248:496:1,2009,54.925,18.625,Yes,49.933333
1501:248:496:2,2009,54.925,18.675,Yes,53.166667
1501:248:496:3,2009,54.975,18.625,Yes,31.733333
1501:248:496:4,2009,54.975,18.675,Yes,12.016667
1501:248:497:1,2009,54.925,18.725,Yes,4.1
1501:248:497:2,2009,54.925,18.775,Yes,4.4
1501:248:498:1,2009,54.925,18.825,Yes,1.916667
1501:248:498:4,2009,54.975,18.875,Yes,0.95
1501:249:130:3,2009,54.375,19.025,Yes,39.816667
1501:249:130:4,2009,54.375,19.075,Yes,16.741667
1501:249:131:3,2009,54.375,19.125,Yes,19.866667
1501:249:131:4,2009,54.375,19.175,Yes,14.183333
