c_square,year,mid_lat,mid_lon,Reported,fishing_ho
1501:371:361:2,2010,57.625,11.175,Yes,193.488889
1501:371:361:3,2010,57.675,11.125,Yes,273.133333
1501:371:361:4,2010,57.675,11.175,Yes,213.155556
1501:371:362:1,2010,57.625,11.225,Yes,180.588889
1501:371:362:2,2010,57.625,11.275,Yes,205.311111
1501:371:362:3,2010,57.675,11.225,Yes,292.244444
1501:371:362:4,2010,57.675,11.275,Yes,169.166667
1501:371:363:1,2010,57.625,11.325,Yes,194.388889
1501:371:363:2,2010,57.625,11.375,Yes,234.2
1501:371:363:3,2010,57.675,11.325,Yes,267
1501:371:363:4,2010,57.675,11.375,Yes,266.5
1501:371:364:1,2010,57.625,11.425,Yes,266.7
1501:371:364:2,2010,57.625,11.475,Yes,11.933333
1501:371:364:3,2010,57.675,11.425,Yes,18.166667
1501:371:364:4,2010,57.675,11.475,Yes,4.066667
1501:371:370:1,2010,57.725,11.025,Yes,215.188889
1501:371:370:2,2010,57.725,11.075,Yes,369.95
1501:371:370:3,2010,57.775,11.025,Yes,181.972222
1501:371:370:4,2010,57.775,11.075,Yes,209.816667
1501:371:371:1,2010,57.725,11.125,Yes,237.966667
1501:371:371:2,2010,57.725,11.175,Yes,157.233333
1501:371:371:3,2010,57.775,11.125,Yes,235
1501:371:371:4,2010,57.775,11.175,Yes,231.344444
1501:371:372:1,2010,57.725,11.225,Yes,182.766667
1501:371:372:2,2010,57.725,11.275,Yes,300.533333
1501:371:372:3,2010,57.775,11.225,Yes,261.944444
1501:371:372:4,2010,57.775,11.275,Yes,262.633333
1501:371:373:1,2010,57.725,11.325,Yes,275.9
1501:371:373:2,2010,57.725,11.375,Yes,13.733333
1501:371:373:3,2010,57.775,11.325,Yes,17.1
1501:371:373:4,2010,57.775,11.375,Yes,61.266667
1501:371:374:1,2010,57.725,11.425,Yes,8.033333
1501:371:374:2,2010,57.725,11.475,Yes,5
1501:371:374:3,2010,57.775,11.425,Yes,48.8
1501:371:374:4,2010,57.775,11.475,Yes,2.533333
1501:371:382:2,2010,57.825,11.275,Yes,57.166667
1501:371:383:1,2010,57.825,11.325,Yes,27.433333
1501:371:383:2,2010,57.825,11.375,Yes,51.966667
1501:371:384:1,2010,57.825,11.425,Yes,28.766667
1501:371:384:2,2010,57.825,11.475,Yes,26.7
1501:371:455:1,2010,57.525,11.525,Yes,50.133333
1501:371:455:2,2010,57.525,11.575,Yes,35.733333
1501:371:455:3,2010,57.575,11.525,Yes,18.966667
1501:371:455:4,2010,57.575,11.575,Yes,33.233333
1501:371:456:1,2010,57.525,11.625,Yes,43.366667
1501:371:456:2,2010,57.525,11.675,Yes,20.066667
1501:371:456:3,2010,57.575,11.625,Yes,33.6
1501:371:456:4,2010,57.575,11.675,Yes,7.066667
1501:371:465:3,2010,57.675,11.525,Yes,4.2
1501:371:465:4,2010,57.675,11.575,Yes,1
1501:371:466:1,2010,57.625,11.625,Yes,1
1501:371:475:1,2010,57.725,11.525,Yes,6.066667
1501:371:475:4,2010,57.775,11.575,Yes,1.9
1501:371:485:1,2010,57.825,11.525,Yes,4.966667
1501:372:100:1,2010,57.025,12.025,Yes,148.766667
1501:372:100:2,2010,57.025,12.075,Yes,172.9
1501:372:100:3,2010,57.075,12.025,Yes,200.266667
1501:372:100:4,2010,57.075,12.075,Yes,253.133333
1501:372:101:1,2010,57.025,12.125,Yes,180.766667
1501:372:101:2,2010,57.025,12.175,Yes,187.266667
1501:372:101:3,2010,57.075,12.125,Yes,245.4
1501:372:101:4,2010,57.075,12.175,Yes,112.7
1501:372:102:1,2010,57.025,12.225,Yes,92.6
1501:372:102:3,2010,57.075,12.225,Yes,5.233333
1501:372:110:1,2010,57.125,12.025,Yes,221.333333
1501:372:110:2,2010,57.125,12.075,Yes,133.533333
1501:372:110:3,2010,57.175,12.025,Yes,190.333333
1501:372:110:4,2010,57.175,12.075,Yes,54.6
1501:372:111:1,2010,57.125,12.125,Yes,42
1501:372:120:1,2010,57.225,12.025,Yes,240.466667
1501:372:120:2,2010,57.225,12.075,Yes,33.766667
1501:372:120:3,2010,57.275,12.025,Yes,74.333333
1501:455:101:2,2010,55.025,15.175,Yes,21.755556
1501:455:101:4,2010,55.075,15.175,Yes,61.677778
1501:455:102:1,2010,55.025,15.225,Yes,13.605556
1501:455:102:2,2010,55.025,15.275,Yes,47.722222
1501:455:102:3,2010,55.075,15.225,Yes,31.644444
1501:455:102:4,2010,55.075,15.275,Yes,43.038889
1501:455:103:1,2010,55.025,15.325,Yes,56.138889
1501:455:103:2,2010,55.025,15.375,Yes,59.294444
1501:455:103:3,2010,55.075,15.325,Yes,39.822222
1501:455:103:4,2010,55.075,15.375,Yes,48.061111
1501:455:104:1,2010,55.025,15.425,Yes,75.577778
1501:455:104:2,2010,55.025,15.475,Yes,86.505556
1501:455:104:3,2010,55.075,15.425,Yes,47.294444
1501:455:104:4,2010,55.075,15.475,Yes,70.772222
1501:455:110:4,2010,55.175,15.075,Yes,1.338889
1501:455:111:2,2010,55.125,15.175,Yes,2
1501:455:111:3,2010,55.175,15.125,Yes,1.644444
1501:455:111:4,2010,55.175,15.175,Yes,5.327778
1501:455:112:1,2010,55.125,15.225,Yes,5.838889
1501:455:112:2,2010,55.125,15.275,Yes,18.261111
1501:455:112:3,2010,55.175,15.225,Yes,5.033333
1501:455:112:4,2010,55.175,15.275,Yes,1.377778
1501:455:113:1,2010,55.125,15.325,Yes,34.755556
1501:455:113:2,2010,55.125,15.375,Yes,43.433333
1501:455:113:3,2010,55.175,15.325,Yes,9.033333
1501:455:113:4,2010,55.175,15.375,Yes,9.2
1501:455:114:1,2010,55.125,15.425,Yes,40.388889
1501:455:114:2,2010,55.125,15.475,Yes,53.988889
1501:455:114:3,2010,55.175,15.425,Yes,40.705556
1501:455:114:4,2010,55.175,15.475,Yes,113.772222
1501:455:120:1,2010,55.225,15.025,Yes,2.727778
1501:455:120:2,2010,55.225,15.075,Yes,7.244444
1501:455:120:3,2010,55.275,15.025,Yes,22.016667
1501:455:120:4,2010,55.275,15.075,Yes,16.388889
1501:455:121:1,2010,55.225,15.125,Yes,24.816667
1501:455:121:2,2010,55.225,15.175,Yes,9.588889
1501:455:121:3,2010,55.275,15.125,Yes,11.883333
1501:455:121:4,2010,55.275,15.175,Yes,1.811111
1501:455:122:1,2010,55.225,15.225,Yes,0.322222
1501:455:122:2,2010,55.225,15.275,Yes,1.983333
1501:455:122:3,2010,55.275,15.225,Yes,3.066667
1501:455:122:4,2010,55.275,15.275,Yes,7.966667
1501:455:123:1,2010,55.225,15.325,Yes,9.966667
1501:455:123:2,2010,55.225,15.375,Yes,53.816667
1501:455:123:3,2010,55.275,15.325,Yes,41.8
1501:455:123:4,2010,55.275,15.375,Yes,35.355556
1501:455:124:1,2010,55.225,15.425,Yes,129.783333
1501:455:124:2,2010,55.225,15.475,Yes,127.077778
1501:455:124:3,2010,55.275,15.425,Yes,51.688889
1501:455:124:4,2010,55.275,15.475,Yes,68.222222
1501:455:130:1,2010,55.325,15.025,Yes,17.344444
1501:455:130:2,2010,55.325,15.075,Yes,22.583333
1501:455:130:3,2010,55.375,15.025,Yes,57.372222
1501:455:130:4,2010,55.375,15.075,Yes,56.316667
1501:455:131:1,2010,55.325,15.125,Yes,7.783333
1501:455:131:2,2010,55.325,15.175,Yes,1
1501:455:131:3,2010,55.375,15.125,Yes,8.644444
1501:455:131:4,2010,55.375,15.175,Yes,7.933333
1501:455:132:1,2010,55.325,15.225,Yes,5.066667
1501:455:132:2,2010,55.325,15.275,Yes,5.777778
1501:455:132:3,2010,55.375,15.225,Yes,15.6
1501:455:132:4,2010,55.375,15.275,Yes,25.255556
1501:455:133:1,2010,55.325,15.325,Yes,21.361111
1501:455:133:2,2010,55.325,15.375,Yes,30.183333
1501:455:133:3,2010,55.375,15.325,Yes,44.483333
1501:455:133:4,2010,55.375,15.375,Yes,53.261111
1501:455:134:1,2010,55.325,15.425,Yes,43.127778
1501:455:134:2,2010,55.325,15.475,Yes,59.2
1501:455:134:3,2010,55.375,15.425,Yes,72.711111
1501:455:134:4,2010,55.375,15.475,Yes,66.161111
1501:455:140:1,2010,55.425,15.025,Yes,75.294444
1501:455:140:2,2010,55.425,15.075,Yes,14.661111
1501:455:140:3,2010,55.475,15.025,Yes,44.572222
1501:455:140:4,2010,55.475,15.075,Yes,21.95
1501:455:141:1,2010,55.425,15.125,Yes,31.627778
1501:455:141:2,2010,55.425,15.175,Yes,36.244444
1501:455:141:3,2010,55.475,15.125,Yes,28.95
1501:455:141:4,2010,55.475,15.175,Yes,39.033333
1501:455:142:1,2010,55.425,15.225,Yes,49.727778
1501:455:142:2,2010,55.425,15.275,Yes,40.922222
1501:455:142:3,2010,55.475,15.225,Yes,21.672222
1501:455:142:4,2010,55.475,15.275,Yes,32.611111
1501:455:143:1,2010,55.425,15.325,Yes,55.477778
1501:455:143:2,2010,55.425,15.375,Yes,41.188889
1501:455:143:3,2010,55.475,15.325,Yes,27.25
1501:455:143:4,2010,55.475,15.375,Yes,22.3
1501:455:144:1,2010,55.425,15.425,Yes,58.411111
1501:455:144:2,2010,55.425,15.475,Yes,45.133333
1501:455:144:3,2010,55.475,15.425,Yes,23.655556
1501:455:144:4,2010,55.475,15.475,Yes,41.427778
1501:455:205:1,2010,55.025,15.525,Yes,143.35
1501:455:205:2,2010,55.025,15.575,Yes,195.566667
1501:455:205:3,2010,55.075,15.525,Yes,94.838889
1501:455:205:4,2010,55.075,15.575,Yes,100.883333
1501:455:206:1,2010,55.025,15.625,Yes,211.5
1501:455:206:2,2010,55.025,15.675,Yes,272.388889
1501:455:206:3,2010,55.075,15.625,Yes,172.488889
1501:455:206:4,2010,55.075,15.675,Yes,195.038889
1501:455:207:1,2010,55.025,15.725,Yes,196.527778
1501:455:207:2,2010,55.025,15.775,Yes,189.433333
1501:455:207:3,2010,55.075,15.725,Yes,158.538889
1501:455:207:4,2010,55.075,15.775,Yes,167.333333
1501:455:208:1,2010,55.025,15.825,Yes,138.105556
1501:455:208:2,2010,55.025,15.875,Yes,98.538889
1501:455:208:3,2010,55.075,15.825,Yes,128.361111
1501:455:208:4,2010,55.075,15.875,Yes,111.455556
1501:455:209:1,2010,55.025,15.925,Yes,106.972222
1501:455:209:2,2010,55.025,15.975,Yes,47.072222
1501:455:209:3,2010,55.075,15.925,Yes,124.255556
1501:455:209:4,2010,55.075,15.975,Yes,58.172222
1501:455:215:1,2010,55.125,15.525,Yes,49.761111
1501:455:215:2,2010,55.125,15.575,Yes,146.494444
1501:455:215:3,2010,55.175,15.525,Yes,187.566667
1501:455:215:4,2010,55.175,15.575,Yes,218.188889
1501:455:216:1,2010,55.125,15.625,Yes,131.288889
1501:455:216:2,2010,55.125,15.675,Yes,145.066667
1501:455:216:3,2010,55.175,15.625,Yes,155.9
1501:455:216:4,2010,55.175,15.675,Yes,131.5
1501:455:217:1,2010,55.125,15.725,Yes,113.072222
1501:455:217:2,2010,55.125,15.775,Yes,88.272222
1501:455:217:3,2010,55.175,15.725,Yes,125.188889
1501:455:217:4,2010,55.175,15.775,Yes,140.216667
1501:455:218:1,2010,55.125,15.825,Yes,83.438889
1501:455:218:2,2010,55.125,15.875,Yes,98.433333
1501:455:218:3,2010,55.175,15.825,Yes,103.316667
1501:455:218:4,2010,55.175,15.875,Yes,95.755556
1501:455:219:1,2010,55.125,15.925,Yes,75.355556
1501:455:219:2,2010,55.125,15.975,Yes,39.544444
1501:455:219:3,2010,55.175,15.925,Yes,92.083333
1501:455:219:4,2010,55.175,15.975,Yes,70.333333
1501:455:225:1,2010,55.225,15.525,Yes,112.522222
1501:455:225:2,2010,55.225,15.575,Yes,110.622222
1501:455:225:3,2010,55.275,15.525,Yes,65.338889
1501:455:225:4,2010,55.275,15.575,Yes,89.5
1501:455:226:1,2010,55.225,15.625,Yes,103.727778
1501:455:226:2,2010,55.225,15.675,Yes,164.233333
1501:455:226:3,2010,55.275,15.625,Yes,116.877778
1501:455:226:4,2010,55.275,15.675,Yes,140.572222
1501:455:227:1,2010,55.225,15.725,Yes,219.177778
1501:455:227:2,2010,55.225,15.775,Yes,252.116667
1501:455:227:3,2010,55.275,15.725,Yes,203.061111
1501:455:227:4,2010,55.275,15.775,Yes,185.877778
1501:455:228:1,2010,55.225,15.825,Yes,176.683333
1501:455:228:2,2010,55.225,15.875,Yes,142.277778
1501:455:228:3,2010,55.275,15.825,Yes,152.122222
1501:455:228:4,2010,55.275,15.875,Yes,125.372222
1501:455:229:1,2010,55.225,15.925,Yes,123.427778
1501:455:229:2,2010,55.225,15.975,Yes,86.283333
1501:455:229:3,2010,55.275,15.925,Yes,109.594444
1501:455:229:4,2010,55.275,15.975,Yes,96.694444
1501:455:235:1,2010,55.325,15.525,Yes,79.422222
1501:455:235:2,2010,55.325,15.575,Yes,66.816667
1501:455:235:3,2010,55.375,15.525,Yes,66.788889
1501:455:235:4,2010,55.375,15.575,Yes,68.072222
1501:455:236:1,2010,55.325,15.625,Yes,60.577778
1501:455:236:2,2010,55.325,15.675,Yes,90.983333
1501:455:236:3,2010,55.375,15.625,Yes,88.85
1501:455:236:4,2010,55.375,15.675,Yes,94.15
1501:455:237:1,2010,55.325,15.725,Yes,137.833333
1501:455:237:2,2010,55.325,15.775,Yes,190.388889
1501:455:237:3,2010,55.375,15.725,Yes,99.15
1501:455:237:4,2010,55.375,15.775,Yes,95.588889
1501:455:238:1,2010,55.325,15.825,Yes,146.244444
1501:455:238:2,2010,55.325,15.875,Yes,131.627778
1501:455:238:3,2010,55.375,15.825,Yes,129.55
1501:455:238:4,2010,55.375,15.875,Yes,132.505556
1501:455:239:1,2010,55.325,15.925,Yes,56.872222
1501:455:239:2,2010,55.325,15.975,Yes,68.955556
1501:455:239:3,2010,55.375,15.925,Yes,87.888889
1501:455:239:4,2010,55.375,15.975,Yes,100.4
1501:455:245:1,2010,55.425,15.525,Yes,83.638889
1501:455:245:2,2010,55.425,15.575,Yes,67.055556
1501:455:245:3,2010,55.475,15.525,Yes,47.305556
1501:455:245:4,2010,55.475,15.575,Yes,44.677778
1501:455:246:1,2010,55.425,15.625,Yes,69.633333
1501:455:246:2,2010,55.425,15.675,Yes,51.65
1501:455:246:3,2010,55.475,15.625,Yes,50.677778
1501:455:246:4,2010,55.475,15.675,Yes,51.638889
1501:455:247:1,2010,55.425,15.725,Yes,65.344444
1501:455:247:2,2010,55.425,15.775,Yes,41.144444
1501:455:247:3,2010,55.475,15.725,Yes,24.633333
1501:455:247:4,2010,55.475,15.775,Yes,50.566667
1501:455:248:1,2010,55.425,15.825,Yes,87.994444
1501:455:248:2,2010,55.425,15.875,Yes,56.866667
1501:455:248:3,2010,55.475,15.825,Yes,69.283333
1501:455:248:4,2010,55.475,15.875,Yes,30.588889
1501:455:249:1,2010,55.425,15.925,Yes,131.594444
1501:455:249:2,2010,55.425,15.975,Yes,86.638889
1501:455:249:3,2010,55.475,15.925,Yes,29.527778
1501:455:249:4,2010,55.475,15.975,Yes,38.805556
1501:455:350:1,2010,55.525,15.025,Yes,22.166667
1501:455:350:2,2010,55.525,15.075,Yes,10.1
1501:455:350:3,2010,55.575,15.025,Yes,12.6
1501:455:350:4,2010,55.575,15.075,Yes,15.1
1501:455:351:1,2010,55.525,15.125,Yes,3
1501:455:351:2,2010,55.525,15.175,Yes,7.133333
1501:455:351:3,2010,55.575,15.125,Yes,43.633333
1501:455:351:4,2010,55.575,15.175,Yes,23.1
1501:455:352:1,2010,55.525,15.225,Yes,6.033333
1501:455:352:2,2010,55.525,15.275,Yes,7.711111
1501:455:352:3,2010,55.575,15.225,Yes,6.033333
1501:455:353:1,2010,55.525,15.325,Yes,9.122222
1501:455:353:2,2010,55.525,15.375,Yes,15.3
1501:455:353:3,2010,55.575,15.325,Yes,5.033333
1501:455:353:4,2010,55.575,15.375,Yes,5.366667
1501:455:354:1,2010,55.525,15.425,Yes,9.333333
1501:455:354:2,2010,55.525,15.475,Yes,11.083333
1501:455:354:3,2010,55.575,15.425,Yes,4.033333
1501:455:354:4,2010,55.575,15.475,Yes,5
1501:455:360:1,2010,55.625,15.025,Yes,47.966667
1501:455:360:2,2010,55.625,15.075,Yes,33.866667
1501:455:360:3,2010,55.675,15.025,Yes,101.933333
1501:455:360:4,2010,55.675,15.075,Yes,74.4
1501:455:361:1,2010,55.625,15.125,Yes,7.066667
1501:455:361:2,2010,55.625,15.175,Yes,6
1501:455:361:3,2010,55.675,15.125,Yes,37
1501:455:361:4,2010,55.675,15.175,Yes,29.7
1501:455:362:1,2010,55.625,15.225,Yes,4.033333
1501:455:362:2,2010,55.625,15.275,Yes,2.2
1501:455:362:3,2010,55.675,15.225,Yes,24.533333
1501:455:362:4,2010,55.675,15.275,Yes,17.633333
1501:455:363:1,2010,55.625,15.325,Yes,2.733333
1501:455:363:2,2010,55.625,15.375,Yes,2.033333
1501:455:363:3,2010,55.675,15.325,Yes,6.633333
1501:455:363:4,2010,55.675,15.375,Yes,2.033333
1501:455:364:1,2010,55.625,15.425,Yes,7.033333
1501:455:364:2,2010,55.625,15.475,Yes,4
1501:455:364:3,2010,55.675,15.425,Yes,2
1501:455:364:4,2010,55.675,15.475,Yes,2
1501:455:370:1,2010,55.725,15.025,Yes,21.2
1501:455:370:2,2010,55.725,15.075,Yes,36.4
1501:455:370:3,2010,55.775,15.025,Yes,3.033333
1501:455:370:4,2010,55.775,15.075,Yes,27.2
1501:455:371:1,2010,55.725,15.125,Yes,21.133333
1501:455:371:2,2010,55.725,15.175,Yes,34.266667
1501:455:371:3,2010,55.775,15.125,Yes,32.3
1501:455:371:4,2010,55.775,15.175,Yes,46.3
1501:455:372:1,2010,55.725,15.225,Yes,21.166667
1501:455:372:2,2010,55.725,15.275,Yes,21.2
1501:455:372:3,2010,55.775,15.225,Yes,37.3
1501:455:372:4,2010,55.775,15.275,Yes,39.766667
1501:455:373:1,2010,55.725,15.325,Yes,28.166667
1501:455:373:2,2010,55.725,15.375,Yes,16.1
1501:455:373:3,2010,55.775,15.325,Yes,30.2
1501:455:373:4,2010,55.775,15.375,Yes,30.3
1501:455:374:1,2010,55.725,15.425,Yes,9.066667
1501:455:374:2,2010,55.725,15.475,Yes,4
1501:455:374:3,2010,55.775,15.425,Yes,17.066667
1501:455:374:4,2010,55.775,15.475,Yes,14.133333
1501:455:380:1,2010,55.825,15.025,Yes,7.066667
1501:455:380:2,2010,55.825,15.075,Yes,1.033333
1501:455:380:3,2010,55.875,15.025,Yes,5.033333
1501:455:380:4,2010,55.875,15.075,Yes,16.1
1501:455:381:1,2010,55.825,15.125,Yes,2
1501:455:381:2,2010,55.825,15.175,Yes,20.433333
1501:455:381:3,2010,55.875,15.125,Yes,26.133333
1501:455:381:4,2010,55.875,15.175,Yes,30.033333
1501:455:382:1,2010,55.825,15.225,Yes,39.066667
1501:455:382:2,2010,55.825,15.275,Yes,86.466667
1501:455:382:4,2010,55.875,15.275,Yes,1
1501:455:383:1,2010,55.825,15.325,Yes,39.2
1501:455:383:2,2010,55.825,15.375,Yes,51.533333
1501:455:383:3,2010,55.875,15.325,Yes,7.066667
1501:455:383:4,2010,55.875,15.375,Yes,7.066667
1501:455:384:1,2010,55.825,15.425,Yes,35.3
1501:455:384:2,2010,55.825,15.475,Yes,26.233333
1501:455:384:3,2010,55.875,15.425,Yes,17.166667
1501:455:384:4,2010,55.875,15.475,Yes,12.2
1501:455:391:1,2010,55.925,15.125,Yes,1
1501:455:391:2,2010,55.925,15.175,Yes,16.133333
1501:455:392:1,2010,55.925,15.225,Yes,45.433333
1501:455:392:2,2010,55.925,15.275,Yes,69.4
1501:455:392:3,2010,55.975,15.225,Yes,1
1501:455:392:4,2010,55.975,15.275,Yes,14.166667
1501:455:393:1,2010,55.925,15.325,Yes,34.2
1501:455:393:2,2010,55.925,15.375,Yes,14.166667
1501:455:393:3,2010,55.975,15.325,Yes,89.633333
1501:455:393:4,2010,55.975,15.375,Yes,69.466667
1501:455:394:1,2010,55.925,15.425,Yes,2
1501:455:394:2,2010,55.925,15.475,Yes,10.133333
1501:455:394:3,2010,55.975,15.425,Yes,100.333333
1501:455:394:4,2010,55.975,15.475,Yes,79.166667
1501:455:455:1,2010,55.525,15.525,Yes,8
1501:455:455:2,2010,55.525,15.575,Yes,4.677778
1501:455:455:3,2010,55.575,15.525,Yes,4
1501:455:456:1,2010,55.525,15.625,Yes,4.655556
1501:455:456:2,2010,55.525,15.675,Yes,3.272222
1501:455:457:1,2010,55.525,15.725,Yes,7.255556
1501:455:457:2,2010,55.525,15.775,Yes,5.7
1501:455:457:3,2010,55.575,15.725,Yes,1
1501:455:457:4,2010,55.575,15.775,Yes,3.033333
1501:455:458:1,2010,55.525,15.825,Yes,10.5
1501:455:458:2,2010,55.525,15.875,Yes,10.438889
1501:455:458:3,2010,55.575,15.825,Yes,5
1501:455:458:4,2010,55.575,15.875,Yes,15.033333
1501:455:459:1,2010,55.525,15.925,Yes,24.644444
1501:455:459:2,2010,55.525,15.975,Yes,38.9
1501:455:459:3,2010,55.575,15.925,Yes,18.1
1501:455:459:4,2010,55.575,15.975,Yes,12.066667
1501:455:465:1,2010,55.625,15.525,Yes,3.033333
1501:455:465:2,2010,55.625,15.575,Yes,6.033333
1501:455:465:3,2010,55.675,15.525,Yes,1.033333
1501:455:465:4,2010,55.675,15.575,Yes,1
1501:455:466:3,2010,55.675,15.625,Yes,1.033333
1501:455:466:4,2010,55.675,15.675,Yes,2
1501:455:467:3,2010,55.675,15.725,Yes,1
1501:455:467:4,2010,55.675,15.775,Yes,3.033333
1501:455:468:1,2010,55.625,15.825,Yes,1.033333
1501:455:468:2,2010,55.625,15.875,Yes,3
1501:455:468:3,2010,55.675,15.825,Yes,4
1501:455:468:4,2010,55.675,15.875,Yes,3
1501:455:469:4,2010,55.675,15.975,Yes,1.033333
1501:455:475:1,2010,55.725,15.525,Yes,1.033333
1501:455:475:2,2010,55.725,15.575,Yes,3
1501:455:475:3,2010,55.775,15.525,Yes,17.166667
1501:455:475:4,2010,55.775,15.575,Yes,10.066667
1501:455:476:1,2010,55.725,15.625,Yes,3.033333
1501:455:476:2,2010,55.725,15.675,Yes,3
1501:455:476:3,2010,55.775,15.625,Yes,11.033333
1501:455:476:4,2010,55.775,15.675,Yes,3
1501:455:477:1,2010,55.725,15.725,Yes,1
1501:455:477:3,2010,55.775,15.725,Yes,2
1501:455:478:1,2010,55.725,15.825,Yes,2
1501:455:478:2,2010,55.725,15.875,Yes,1
1501:455:478:3,2010,55.775,15.825,Yes,3.033333
1501:455:478:4,2010,55.775,15.875,Yes,3
1501:455:479:3,2010,55.775,15.925,Yes,2.066667
1501:455:479:4,2010,55.775,15.975,Yes,1
1501:455:485:1,2010,55.825,15.525,Yes,18.133333
1501:455:485:3,2010,55.875,15.525,Yes,18.1
1501:455:485:4,2010,55.875,15.575,Yes,22.133333
1501:455:486:1,2010,55.825,15.625,Yes,1.2
1501:455:486:2,2010,55.825,15.675,Yes,4
1501:455:486:3,2010,55.875,15.625,Yes,4.1
1501:455:486:4,2010,55.875,15.675,Yes,2
1501:455:487:1,2010,55.825,15.725,Yes,1
1501:455:487:2,2010,55.825,15.775,Yes,2.033333
1501:455:487:3,2010,55.875,15.725,Yes,1
1501:455:487:4,2010,55.875,15.775,Yes,1
1501:455:488:1,2010,55.825,15.825,Yes,2.333333
1501:455:488:2,2010,55.825,15.875,Yes,1.733333
1501:455:489:1,2010,55.825,15.925,Yes,7
1501:455:489:2,2010,55.825,15.975,Yes,9
1501:455:489:4,2010,55.875,15.975,Yes,2.033333
1501:455:495:1,2010,55.925,15.525,Yes,3.033333
1501:455:495:2,2010,55.925,15.575,Yes,13
1501:455:495:3,2010,55.975,15.525,Yes,6.033333
1501:455:495:4,2010,55.975,15.575,Yes,1
1501:455:496:2,2010,55.925,15.675,Yes,1
1501:455:497:4,2010,55.975,15.775,Yes,1
1501:455:499:2,2010,55.925,15.975,Yes,0.966667
1501:456:100:1,2010,55.025,16.025,Yes,23.711111
1501:456:100:2,2010,55.025,16.075,Yes,33.955556
1501:456:100:3,2010,55.075,16.025,Yes,44.288889
1501:456:100:4,2010,55.075,16.075,Yes,52.566667
1501:456:101:1,2010,55.025,16.125,Yes,20.216667
1501:456:101:2,2010,55.025,16.175,Yes,20.75
1501:456:101:3,2010,55.075,16.125,Yes,18.388889
1501:456:101:4,2010,55.075,16.175,Yes,22.85
1501:456:102:1,2010,55.025,16.225,Yes,15.716667
1501:456:102:2,2010,55.025,16.275,Yes,27.65
1501:456:102:3,2010,55.075,16.225,Yes,17.827778
1501:456:102:4,2010,55.075,16.275,Yes,12.561111
1501:456:103:1,2010,55.025,16.325,Yes,27.916667
1501:456:103:2,2010,55.025,16.375,Yes,5.033333
1501:456:103:3,2010,55.075,16.325,Yes,30.7
1501:456:103:4,2010,55.075,16.375,Yes,19.15
1501:456:104:3,2010,55.075,16.425,Yes,8
1501:456:110:1,2010,55.125,16.025,Yes,33.605556
1501:456:110:2,2010,55.125,16.075,Yes,27.75
1501:456:110:3,2010,55.175,16.025,Yes,24.938889
