c_square,year,mid_lat,mid_lon,Reported,fishing_ho,rgn_nam,rgn_key,Subbasin,HELCOM_ID,BHI_ID,Area_km2
1501:455:381:4,2012,55.875,15.175,Yes,23.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:382:1,2012,55.825,15.225,Yes,25.133333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:382:2,2012,55.825,15.275,Yes,47.966667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:382:3,2012,55.875,15.225,Yes,2.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:383:1,2012,55.825,15.325,Yes,38,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:383:2,2012,55.825,15.375,Yes,22.166667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:383:3,2012,55.875,15.325,Yes,3.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:383:4,2012,55.875,15.375,Yes,7.066667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:384:1,2012,55.825,15.425,Yes,32.2,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:384:2,2012,55.825,15.475,Yes,22.2,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:384:3,2012,55.875,15.425,Yes,11.166667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:384:4,2012,55.875,15.475,Yes,24.166667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:391:2,2012,55.925,15.175,Yes,9.1,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:392:1,2012,55.925,15.225,Yes,10.266667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:392:2,2012,55.925,15.275,Yes,22.7,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:392:4,2012,55.975,15.275,Yes,2,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:393:1,2012,55.925,15.325,Yes,10.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:393:2,2012,55.925,15.375,Yes,7,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:393:3,2012,55.975,15.325,Yes,28.233333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:393:4,2012,55.975,15.375,Yes,23.166667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:394:1,2012,55.925,15.425,Yes,2.066667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:394:2,2012,55.925,15.475,Yes,5.1,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:394:3,2012,55.975,15.425,Yes,42.4,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:394:4,2012,55.975,15.475,Yes,23.066667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:455:1,2012,55.525,15.525,Yes,1.677778,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:455:455:2,2012,55.525,15.575,Yes,8.916667,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:455:455:3,2012,55.575,15.525,Yes,5.633333,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:455:455:3,2012,55.575,15.525,Yes,5.633333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:455:4,2012,55.575,15.575,Yes,4.066667,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:455:455:4,2012,55.575,15.575,Yes,4.066667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:456:1,2012,55.525,15.625,Yes,14.233333,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:455:456:2,2012,55.525,15.675,Yes,12.944444,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:455:456:2,2012,55.525,15.675,Yes,12.944444,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:456:3,2012,55.575,15.625,Yes,1.677778,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:455:456:3,2012,55.575,15.625,Yes,1.677778,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:456:4,2012,55.575,15.675,Yes,1,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:455:456:4,2012,55.575,15.675,Yes,1,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:457:1,2012,55.525,15.725,Yes,29.783333,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:455:457:1,2012,55.525,15.725,Yes,29.783333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:457:2,2012,55.525,15.775,Yes,22.233333,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:455:457:2,2012,55.525,15.775,Yes,22.233333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:457:3,2012,55.575,15.725,Yes,4.827778,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:457:4,2012,55.575,15.775,Yes,7.95,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:458:1,2012,55.525,15.825,Yes,29.666667,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:455:458:1,2012,55.525,15.825,Yes,29.666667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:458:2,2012,55.525,15.875,Yes,45.366667,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:455:458:2,2012,55.525,15.875,Yes,45.366667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:458:3,2012,55.575,15.825,Yes,19.977778,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:458:4,2012,55.575,15.875,Yes,20.155556,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:459:1,2012,55.525,15.925,Yes,47.711111,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:459:2,2012,55.525,15.975,Yes,43.122222,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:459:3,2012,55.575,15.925,Yes,31.316667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:459:4,2012,55.575,15.975,Yes,37.844444,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:465:1,2012,55.625,15.525,Yes,6.966667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:465:2,2012,55.625,15.575,Yes,11.066667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:465:3,2012,55.675,15.525,Yes,1,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:466:1,2012,55.625,15.625,Yes,1.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:466:2,2012,55.625,15.675,Yes,2,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:467:1,2012,55.625,15.725,Yes,2.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:467:2,2012,55.625,15.775,Yes,1,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:467:3,2012,55.675,15.725,Yes,1.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:467:4,2012,55.675,15.775,Yes,2,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:468:1,2012,55.625,15.825,Yes,2.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:468:2,2012,55.625,15.875,Yes,6.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:468:3,2012,55.675,15.825,Yes,1,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:469:1,2012,55.625,15.925,Yes,3.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:469:2,2012,55.625,15.975,Yes,1.705556,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:469:3,2012,55.675,15.925,Yes,3.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:469:4,2012,55.675,15.975,Yes,1.733333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:475:1,2012,55.725,15.525,Yes,2.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:475:2,2012,55.725,15.575,Yes,1,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:475:3,2012,55.775,15.525,Yes,31.866667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:475:4,2012,55.775,15.575,Yes,28.133333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:476:1,2012,55.725,15.625,Yes,3,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:476:2,2012,55.725,15.675,Yes,4.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:476:3,2012,55.775,15.625,Yes,17.1,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:476:4,2012,55.775,15.675,Yes,11.066667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:477:2,2012,55.725,15.775,Yes,2,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:477:3,2012,55.775,15.725,Yes,4.066667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:477:4,2012,55.775,15.775,Yes,5.066667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:478:1,2012,55.725,15.825,Yes,6.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:478:2,2012,55.725,15.875,Yes,2.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:478:3,2012,55.775,15.825,Yes,9.1,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:478:4,2012,55.775,15.875,Yes,4.066667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:479:1,2012,55.725,15.925,Yes,2,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:479:2,2012,55.725,15.975,Yes,1.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:479:3,2012,55.775,15.925,Yes,4,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:479:4,2012,55.775,15.975,Yes,3.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:485:1,2012,55.825,15.525,Yes,12.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:485:3,2012,55.875,15.525,Yes,13.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:485:4,2012,55.875,15.575,Yes,28.4,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:486:2,2012,55.825,15.675,Yes,5.066667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:486:4,2012,55.875,15.675,Yes,4.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:487:1,2012,55.825,15.725,Yes,13.066667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:487:2,2012,55.825,15.775,Yes,16.133333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:488:1,2012,55.825,15.825,Yes,19.766667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:488:2,2012,55.825,15.875,Yes,21.466667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:488:3,2012,55.875,15.825,Yes,1,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:488:4,2012,55.875,15.875,Yes,1,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:489:1,2012,55.825,15.925,Yes,32.833333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:489:2,2012,55.825,15.975,Yes,19.3,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:489:3,2012,55.875,15.925,Yes,2.133333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:489:4,2012,55.875,15.975,Yes,6.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:495:1,2012,55.925,15.525,Yes,5.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:495:2,2012,55.925,15.575,Yes,24.1,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:495:3,2012,55.975,15.525,Yes,3.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:495:4,2012,55.975,15.575,Yes,2,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:496:1,2012,55.925,15.625,Yes,1,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:496:3,2012,55.975,15.625,Yes,2.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:497:4,2012,55.975,15.775,Yes,3,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:498:1,2012,55.925,15.825,Yes,2.033333,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:498:2,2012,55.925,15.875,Yes,2.066667,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:498:4,2012,55.975,15.875,Yes,1,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:499:1,2012,55.925,15.925,Yes,2,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:455:499:2,2012,55.925,15.975,Yes,1,Sweden,SWE,Bornholm Basin,SEA-007,14,15096.6004
1501:456:100:1,2012,55.025,16.025,Yes,47.427778,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:100:2,2012,55.025,16.075,Yes,32.105556,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:100:3,2012,55.075,16.025,Yes,84.788889,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:100:4,2012,55.075,16.075,Yes,53.355556,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:101:1,2012,55.025,16.125,Yes,18.45,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:101:2,2012,55.025,16.175,Yes,14.133333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:101:3,2012,55.075,16.125,Yes,46.488889,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:101:4,2012,55.075,16.175,Yes,26.661111,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:102:1,2012,55.025,16.225,Yes,22.8,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:102:2,2012,55.025,16.275,Yes,27.5,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:102:3,2012,55.075,16.225,Yes,13.294444,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:102:4,2012,55.075,16.275,Yes,33.033333,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:103:1,2012,55.025,16.325,Yes,13.066667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:103:2,2012,55.025,16.375,Yes,7,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:103:3,2012,55.075,16.325,Yes,21.405556,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:103:4,2012,55.075,16.375,Yes,13.1,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:104:1,2012,55.025,16.425,Yes,4.066667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:104:3,2012,55.075,16.425,Yes,9.75,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:104:4,2012,55.075,16.475,Yes,2,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:110:1,2012,55.125,16.025,Yes,140.85,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:456:110:1,2012,55.125,16.025,Yes,140.85,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:110:2,2012,55.125,16.075,Yes,99.527778,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:110:3,2012,55.175,16.025,Yes,144.094444,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:456:110:3,2012,55.175,16.025,Yes,144.094444,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:110:4,2012,55.175,16.075,Yes,105.727778,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:456:110:4,2012,55.175,16.075,Yes,105.727778,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:111:1,2012,55.125,16.125,Yes,74.366667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:111:2,2012,55.125,16.175,Yes,48.261111,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:111:3,2012,55.175,16.125,Yes,85.894444,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:456:111:3,2012,55.175,16.125,Yes,85.894444,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:111:4,2012,55.175,16.175,Yes,65.627778,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
1501:456:111:4,2012,55.175,16.175,Yes,65.627778,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:112:1,2012,55.125,16.225,Yes,29.088889,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:112:2,2012,55.125,16.275,Yes,20.894444,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:112:3,2012,55.175,16.225,Yes,39.316667,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:112:4,2012,55.175,16.275,Yes,36.161111,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:113:1,2012,55.125,16.325,Yes,18.611111,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:113:2,2012,55.125,16.375,Yes,28.555556,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:113:3,2012,55.175,16.325,Yes,29.422222,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:113:4,2012,55.175,16.375,Yes,23.1,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:114:1,2012,55.125,16.425,Yes,10.644444,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
1501:456:114:2,2012,55.125,16.475,Yes,2.322222,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
