c_square,year,mid_lat,mid_lon,Reported,fishing_ho
1501:455:134:4,2011,55.375,15.475,Yes,4
1501:455:140:1,2011,55.425,15.025,Yes,43.766667
1501:455:140:2,2011,55.425,15.075,Yes,9.033333
1501:455:140:3,2011,55.475,15.025,Yes,44.3
1501:455:140:4,2011,55.475,15.075,Yes,15.166667
1501:455:141:1,2011,55.425,15.125,Yes,1
1501:455:141:2,2011,55.425,15.175,Yes,4.066667
1501:455:141:3,2011,55.475,15.125,Yes,2
1501:455:141:4,2011,55.475,15.175,Yes,3.033333
1501:455:142:1,2011,55.425,15.225,Yes,1
1501:455:142:3,2011,55.475,15.225,Yes,3.322222
1501:455:142:4,2011,55.475,15.275,Yes,15.622222
1501:455:143:1,2011,55.425,15.325,Yes,1
1501:455:143:3,2011,55.475,15.325,Yes,13.033333
1501:455:143:4,2011,55.475,15.375,Yes,3.638889
1501:455:144:1,2011,55.425,15.425,Yes,4.033333
1501:455:144:2,2011,55.425,15.475,Yes,6.033333
1501:455:144:3,2011,55.475,15.425,Yes,4
1501:455:144:4,2011,55.475,15.475,Yes,12
1501:455:205:1,2011,55.025,15.525,Yes,135.022222
1501:455:205:2,2011,55.025,15.575,Yes,180.444444
1501:455:205:3,2011,55.075,15.525,Yes,109.466667
1501:455:205:4,2011,55.075,15.575,Yes,180.627778
1501:455:206:1,2011,55.025,15.625,Yes,209.194444
1501:455:206:2,2011,55.025,15.675,Yes,129
1501:455:206:3,2011,55.075,15.625,Yes,169.727778
1501:455:206:4,2011,55.075,15.675,Yes,116.655556
1501:455:207:1,2011,55.025,15.725,Yes,127.861111
1501:455:207:2,2011,55.025,15.775,Yes,173.322222
1501:455:207:3,2011,55.075,15.725,Yes,159.483333
1501:455:207:4,2011,55.075,15.775,Yes,198.133333
1501:455:208:1,2011,55.025,15.825,Yes,207.677778
1501:455:208:2,2011,55.025,15.875,Yes,223.4
1501:455:208:3,2011,55.075,15.825,Yes,174.544444
1501:455:208:4,2011,55.075,15.875,Yes,143.261111
1501:455:209:1,2011,55.025,15.925,Yes,286.816667
1501:455:209:2,2011,55.025,15.975,Yes,151.077778
1501:455:209:3,2011,55.075,15.925,Yes,196.15
1501:455:209:4,2011,55.075,15.975,Yes,176.894444
1501:455:215:1,2011,55.125,15.525,Yes,98.716667
1501:455:215:2,2011,55.125,15.575,Yes,126.811111
1501:455:215:3,2011,55.175,15.525,Yes,99.827778
1501:455:215:4,2011,55.175,15.575,Yes,68.9
1501:455:216:1,2011,55.125,15.625,Yes,95.561111
1501:455:216:2,2011,55.125,15.675,Yes,90.872222
1501:455:216:3,2011,55.175,15.625,Yes,101.722222
1501:455:216:4,2011,55.175,15.675,Yes,91.933333
1501:455:217:1,2011,55.125,15.725,Yes,101.683333
1501:455:217:2,2011,55.125,15.775,Yes,109.116667
1501:455:217:3,2011,55.175,15.725,Yes,92.138889
1501:455:217:4,2011,55.175,15.775,Yes,73.538889
1501:455:218:1,2011,55.125,15.825,Yes,87.616667
1501:455:218:2,2011,55.125,15.875,Yes,106.388889
1501:455:218:3,2011,55.175,15.825,Yes,87.972222
1501:455:218:4,2011,55.175,15.875,Yes,78.155556
1501:455:219:1,2011,55.125,15.925,Yes,108.372222
1501:455:219:2,2011,55.125,15.975,Yes,124.983333
1501:455:219:3,2011,55.175,15.925,Yes,83.327778
1501:455:219:4,2011,55.175,15.975,Yes,123.033333
1501:455:225:1,2011,55.225,15.525,Yes,67.994444
1501:455:225:2,2011,55.225,15.575,Yes,58.561111
1501:455:225:3,2011,55.275,15.525,Yes,38.327778
1501:455:225:4,2011,55.275,15.575,Yes,42.822222
1501:455:226:1,2011,55.225,15.625,Yes,90.305556
1501:455:226:2,2011,55.225,15.675,Yes,96.327778
1501:455:226:3,2011,55.275,15.625,Yes,61.566667
1501:455:226:4,2011,55.275,15.675,Yes,70.561111
1501:455:227:1,2011,55.225,15.725,Yes,106.766667
1501:455:227:2,2011,55.225,15.775,Yes,118.038889
1501:455:227:3,2011,55.275,15.725,Yes,57.027778
1501:455:227:4,2011,55.275,15.775,Yes,51.872222
1501:455:228:1,2011,55.225,15.825,Yes,122.011111
1501:455:228:2,2011,55.225,15.875,Yes,119.738889
1501:455:228:3,2011,55.275,15.825,Yes,47.088889
1501:455:228:4,2011,55.275,15.875,Yes,40.866667
1501:455:229:1,2011,55.225,15.925,Yes,129.5
1501:455:229:2,2011,55.225,15.975,Yes,116.5
1501:455:229:3,2011,55.275,15.925,Yes,33.288889
1501:455:229:4,2011,55.275,15.975,Yes,28.066667
1501:455:235:1,2011,55.325,15.525,Yes,9
1501:455:235:2,2011,55.325,15.575,Yes,16.1
1501:455:235:3,2011,55.375,15.525,Yes,12
1501:455:235:4,2011,55.375,15.575,Yes,4.1
1501:455:236:1,2011,55.325,15.625,Yes,10
1501:455:236:2,2011,55.325,15.675,Yes,39.066667
1501:455:236:3,2011,55.375,15.625,Yes,3.966667
1501:455:236:4,2011,55.375,15.675,Yes,2
1501:455:237:1,2011,55.325,15.725,Yes,33.166667
1501:455:237:2,2011,55.325,15.775,Yes,23.1
1501:455:237:3,2011,55.375,15.725,Yes,14
1501:455:237:4,2011,55.375,15.775,Yes,23
1501:455:238:1,2011,55.325,15.825,Yes,18.166667
1501:455:238:2,2011,55.325,15.875,Yes,35.3
1501:455:238:3,2011,55.375,15.825,Yes,18.033333
1501:455:238:4,2011,55.375,15.875,Yes,2
1501:455:239:1,2011,55.325,15.925,Yes,9.666667
1501:455:239:2,2011,55.325,15.975,Yes,8.283333
1501:455:239:3,2011,55.375,15.925,Yes,2.566667
1501:455:239:4,2011,55.375,15.975,Yes,4
1501:455:245:1,2011,55.425,15.525,Yes,4.933333
1501:455:245:2,2011,55.425,15.575,Yes,1
1501:455:245:3,2011,55.475,15.525,Yes,7
1501:455:246:2,2011,55.425,15.675,Yes,1.033333
1501:455:246:3,2011,55.475,15.625,Yes,1
1501:455:246:4,2011,55.475,15.675,Yes,1
1501:455:247:1,2011,55.425,15.725,Yes,1
1501:455:247:2,2011,55.425,15.775,Yes,1
1501:455:247:4,2011,55.475,15.775,Yes,1.033333
1501:455:248:2,2011,55.425,15.875,Yes,1
1501:455:248:4,2011,55.475,15.875,Yes,1.033333
1501:455:249:1,2011,55.425,15.925,Yes,2
1501:455:249:2,2011,55.425,15.975,Yes,1.966667
1501:455:249:3,2011,55.475,15.925,Yes,1.322222
1501:455:249:4,2011,55.475,15.975,Yes,1.277778
1501:455:350:1,2011,55.525,15.025,Yes,15.7
1501:455:350:2,2011,55.525,15.075,Yes,6.033333
1501:455:350:3,2011,55.575,15.025,Yes,15
1501:455:350:4,2011,55.575,15.075,Yes,19.2
1501:455:351:1,2011,55.525,15.125,Yes,7.033333
1501:455:351:2,2011,55.525,15.175,Yes,6.033333
1501:455:351:3,2011,55.575,15.125,Yes,40.733333
1501:455:351:4,2011,55.575,15.175,Yes,38
1501:455:352:1,2011,55.525,15.225,Yes,9.122222
1501:455:352:2,2011,55.525,15.275,Yes,7.677778
1501:455:352:3,2011,55.575,15.225,Yes,14.066667
1501:455:352:4,2011,55.575,15.275,Yes,22.1
1501:455:353:1,2011,55.525,15.325,Yes,41.788889
1501:455:353:2,2011,55.525,15.375,Yes,43.288889
1501:455:353:3,2011,55.575,15.325,Yes,40.266667
1501:455:353:4,2011,55.575,15.375,Yes,35.266667
1501:455:354:1,2011,55.525,15.425,Yes,28.466667
1501:455:354:2,2011,55.525,15.475,Yes,11.133333
1501:455:354:3,2011,55.575,15.425,Yes,29.2
1501:455:354:4,2011,55.575,15.475,Yes,19.133333
1501:455:360:1,2011,55.625,15.025,Yes,25.433333
1501:455:360:2,2011,55.625,15.075,Yes,20.733333
1501:455:360:3,2011,55.675,15.025,Yes,99.433333
1501:455:360:4,2011,55.675,15.075,Yes,75.2
1501:455:361:1,2011,55.625,15.125,Yes,15.066667
1501:455:361:2,2011,55.625,15.175,Yes,13.1
1501:455:361:3,2011,55.675,15.125,Yes,46.966667
1501:455:361:4,2011,55.675,15.175,Yes,56.633333
1501:455:362:1,2011,55.625,15.225,Yes,10.033333
1501:455:362:2,2011,55.625,15.275,Yes,18
1501:455:362:3,2011,55.675,15.225,Yes,59.433333
1501:455:362:4,2011,55.675,15.275,Yes,34.3
1501:455:363:1,2011,55.625,15.325,Yes,21.033333
1501:455:363:2,2011,55.625,15.375,Yes,17.733333
1501:455:363:3,2011,55.675,15.325,Yes,37.8
1501:455:363:4,2011,55.675,15.375,Yes,24.933333
1501:455:364:1,2011,55.625,15.425,Yes,40.3
1501:455:364:2,2011,55.625,15.475,Yes,23.133333
1501:455:364:3,2011,55.675,15.425,Yes,18.833333
1501:455:364:4,2011,55.675,15.475,Yes,23.5
1501:455:370:1,2011,55.725,15.025,Yes,36.433333
1501:455:370:2,2011,55.725,15.075,Yes,56.966667
1501:455:370:3,2011,55.775,15.025,Yes,9.066667
1501:455:370:4,2011,55.775,15.075,Yes,23.233333
1501:455:371:1,2011,55.725,15.125,Yes,47.233333
1501:455:371:2,2011,55.725,15.175,Yes,57.866667
1501:455:371:3,2011,55.775,15.125,Yes,38.6
1501:455:371:4,2011,55.775,15.175,Yes,55.433333
1501:455:372:1,2011,55.725,15.225,Yes,38.8
1501:455:372:2,2011,55.725,15.275,Yes,68.5
1501:455:372:3,2011,55.775,15.225,Yes,82.1
1501:455:372:4,2011,55.775,15.275,Yes,56.2
1501:455:373:1,2011,55.725,15.325,Yes,71.166667
1501:455:373:2,2011,55.725,15.375,Yes,42.433333
1501:455:373:3,2011,55.775,15.325,Yes,86.633333
1501:455:373:4,2011,55.775,15.375,Yes,63.033333
1501:455:374:1,2011,55.725,15.425,Yes,13.7
1501:455:374:2,2011,55.725,15.475,Yes,9.033333
1501:455:374:3,2011,55.775,15.425,Yes,53.7
1501:455:374:4,2011,55.775,15.475,Yes,61.166667
1501:455:380:1,2011,55.825,15.025,Yes,12.066667
1501:455:380:2,2011,55.825,15.075,Yes,1
1501:455:380:3,2011,55.875,15.025,Yes,3.033333
1501:455:380:4,2011,55.875,15.075,Yes,25.066667
1501:455:381:1,2011,55.825,15.125,Yes,7.1
1501:455:381:2,2011,55.825,15.175,Yes,15.766667
1501:455:381:3,2011,55.875,15.125,Yes,19.466667
1501:455:381:4,2011,55.875,15.175,Yes,22.5
1501:455:382:1,2011,55.825,15.225,Yes,21.066667
1501:455:382:2,2011,55.825,15.275,Yes,52.066667
1501:455:382:3,2011,55.875,15.225,Yes,1
1501:455:383:1,2011,55.825,15.325,Yes,37.166667
1501:455:383:2,2011,55.825,15.375,Yes,34
1501:455:383:3,2011,55.875,15.325,Yes,2
1501:455:383:4,2011,55.875,15.375,Yes,3.033333
1501:455:384:1,2011,55.825,15.425,Yes,32.3
1501:455:384:2,2011,55.825,15.475,Yes,21.133333
1501:455:384:3,2011,55.875,15.425,Yes,12.133333
1501:455:384:4,2011,55.875,15.475,Yes,19.1
1501:455:391:2,2011,55.925,15.175,Yes,12.1
1501:455:392:1,2011,55.925,15.225,Yes,29.2
1501:455:392:2,2011,55.925,15.275,Yes,35.166667
1501:455:392:4,2011,55.975,15.275,Yes,12.066667
1501:455:393:1,2011,55.925,15.325,Yes,26.2
1501:455:393:2,2011,55.925,15.375,Yes,15.166667
1501:455:393:3,2011,55.975,15.325,Yes,76.566667
1501:455:393:4,2011,55.975,15.375,Yes,63.5
1501:455:394:1,2011,55.925,15.425,Yes,1
1501:455:394:2,2011,55.925,15.475,Yes,14.133333
1501:455:394:3,2011,55.975,15.425,Yes,103.133333
1501:455:394:4,2011,55.975,15.475,Yes,66.066667
1501:455:455:1,2011,55.525,15.525,Yes,6.1
1501:455:455:2,2011,55.525,15.575,Yes,6.033333
1501:455:455:3,2011,55.575,15.525,Yes,15.1
1501:455:455:4,2011,55.575,15.575,Yes,4.5
1501:455:456:1,2011,55.525,15.625,Yes,5.066667
1501:455:456:2,2011,55.525,15.675,Yes,1.322222
1501:455:456:3,2011,55.575,15.625,Yes,3.5
1501:455:456:4,2011,55.575,15.675,Yes,1.466667
1501:455:457:1,2011,55.525,15.725,Yes,4.611111
1501:455:457:2,2011,55.525,15.775,Yes,1.633333
1501:455:457:4,2011,55.575,15.775,Yes,3.711111
1501:455:458:1,2011,55.525,15.825,Yes,4.677778
1501:455:458:2,2011,55.525,15.875,Yes,2.272222
1501:455:458:3,2011,55.575,15.825,Yes,1.666667
1501:455:458:4,2011,55.575,15.875,Yes,3
1501:455:459:1,2011,55.525,15.925,Yes,2.605556
1501:455:459:2,2011,55.525,15.975,Yes,6.155556
1501:455:459:3,2011,55.575,15.925,Yes,6.055556
1501:455:459:4,2011,55.575,15.975,Yes,4.911111
1501:455:465:1,2011,55.625,15.525,Yes,14.133333
1501:455:465:2,2011,55.625,15.575,Yes,23.2
1501:455:465:3,2011,55.675,15.525,Yes,4.066667
1501:455:465:4,2011,55.675,15.575,Yes,13.033333
1501:455:466:1,2011,55.625,15.625,Yes,12.066667
1501:455:466:2,2011,55.625,15.675,Yes,7.9
1501:455:466:3,2011,55.675,15.625,Yes,10.033333
1501:455:466:4,2011,55.675,15.675,Yes,14.066667
1501:455:467:1,2011,55.625,15.725,Yes,16.1
1501:455:467:2,2011,55.625,15.775,Yes,13.877778
1501:455:467:3,2011,55.675,15.725,Yes,7.1
1501:455:467:4,2011,55.675,15.775,Yes,26.566667
1501:455:468:1,2011,55.625,15.825,Yes,14.944444
1501:455:468:2,2011,55.625,15.875,Yes,15.005556
1501:455:468:3,2011,55.675,15.825,Yes,27.3
1501:455:468:4,2011,55.675,15.875,Yes,16.15
1501:455:469:1,2011,55.625,15.925,Yes,16.916667
1501:455:469:2,2011,55.625,15.975,Yes,21.588889
1501:455:469:3,2011,55.675,15.925,Yes,17.583333
1501:455:469:4,2011,55.675,15.975,Yes,17
1501:455:475:1,2011,55.725,15.525,Yes,4.066667
1501:455:475:2,2011,55.725,15.575,Yes,5.033333
1501:455:475:3,2011,55.775,15.525,Yes,60.233333
1501:455:475:4,2011,55.775,15.575,Yes,46.8
1501:455:476:1,2011,55.725,15.625,Yes,5
1501:455:476:2,2011,55.725,15.675,Yes,15.066667
1501:455:476:3,2011,55.775,15.625,Yes,54.933333
1501:455:476:4,2011,55.775,15.675,Yes,19.566667
1501:455:477:1,2011,55.725,15.725,Yes,14.333333
1501:455:477:2,2011,55.725,15.775,Yes,9.933333
1501:455:477:3,2011,55.775,15.725,Yes,8.133333
1501:455:477:4,2011,55.775,15.775,Yes,12.033333
1501:455:478:1,2011,55.725,15.825,Yes,21.455556
1501:455:478:2,2011,55.725,15.875,Yes,5.066667
1501:455:478:3,2011,55.775,15.825,Yes,12.1
1501:455:478:4,2011,55.775,15.875,Yes,8.066667
1501:455:479:1,2011,55.725,15.925,Yes,11.644444
1501:455:479:2,2011,55.725,15.975,Yes,6.355556
1501:455:479:3,2011,55.775,15.925,Yes,4.066667
1501:455:479:4,2011,55.775,15.975,Yes,3.066667
1501:455:485:1,2011,55.825,15.525,Yes,15.1
1501:455:485:2,2011,55.825,15.575,Yes,4.033333
1501:455:485:3,2011,55.875,15.525,Yes,23.1
1501:455:485:4,2011,55.875,15.575,Yes,21.1
1501:455:486:2,2011,55.825,15.675,Yes,9.066667
1501:455:486:3,2011,55.875,15.625,Yes,0.966667
1501:455:486:4,2011,55.875,15.675,Yes,1.033333
1501:455:487:1,2011,55.825,15.725,Yes,22.1
1501:455:487:2,2011,55.825,15.775,Yes,28.3
1501:455:487:3,2011,55.875,15.725,Yes,1
1501:455:487:4,2011,55.875,15.775,Yes,1
1501:455:488:1,2011,55.825,15.825,Yes,31.066667
1501:455:488:2,2011,55.825,15.875,Yes,40.2
1501:455:488:4,2011,55.875,15.875,Yes,1
1501:455:489:1,2011,55.825,15.925,Yes,27.9
1501:455:489:2,2011,55.825,15.975,Yes,37.966667
1501:455:489:3,2011,55.875,15.925,Yes,2.033333
1501:455:489:4,2011,55.875,15.975,Yes,4.233333
1501:455:495:1,2011,55.925,15.525,Yes,5.033333
1501:455:495:2,2011,55.925,15.575,Yes,30.2
1501:455:495:3,2011,55.975,15.525,Yes,11.166667
1501:455:496:1,2011,55.925,15.625,Yes,1
1501:455:496:3,2011,55.975,15.625,Yes,1
1501:455:498:2,2011,55.925,15.875,Yes,1.033333
1501:455:498:3,2011,55.975,15.825,Yes,2.033333
1501:455:499:2,2011,55.925,15.975,Yes,1.033333
1501:456:100:1,2011,55.025,16.025,Yes,102.594444
1501:456:100:2,2011,55.025,16.075,Yes,78.183333
1501:456:100:3,2011,55.075,16.025,Yes,58.627778
1501:456:100:4,2011,55.075,16.075,Yes,66.222222
1501:456:101:1,2011,55.025,16.125,Yes,128.566667
1501:456:101:2,2011,55.025,16.175,Yes,96.694444
1501:456:101:3,2011,55.075,16.125,Yes,42.383333
1501:456:101:4,2011,55.075,16.175,Yes,61.65
1501:456:102:1,2011,55.025,16.225,Yes,83.355556
1501:456:102:2,2011,55.025,16.275,Yes,133.655556
1501:456:102:3,2011,55.075,16.225,Yes,68.122222
1501:456:102:4,2011,55.075,16.275,Yes,97.883333
1501:456:103:1,2011,55.025,16.325,Yes,111.511111
1501:456:103:2,2011,55.025,16.375,Yes,59.133333
1501:456:103:3,2011,55.075,16.325,Yes,72.777778
1501:456:103:4,2011,55.075,16.375,Yes,130.05
1501:456:104:1,2011,55.025,16.425,Yes,10.983333
1501:456:104:2,2011,55.025,16.475,Yes,2
1501:456:104:3,2011,55.075,16.425,Yes,80.633333
1501:456:104:4,2011,55.075,16.475,Yes,23.966667
1501:456:110:1,2011,55.125,16.025,Yes,43.488889
1501:456:110:2,2011,55.125,16.075,Yes,44.594444
1501:456:110:3,2011,55.175,16.025,Yes,36.844444
1501:456:110:4,2011,55.175,16.075,Yes,29.533333
1501:456:111:1,2011,55.125,16.125,Yes,36.788889
1501:456:111:2,2011,55.125,16.175,Yes,30.744444
1501:456:111:3,2011,55.175,16.125,Yes,21.433333
1501:456:111:4,2011,55.175,16.175,Yes,37.722222
1501:456:112:1,2011,55.125,16.225,Yes,41.038889
1501:456:112:2,2011,55.125,16.275,Yes,29.933333
1501:456:112:3,2011,55.175,16.225,Yes,37.555556
1501:456:112:4,2011,55.175,16.275,Yes,46.672222
1501:456:113:1,2011,55.125,16.325,Yes,51.594444
1501:456:113:2,2011,55.125,16.375,Yes,88.766667
1501:456:113:3,2011,55.175,16.325,Yes,60.916667
1501:456:113:4,2011,55.175,16.375,Yes,119.344444
1501:456:114:1,2011,55.125,16.425,Yes,78.666667
1501:456:114:2,2011,55.125,16.475,Yes,28.577778
1501:456:114:3,2011,55.175,16.425,Yes,65.855556
1501:456:114:4,2011,55.175,16.475,Yes,16.977778
1501:456:120:1,2011,55.225,16.025,Yes,32.577778
1501:456:120:2,2011,55.225,16.075,Yes,26.022222
1501:456:120:3,2011,55.275,16.025,Yes,14.533333
1501:456:120:4,2011,55.275,16.075,Yes,6.244444
1501:456:121:1,2011,55.225,16.125,Yes,21.916667
1501:456:121:2,2011,55.225,16.175,Yes,29.872222
1501:456:121:3,2011,55.275,16.125,Yes,8.588889
1501:456:121:4,2011,55.275,16.175,Yes,42.616667
1501:456:122:1,2011,55.225,16.225,Yes,45.305556
1501:456:122:2,2011,55.225,16.275,Yes,46.205556
1501:456:122:3,2011,55.275,16.225,Yes,38.594444
1501:456:122:4,2011,55.275,16.275,Yes,67.127778
1501:456:123:1,2011,55.225,16.325,Yes,57.1
1501:456:123:2,2011,55.225,16.375,Yes,82.361111
1501:456:123:3,2011,55.275,16.325,Yes,77.394444
1501:456:123:4,2011,55.275,16.375,Yes,76.783333
1501:456:124:1,2011,55.225,16.425,Yes,53.4
1501:456:124:2,2011,55.225,16.475,Yes,19.166667
1501:456:124:3,2011,55.275,16.425,Yes,47.672222
1501:456:124:4,2011,55.275,16.475,Yes,52.066667
1501:456:130:1,2011,55.325,16.025,Yes,7.972222
1501:456:130:2,2011,55.325,16.075,Yes,3.033333
1501:456:130:3,2011,55.375,16.025,Yes,4.966667
1501:456:130:4,2011,55.375,16.075,Yes,7.322222
1501:456:131:1,2011,55.325,16.125,Yes,6.322222
1501:456:131:2,2011,55.325,16.175,Yes,11.266667
1501:456:131:3,2011,55.375,16.125,Yes,9.611111
1501:456:131:4,2011,55.375,16.175,Yes,15.638889
1501:456:132:1,2011,55.325,16.225,Yes,38.755556
1501:456:132:2,2011,55.325,16.275,Yes,67.116667
1501:456:132:3,2011,55.375,16.225,Yes,26.2
1501:456:132:4,2011,55.375,16.275,Yes,62.427778
1501:456:133:1,2011,55.325,16.325,Yes,96.466667
1501:456:133:2,2011,55.325,16.375,Yes,92.372222
1501:456:133:3,2011,55.375,16.325,Yes,95.966667
1501:456:133:4,2011,55.375,16.375,Yes,88.766667
1501:456:134:1,2011,55.325,16.425,Yes,77.577778
1501:456:134:2,2011,55.325,16.475,Yes,72.166667
1501:456:134:3,2011,55.375,16.425,Yes,63.711111
1501:456:134:4,2011,55.375,16.475,Yes,66.522222
1501:456:140:1,2011,55.425,16.025,Yes,4.638889
1501:456:140:2,2011,55.425,16.075,Yes,7.033333
1501:456:140:3,2011,55.475,16.025,Yes,5.266667
1501:456:140:4,2011,55.475,16.075,Yes,7.505556
1501:456:141:1,2011,55.425,16.125,Yes,4.955556
1501:456:141:2,2011,55.425,16.175,Yes,13.955556
1501:456:141:3,2011,55.475,16.125,Yes,5.905556
1501:456:141:4,2011,55.475,16.175,Yes,6.877778
1501:456:142:1,2011,55.425,16.225,Yes,29.611111
1501:456:142:2,2011,55.425,16.275,Yes,62.661111
1501:456:142:3,2011,55.475,16.225,Yes,23.466667
1501:456:142:4,2011,55.475,16.275,Yes,51.433333
1501:456:143:1,2011,55.425,16.325,Yes,88.172222
1501:456:143:2,2011,55.425,16.375,Yes,81.577778
1501:456:143:3,2011,55.475,16.325,Yes,66.277778
1501:456:143:4,2011,55.475,16.375,Yes,75.533333
1501:456:144:1,2011,55.425,16.425,Yes,88.672222
1501:456:144:2,2011,55.425,16.475,Yes,92.955556
1501:456:144:3,2011,55.475,16.425,Yes,75.255556
1501:456:144:4,2011,55.475,16.475,Yes,77.844444
1501:456:205:1,2011,55.025,16.525,Yes,1
1501:456:205:3,2011,55.075,16.525,Yes,2.533333
1501:456:205:4,2011,55.075,16.575,Yes,5.033333
1501:456:206:2,2011,55.025,16.675,Yes,1.033333
1501:456:206:3,2011,55.075,16.625,Yes,2
1501:456:206:4,2011,55.075,16.675,Yes,1
1501:456:208:3,2011,55.075,16.825,Yes,1.483333
1501:456:215:1,2011,55.125,16.525,Yes,20.555556
1501:456:215:2,2011,55.125,16.575,Yes,3.85
1501:456:215:3,2011,55.175,16.525,Yes,17.727778
1501:456:215:4,2011,55.175,16.575,Yes,21.3
1501:456:216:1,2011,55.125,16.625,Yes,2.9
1501:456:216:2,2011,55.125,16.675,Yes,1.383333
1501:456:216:3,2011,55.175,16.625,Yes,22.666667
1501:456:216:4,2011,55.175,16.675,Yes,36.983333
1501:456:217:1,2011,55.125,16.725,Yes,1
1501:456:217:3,2011,55.175,16.725,Yes,36.6
1501:456:217:4,2011,55.175,16.775,Yes,55.566667
1501:456:218:1,2011,55.125,16.825,Yes,1
1501:456:218:2,2011,55.125,16.875,Yes,1
1501:456:218:3,2011,55.175,16.825,Yes,46.916667
1501:456:218:4,2011,55.175,16.875,Yes,46.533333
1501:456:219:3,2011,55.175,16.925,Yes,36.783333
1501:456:219:4,2011,55.175,16.975,Yes,39.733333
1501:456:225:1,2011,55.225,16.525,Yes,42.4
1501:456:225:2,2011,55.225,16.575,Yes,31.244444
1501:456:225:3,2011,55.275,16.525,Yes,78.761111
1501:456:225:4,2011,55.275,16.575,Yes,92
1501:456:226:1,2011,55.225,16.625,Yes,41.566667
1501:456:226:2,2011,55.225,16.675,Yes,63.583333
1501:456:226:3,2011,55.275,16.625,Yes,86.283333
1501:456:226:4,2011,55.275,16.675,Yes,102.3
1501:456:227:1,2011,55.225,16.725,Yes,88.35
1501:456:227:2,2011,55.225,16.775,Yes,110.344444
1501:456:227:3,2011,55.275,16.725,Yes,120.35
1501:456:227:4,2011,55.275,16.775,Yes,104.383333
1501:456:228:1,2011,55.225,16.825,Yes,187.683333
1501:456:228:2,2011,55.225,16.875,Yes,177.255556
1501:456:228:3,2011,55.275,16.825,Yes,117.022222
1501:456:228:4,2011,55.275,16.875,Yes,130.172222
1501:456:229:1,2011,55.225,16.925,Yes,215.161111
1501:456:229:2,2011,55.225,16.975,Yes,235.633333
1501:456:229:3,2011,55.275,16.925,Yes,118.438889
1501:456:229:4,2011,55.275,16.975,Yes,159.416667
1501:456:235:1,2011,55.325,16.525,Yes,65.666667
1501:456:235:2,2011,55.325,16.575,Yes,129.355556
1501:456:235:3,2011,55.375,16.525,Yes,38.633333
1501:456:235:4,2011,55.375,16.575,Yes,42.85
