c_square,year,mid_lat,mid_lon,Reported,fishing_ho
1501:458:142:2,2011,55.425,18.275,Yes,232.922222
1501:458:142:3,2011,55.475,18.225,Yes,17.033333
1501:458:142:4,2011,55.475,18.275,Yes,118.977778
1501:458:143:1,2011,55.425,18.325,Yes,352.977778
1501:458:143:2,2011,55.425,18.375,Yes,392.472222
1501:458:143:3,2011,55.475,18.325,Yes,172.322222
1501:458:143:4,2011,55.475,18.375,Yes,242.594444
1501:458:144:1,2011,55.425,18.425,Yes,437.205556
1501:458:144:2,2011,55.425,18.475,Yes,494.944444
1501:458:144:3,2011,55.475,18.425,Yes,427.183333
1501:458:144:4,2011,55.475,18.475,Yes,475.294444
1501:458:205:1,2011,55.025,18.525,Yes,114.7
1501:458:205:2,2011,55.025,18.575,Yes,97.483333
1501:458:205:3,2011,55.075,18.525,Yes,148.338889
1501:458:205:4,2011,55.075,18.575,Yes,352.522222
1501:458:206:1,2011,55.025,18.625,Yes,286.6
1501:458:206:2,2011,55.025,18.675,Yes,403.466667
1501:458:206:3,2011,55.075,18.625,Yes,357.622222
1501:458:206:4,2011,55.075,18.675,Yes,263.983333
1501:458:207:1,2011,55.025,18.725,Yes,238.85
1501:458:207:2,2011,55.025,18.775,Yes,107.95
1501:458:207:3,2011,55.075,18.725,Yes,192.75
1501:458:207:4,2011,55.075,18.775,Yes,172.066667
1501:458:208:1,2011,55.025,18.825,Yes,48.916667
1501:458:208:2,2011,55.025,18.875,Yes,25.283333
1501:458:208:3,2011,55.075,18.825,Yes,90.983333
1501:458:208:4,2011,55.075,18.875,Yes,46.8
1501:458:209:1,2011,55.025,18.925,Yes,28.633333
1501:458:209:2,2011,55.025,18.975,Yes,47.2
1501:458:209:3,2011,55.075,18.925,Yes,14.95
1501:458:209:4,2011,55.075,18.975,Yes,23.116667
1501:458:215:1,2011,55.125,18.525,Yes,335.683333
1501:458:215:2,2011,55.125,18.575,Yes,323.433333
1501:458:215:3,2011,55.175,18.525,Yes,320.5
1501:458:215:4,2011,55.175,18.575,Yes,171.65
1501:458:216:1,2011,55.125,18.625,Yes,176.733333
1501:458:216:2,2011,55.125,18.675,Yes,259.716667
1501:458:216:3,2011,55.175,18.625,Yes,133.877778
1501:458:216:4,2011,55.175,18.675,Yes,234.216667
1501:458:217:1,2011,55.125,18.725,Yes,194.45
1501:458:217:2,2011,55.125,18.775,Yes,228.316667
1501:458:217:3,2011,55.175,18.725,Yes,127.75
1501:458:217:4,2011,55.175,18.775,Yes,186.666667
1501:458:218:1,2011,55.125,18.825,Yes,109.066667
1501:458:218:2,2011,55.125,18.875,Yes,60.366667
1501:458:218:3,2011,55.175,18.825,Yes,201.55
1501:458:218:4,2011,55.175,18.875,Yes,84.483333
1501:458:219:1,2011,55.125,18.925,Yes,12.1
1501:458:219:2,2011,55.125,18.975,Yes,33.833333
1501:458:219:3,2011,55.175,18.925,Yes,66.35
1501:458:219:4,2011,55.175,18.975,Yes,89.916667
1501:458:225:1,2011,55.225,18.525,Yes,180.566667
1501:458:225:2,2011,55.225,18.575,Yes,149.838889
1501:458:225:3,2011,55.275,18.525,Yes,179.116667
1501:458:225:4,2011,55.275,18.575,Yes,184.327778
1501:458:226:1,2011,55.225,18.625,Yes,150.586111
1501:458:226:2,2011,55.225,18.675,Yes,157.705556
1501:458:226:3,2011,55.275,18.625,Yes,191.625
1501:458:226:4,2011,55.275,18.675,Yes,245.366667
1501:458:227:1,2011,55.225,18.725,Yes,231.216667
1501:458:227:2,2011,55.225,18.775,Yes,231.75
1501:458:227:3,2011,55.275,18.725,Yes,280.294444
1501:458:227:4,2011,55.275,18.775,Yes,265.6
1501:458:228:1,2011,55.225,18.825,Yes,185.1
1501:458:228:2,2011,55.225,18.875,Yes,95.566667
1501:458:228:3,2011,55.275,18.825,Yes,329.616667
1501:458:228:4,2011,55.275,18.875,Yes,291.783333
1501:458:229:1,2011,55.225,18.925,Yes,74.05
1501:458:229:2,2011,55.225,18.975,Yes,103.1
1501:458:229:3,2011,55.275,18.925,Yes,155.95
1501:458:229:4,2011,55.275,18.975,Yes,135.3
1501:458:235:1,2011,55.325,18.525,Yes,303.716667
1501:458:235:2,2011,55.325,18.575,Yes,333.983333
1501:458:235:3,2011,55.375,18.525,Yes,385.288889
1501:458:235:4,2011,55.375,18.575,Yes,451.261111
1501:458:236:1,2011,55.325,18.625,Yes,256.977778
1501:458:236:2,2011,55.325,18.675,Yes,365.555556
1501:458:236:3,2011,55.375,18.625,Yes,243.377778
1501:458:236:4,2011,55.375,18.675,Yes,185.608333
1501:458:237:1,2011,55.325,18.725,Yes,308.077778
1501:458:237:2,2011,55.325,18.775,Yes,351.872222
1501:458:237:3,2011,55.375,18.725,Yes,160.666667
1501:458:237:4,2011,55.375,18.775,Yes,207.205556
1501:458:238:1,2011,55.325,18.825,Yes,321.544444
1501:458:238:2,2011,55.325,18.875,Yes,352.716667
1501:458:238:3,2011,55.375,18.825,Yes,380.555556
1501:458:238:4,2011,55.375,18.875,Yes,372.283333
1501:458:239:1,2011,55.325,18.925,Yes,339.333333
1501:458:239:2,2011,55.325,18.975,Yes,186.733333
1501:458:239:3,2011,55.375,18.925,Yes,483.55
1501:458:239:4,2011,55.375,18.975,Yes,339.6
1501:458:245:1,2011,55.425,18.525,Yes,501.394444
1501:458:245:2,2011,55.425,18.575,Yes,540.722222
1501:458:245:3,2011,55.475,18.525,Yes,582.855556
1501:458:245:4,2011,55.475,18.575,Yes,585.483333
1501:458:246:1,2011,55.425,18.625,Yes,317.227778
1501:458:246:2,2011,55.425,18.675,Yes,156.488889
1501:458:246:3,2011,55.475,18.625,Yes,551.561111
1501:458:246:4,2011,55.475,18.675,Yes,262.272222
1501:458:247:1,2011,55.425,18.725,Yes,165.011111
1501:458:247:2,2011,55.425,18.775,Yes,164.038889
1501:458:247:3,2011,55.475,18.725,Yes,234.833333
1501:458:247:4,2011,55.475,18.775,Yes,279.766667
1501:458:248:1,2011,55.425,18.825,Yes,212.616667
1501:458:248:2,2011,55.425,18.875,Yes,344.266667
1501:458:248:3,2011,55.475,18.825,Yes,227
1501:458:248:4,2011,55.475,18.875,Yes,290.016667
1501:458:249:1,2011,55.425,18.925,Yes,496.466667
1501:458:249:2,2011,55.425,18.975,Yes,326.533333
1501:458:249:3,2011,55.475,18.925,Yes,236.516667
1501:458:249:4,2011,55.475,18.975,Yes,153.033333
1501:458:350:1,2011,55.525,18.025,Yes,56
1501:458:350:2,2011,55.525,18.075,Yes,67
1501:458:350:3,2011,55.575,18.025,Yes,75.311111
1501:458:350:4,2011,55.575,18.075,Yes,42.666667
1501:458:351:1,2011,55.525,18.125,Yes,74
1501:458:351:2,2011,55.525,18.175,Yes,16
1501:458:351:3,2011,55.575,18.125,Yes,14.1
1501:458:351:4,2011,55.575,18.175,Yes,11.966667
1501:458:352:1,2011,55.525,18.225,Yes,13.033333
1501:458:352:2,2011,55.525,18.275,Yes,37.755556
1501:458:352:3,2011,55.575,18.225,Yes,8
1501:458:352:4,2011,55.575,18.275,Yes,5.033333
1501:458:353:1,2011,55.525,18.325,Yes,37.044444
1501:458:353:2,2011,55.525,18.375,Yes,70.833333
1501:458:353:3,2011,55.575,18.325,Yes,8.1
1501:458:353:4,2011,55.575,18.375,Yes,7.955556
1501:458:354:1,2011,55.525,18.425,Yes,232.763889
1501:458:354:2,2011,55.525,18.475,Yes,490.705556
1501:458:354:3,2011,55.575,18.425,Yes,31.988889
1501:458:354:4,2011,55.575,18.475,Yes,170.211111
1501:458:360:1,2011,55.625,18.025,Yes,39.955556
1501:458:360:2,2011,55.625,18.075,Yes,46.227778
1501:458:360:3,2011,55.675,18.025,Yes,2
1501:458:360:4,2011,55.675,18.075,Yes,7.033333
1501:458:361:1,2011,55.625,18.125,Yes,6.522222
1501:458:361:2,2011,55.625,18.175,Yes,2.033333
1501:458:361:3,2011,55.675,18.125,Yes,3.033333
1501:458:362:2,2011,55.625,18.275,Yes,1
1501:458:362:3,2011,55.675,18.225,Yes,2
1501:458:363:1,2011,55.625,18.325,Yes,4
1501:458:363:2,2011,55.625,18.375,Yes,2
1501:458:364:1,2011,55.625,18.425,Yes,1
1501:458:364:2,2011,55.625,18.475,Yes,56.966667
1501:458:371:1,2011,55.725,18.125,Yes,2.033333
1501:458:371:3,2011,55.775,18.125,Yes,1.833333
1501:458:372:1,2011,55.725,18.225,Yes,1.033333
1501:458:374:2,2011,55.725,18.475,Yes,5.966667
1501:458:380:1,2011,55.825,18.025,Yes,3.266667
1501:458:380:2,2011,55.825,18.075,Yes,0.783333
1501:458:380:3,2011,55.875,18.025,Yes,1.316667
1501:458:380:4,2011,55.875,18.075,Yes,3.866667
1501:458:381:2,2011,55.825,18.175,Yes,1
1501:458:381:3,2011,55.875,18.125,Yes,0.783333
1501:458:382:3,2011,55.875,18.225,Yes,2
1501:458:384:1,2011,55.825,18.425,Yes,5
1501:458:384:3,2011,55.875,18.425,Yes,5
1501:458:390:2,2011,55.925,18.075,Yes,3.583333
1501:458:391:1,2011,55.925,18.125,Yes,2.883333
1501:458:391:2,2011,55.925,18.175,Yes,1
1501:458:391:3,2011,55.975,18.125,Yes,2.95
1501:458:391:4,2011,55.975,18.175,Yes,0.966667
1501:458:394:2,2011,55.925,18.475,Yes,5
1501:458:394:3,2011,55.975,18.425,Yes,5
1501:458:455:1,2011,55.525,18.525,Yes,552.222222
1501:458:455:2,2011,55.525,18.575,Yes,181.755556
1501:458:455:3,2011,55.575,18.525,Yes,447.494444
1501:458:455:4,2011,55.575,18.575,Yes,234.038889
1501:458:456:1,2011,55.525,18.625,Yes,440.833333
1501:458:456:2,2011,55.525,18.675,Yes,453.75
1501:458:456:3,2011,55.575,18.625,Yes,188.666667
1501:458:456:4,2011,55.575,18.675,Yes,250.483333
1501:458:457:1,2011,55.525,18.725,Yes,258.016667
1501:458:457:2,2011,55.525,18.775,Yes,226.866667
1501:458:457:3,2011,55.575,18.725,Yes,252.05
1501:458:457:4,2011,55.575,18.775,Yes,218.433333
1501:458:458:1,2011,55.525,18.825,Yes,178.6
1501:458:458:2,2011,55.525,18.875,Yes,133.533333
1501:458:458:3,2011,55.575,18.825,Yes,108
1501:458:458:4,2011,55.575,18.875,Yes,38.533333
1501:458:459:1,2011,55.525,18.925,Yes,94
1501:458:459:2,2011,55.525,18.975,Yes,174.5
1501:458:459:3,2011,55.575,18.925,Yes,48
1501:458:459:4,2011,55.575,18.975,Yes,72
1501:458:465:1,2011,55.625,18.525,Yes,79.472222
1501:458:465:2,2011,55.625,18.575,Yes,30.633333
1501:458:465:3,2011,55.675,18.525,Yes,19.283333
1501:458:465:4,2011,55.675,18.575,Yes,30.5
1501:458:466:1,2011,55.625,18.625,Yes,129
1501:458:466:2,2011,55.625,18.675,Yes,79.033333
1501:458:466:3,2011,55.675,18.625,Yes,108
1501:458:466:4,2011,55.675,18.675,Yes,59.5
1501:458:467:1,2011,55.625,18.725,Yes,60.1
1501:458:467:2,2011,55.625,18.775,Yes,79.7
1501:458:467:3,2011,55.675,18.725,Yes,4
1501:458:467:4,2011,55.675,18.775,Yes,8.5
1501:458:468:1,2011,55.625,18.825,Yes,17.066667
1501:458:468:2,2011,55.625,18.875,Yes,15
1501:458:468:3,2011,55.675,18.825,Yes,4.033333
1501:458:468:4,2011,55.675,18.875,Yes,5
1501:458:469:1,2011,55.625,18.925,Yes,29.533333
1501:458:469:2,2011,55.625,18.975,Yes,16
1501:458:469:3,2011,55.675,18.925,Yes,12.5
1501:458:469:4,2011,55.675,18.975,Yes,7
1501:458:475:2,2011,55.725,18.575,Yes,2
1501:458:476:1,2011,55.725,18.625,Yes,6
1501:458:476:2,2011,55.725,18.675,Yes,29
1501:458:477:1,2011,55.725,18.725,Yes,22
1501:458:477:2,2011,55.725,18.775,Yes,12
1501:458:477:3,2011,55.775,18.725,Yes,9.5
1501:458:477:4,2011,55.775,18.775,Yes,29
1501:458:478:1,2011,55.725,18.825,Yes,1
1501:458:478:2,2011,55.725,18.875,Yes,1
1501:458:478:3,2011,55.775,18.825,Yes,7
1501:458:478:4,2011,55.775,18.875,Yes,5
1501:458:479:1,2011,55.725,18.925,Yes,2
1501:458:479:2,2011,55.725,18.975,Yes,5
1501:458:479:3,2011,55.775,18.925,Yes,5
1501:458:479:4,2011,55.775,18.975,Yes,3
1501:458:488:2,2011,55.825,18.875,Yes,6
1501:458:489:1,2011,55.825,18.925,Yes,7
1501:458:489:2,2011,55.825,18.975,Yes,25
1501:458:489:3,2011,55.875,18.925,Yes,15
1501:458:498:3,2011,55.975,18.825,Yes,5
1501:458:499:1,2011,55.925,18.925,Yes,11
1501:458:499:2,2011,55.925,18.975,Yes,6
1501:459:100:1,2011,55.025,19.025,Yes,78.45
1501:459:100:2,2011,55.025,19.075,Yes,37.916667
1501:459:100:3,2011,55.075,19.025,Yes,59.3
1501:459:100:4,2011,55.075,19.075,Yes,53.716667
1501:459:101:1,2011,55.025,19.125,Yes,38.966667
1501:459:101:2,2011,55.025,19.175,Yes,42.416667
1501:459:101:3,2011,55.075,19.125,Yes,54.866667
1501:459:101:4,2011,55.075,19.175,Yes,62.283333
1501:459:102:1,2011,55.025,19.225,Yes,16.5
1501:459:102:3,2011,55.075,19.225,Yes,3
1501:459:110:1,2011,55.125,19.025,Yes,56.416667
1501:459:110:2,2011,55.125,19.075,Yes,79.183333
1501:459:110:3,2011,55.175,19.025,Yes,57
1501:459:110:4,2011,55.175,19.075,Yes,82.4
1501:459:111:1,2011,55.125,19.125,Yes,52.95
1501:459:111:2,2011,55.125,19.175,Yes,53
1501:459:111:3,2011,55.175,19.125,Yes,98.5
1501:459:111:4,2011,55.175,19.175,Yes,7.5
1501:459:120:1,2011,55.225,19.025,Yes,85.333333
1501:459:120:2,2011,55.225,19.075,Yes,111.566667
1501:459:120:3,2011,55.275,19.025,Yes,112.95
1501:459:120:4,2011,55.275,19.075,Yes,78.033333
1501:459:121:1,2011,55.225,19.125,Yes,63.5
1501:459:121:3,2011,55.275,19.125,Yes,7
1501:459:121:4,2011,55.275,19.175,Yes,5
1501:459:130:1,2011,55.325,19.025,Yes,90.7
1501:459:130:2,2011,55.325,19.075,Yes,52.033333
1501:459:130:3,2011,55.375,19.025,Yes,69.066667
1501:459:130:4,2011,55.375,19.075,Yes,4
1501:459:140:1,2011,55.425,19.025,Yes,76.983333
1501:459:140:3,2011,55.475,19.025,Yes,22
1501:459:141:1,2011,55.425,19.125,Yes,1
1501:459:142:1,2011,55.425,19.225,Yes,1
1501:459:143:3,2011,55.475,19.325,Yes,1
1501:459:350:1,2011,55.525,19.025,Yes,22.533333
1501:459:350:3,2011,55.575,19.025,Yes,4
1501:459:351:2,2011,55.525,19.175,Yes,1
1501:459:352:1,2011,55.525,19.225,Yes,1
1501:459:374:4,2011,55.775,19.475,Yes,4
1501:459:381:3,2011,55.875,19.125,Yes,3
1501:459:381:4,2011,55.875,19.175,Yes,15
1501:459:382:2,2011,55.825,19.275,Yes,2
1501:459:382:3,2011,55.875,19.225,Yes,18
1501:459:382:4,2011,55.875,19.275,Yes,19
1501:459:383:1,2011,55.825,19.325,Yes,4
1501:459:383:2,2011,55.825,19.375,Yes,2.466667
1501:459:383:3,2011,55.875,19.325,Yes,17
1501:459:383:4,2011,55.875,19.375,Yes,1
1501:459:384:1,2011,55.825,19.425,Yes,2.466667
1501:459:384:2,2011,55.825,19.475,Yes,1.233333
1501:459:384:4,2011,55.875,19.475,Yes,1.2
1501:459:390:1,2011,55.925,19.025,Yes,6
1501:459:390:2,2011,55.925,19.075,Yes,17
1501:459:390:3,2011,55.975,19.025,Yes,1
1501:459:390:4,2011,55.975,19.075,Yes,1
1501:459:391:1,2011,55.925,19.125,Yes,9.5
1501:459:391:2,2011,55.925,19.175,Yes,34
1501:459:391:4,2011,55.975,19.175,Yes,2
1501:459:392:1,2011,55.925,19.225,Yes,25
1501:459:392:2,2011,55.925,19.275,Yes,10
1501:459:392:3,2011,55.975,19.225,Yes,14
1501:459:392:4,2011,55.975,19.275,Yes,51.5
1501:459:393:1,2011,55.925,19.325,Yes,5
1501:459:393:3,2011,55.975,19.325,Yes,28
1501:459:393:4,2011,55.975,19.375,Yes,6
1501:459:394:3,2011,55.975,19.425,Yes,1
1501:459:394:4,2011,55.975,19.475,Yes,5
1501:459:466:4,2011,55.675,19.675,Yes,1
1501:459:467:3,2011,55.675,19.725,Yes,9
1501:459:467:4,2011,55.675,19.775,Yes,39
1501:459:468:2,2011,55.625,19.875,Yes,7
1501:459:468:3,2011,55.675,19.825,Yes,59
1501:459:468:4,2011,55.675,19.875,Yes,79.5
1501:459:469:1,2011,55.625,19.925,Yes,35
1501:459:469:2,2011,55.625,19.975,Yes,54
1501:459:469:3,2011,55.675,19.925,Yes,66
1501:459:469:4,2011,55.675,19.975,Yes,36
1501:459:475:2,2011,55.725,19.575,Yes,6
1501:459:475:3,2011,55.775,19.525,Yes,8
1501:459:475:4,2011,55.775,19.575,Yes,18
1501:459:476:1,2011,55.725,19.625,Yes,53
1501:459:476:2,2011,55.725,19.675,Yes,77
1501:459:476:3,2011,55.775,19.625,Yes,19
1501:459:476:4,2011,55.775,19.675,Yes,10
1501:459:477:1,2011,55.725,19.725,Yes,107
1501:459:477:2,2011,55.725,19.775,Yes,96.5
1501:459:477:3,2011,55.775,19.725,Yes,6
1501:459:477:4,2011,55.775,19.775,Yes,2
1501:459:478:1,2011,55.725,19.825,Yes,60.5
1501:459:478:2,2011,55.725,19.875,Yes,64
1501:459:478:3,2011,55.775,19.825,Yes,11
1501:459:478:4,2011,55.775,19.875,Yes,2
1501:459:479:1,2011,55.725,19.925,Yes,67
1501:459:479:2,2011,55.725,19.975,Yes,16.5
1501:459:479:3,2011,55.775,19.925,Yes,1
1501:459:479:4,2011,55.775,19.975,Yes,8
1501:459:485:1,2011,55.825,19.525,Yes,0.9
1501:459:485:2,2011,55.825,19.575,Yes,0.466667
1501:459:485:3,2011,55.875,19.525,Yes,1.933333
1501:459:485:4,2011,55.875,19.575,Yes,0.933333
1501:459:486:1,2011,55.825,19.625,Yes,2
1501:459:486:3,2011,55.875,19.625,Yes,0.5
1501:459:486:4,2011,55.875,19.675,Yes,0.466667
1501:459:487:3,2011,55.875,19.725,Yes,1
1501:459:488:2,2011,55.825,19.875,Yes,1
1501:459:488:3,2011,55.875,19.825,Yes,1
1501:459:488:4,2011,55.875,19.875,Yes,3
1501:459:489:1,2011,55.825,19.925,Yes,6
1501:459:489:2,2011,55.825,19.975,Yes,33.5
1501:459:489:3,2011,55.875,19.925,Yes,6
1501:459:489:4,2011,55.875,19.975,Yes,27
1501:459:495:2,2011,55.925,19.575,Yes,5
1501:459:497:1,2011,55.925,19.725,Yes,0.733333
1501:459:497:2,2011,55.925,19.775,Yes,0.733333
1501:459:497:3,2011,55.975,19.725,Yes,2.5
1501:459:497:4,2011,55.975,19.775,Yes,5
1501:459:498:3,2011,55.975,19.825,Yes,0.7
1501:459:499:2,2011,55.925,19.975,Yes,18
1501:465:103:2,2011,56.025,15.375,Yes,10.033333
1501:465:104:1,2011,56.025,15.425,Yes,11.1
1501:465:104:2,2011,56.025,15.475,Yes,2
1501:465:205:4,2011,56.075,15.575,Yes,1.233333
1501:465:206:1,2011,56.025,15.625,Yes,0.5
1501:465:207:1,2011,56.025,15.725,Yes,1.033333
1501:465:208:2,2011,56.025,15.875,Yes,1.033333
1501:465:209:2,2011,56.025,15.975,Yes,1.033333
1501:466:100:2,2011,56.025,16.075,Yes,1
1501:466:101:2,2011,56.025,16.175,Yes,1
1501:466:208:2,2011,56.025,16.875,Yes,1.033333
1501:466:209:1,2011,56.025,16.925,Yes,1
1501:466:209:4,2011,56.075,16.975,Yes,2
1501:467:140:3,2011,56.475,17.025,Yes,10
1501:467:140:4,2011,56.475,17.075,Yes,5
1501:467:144:1,2011,56.425,17.425,Yes,0.016667
1501:467:206:1,2011,56.025,17.625,Yes,2.311111
1501:467:206:2,2011,56.025,17.675,Yes,3.916667
1501:467:206:3,2011,56.075,17.625,Yes,3.883333
1501:467:206:4,2011,56.075,17.675,Yes,3.416667
1501:467:207:2,2011,56.025,17.775,Yes,1
1501:467:207:3,2011,56.075,17.725,Yes,1.383333
1501:467:208:3,2011,56.075,17.825,Yes,1.466667
1501:467:208:4,2011,56.075,17.875,Yes,1
1501:467:216:1,2011,56.125,17.625,Yes,1.966667
1501:467:216:2,2011,56.125,17.675,Yes,8.633333
1501:467:216:3,2011,56.175,17.625,Yes,1.916667
1501:467:217:1,2011,56.125,17.725,Yes,8.5
1501:467:217:2,2011,56.125,17.775,Yes,8.766667
1501:467:217:3,2011,56.175,17.725,Yes,1.316667
1501:467:218:1,2011,56.125,17.825,Yes,5.433333
1501:467:218:2,2011,56.125,17.875,Yes,3.85
1501:467:219:1,2011,56.125,17.925,Yes,1
1501:467:219:2,2011,56.125,17.975,Yes,1.833333
1501:467:351:1,2011,56.525,17.125,Yes,7.5
1501:467:351:3,2011,56.575,17.125,Yes,5
1501:467:351:4,2011,56.575,17.175,Yes,15
1501:467:352:3,2011,56.575,17.225,Yes,7.5
1501:467:361:2,2011,56.625,17.175,Yes,7.5
1501:467:362:2,2011,56.625,17.275,Yes,15
1501:467:363:3,2011,56.675,17.325,Yes,10
1501:467:363:4,2011,56.675,17.375,Yes,5
1501:467:372:1,2011,56.725,17.225,Yes,5
1501:467:372:2,2011,56.725,17.275,Yes,10
1501:467:372:3,2011,56.775,17.225,Yes,2.5
1501:467:373:1,2011,56.725,17.325,Yes,5
1501:467:373:2,2011,56.725,17.375,Yes,10
1501:467:373:3,2011,56.775,17.325,Yes,5
1501:467:374:3,2011,56.775,17.425,Yes,2.5
1501:467:382:2,2011,56.825,17.275,Yes,10
1501:467:383:2,2011,56.825,17.375,Yes,5
1501:467:383:3,2011,56.875,17.325,Yes,5
1501:467:465:3,2011,56.675,17.525,Yes,5
1501:467:466:3,2011,56.675,17.625,Yes,5
1501:467:475:3,2011,56.775,17.525,Yes,5
1501:467:476:2,2011,56.725,17.675,Yes,5
1501:467:476:3,2011,56.775,17.625,Yes,5
1501:468:100:2,2011,56.025,18.075,Yes,2.116667
1501:468:101:1,2011,56.025,18.125,Yes,1.916667
1501:468:101:2,2011,56.025,18.175,Yes,1.933333
1501:468:101:3,2011,56.075,18.125,Yes,2.866667
1501:468:102:1,2011,56.025,18.225,Yes,7.316667
1501:468:102:3,2011,56.075,18.225,Yes,4.883333
1501:468:104:2,2011,56.025,18.475,Yes,10
1501:468:111:2,2011,56.125,18.175,Yes,1
1501:468:112:1,2011,56.125,18.225,Yes,1
1501:468:113:1,2011,56.125,18.325,Yes,1.033333
1501:468:114:1,2011,56.125,18.425,Yes,5
1501:468:206:3,2011,56.075,18.625,Yes,1
1501:468:216:1,2011,56.125,18.625,Yes,1
1501:468:216:2,2011,56.125,18.675,Yes,1.033333
1501:468:225:4,2011,56.275,18.575,Yes,5
1501:468:229:1,2011,56.225,18.925,Yes,0.333333
1501:468:229:2,2011,56.225,18.975,Yes,1.316667
1501:468:229:3,2011,56.275,18.925,Yes,1.322222
1501:468:229:4,2011,56.275,18.975,Yes,0.961111
1501:468:235:2,2011,56.325,18.575,Yes,2
1501:468:236:3,2011,56.375,18.625,Yes,6
1501:468:237:3,2011,56.375,18.725,Yes,2
1501:468:237:4,2011,56.375,18.775,Yes,5
1501:468:238:2,2011,56.325,18.875,Yes,2
1501:468:238:3,2011,56.375,18.825,Yes,1
1501:468:239:1,2011,56.325,18.925,Yes,0.966667
1501:468:239:2,2011,56.325,18.975,Yes,1.355556
1501:468:239:3,2011,56.375,18.925,Yes,1
1501:468:239:4,2011,56.375,18.975,Yes,0.661111
1501:468:246:1,2011,56.425,18.625,Yes,1
1501:468:246:2,2011,56.425,18.675,Yes,2.5
1501:468:246:4,2011,56.475,18.675,Yes,6
1501:468:247:1,2011,56.425,18.725,Yes,5
1501:468:247:3,2011,56.475,18.725,Yes,1
1501:468:247:4,2011,56.475,18.775,Yes,6
1501:468:248:2,2011,56.425,18.875,Yes,1.933333
1501:468:248:3,2011,56.475,18.825,Yes,6.338889
1501:468:248:4,2011,56.475,18.875,Yes,1
1501:468:249:1,2011,56.425,18.925,Yes,0.566667
1501:468:249:2,2011,56.425,18.975,Yes,1.322222
1501:468:249:4,2011,56.475,18.975,Yes,0.7
1501:468:457:2,2011,56.525,18.775,Yes,1
1501:468:458:1,2011,56.525,18.825,Yes,3
1501:468:458:2,2011,56.525,18.875,Yes,9.666667
1501:468:458:4,2011,56.575,18.875,Yes,9.838889
1501:468:459:1,2011,56.525,18.925,Yes,2
1501:468:459:2,2011,56.525,18.975,Yes,1.277778
1501:468:459:3,2011,56.575,18.925,Yes,3.85
1501:468:459:4,2011,56.575,18.975,Yes,4.644444
1501:468:468:2,2011,56.625,18.875,Yes,3.066667
1501:468:469:1,2011,56.625,18.925,Yes,16.761111
1501:468:469:2,2011,56.625,18.975,Yes,5.366667
1501:468:469:3,2011,56.675,18.925,Yes,4.2
1501:468:469:4,2011,56.675,18.975,Yes,4.3
1501:468:478:2,2011,56.725,18.875,Yes,1
1501:468:478:3,2011,56.775,18.825,Yes,3.338889
1501:468:478:4,2011,56.775,18.875,Yes,8.494444
1501:468:479:1,2011,56.725,18.925,Yes,13.227778
1501:468:479:2,2011,56.725,18.975,Yes,3.511111
1501:468:479:3,2011,56.775,18.925,Yes,5.333333
1501:468:479:4,2011,56.775,18.975,Yes,0.638889
1501:468:488:1,2011,56.825,18.825,Yes,5.366667
1501:468:488:2,2011,56.825,18.875,Yes,8.677778
1501:468:488:3,2011,56.875,18.825,Yes,2.872222
1501:468:488:4,2011,56.875,18.875,Yes,1.677778
1501:468:489:1,2011,56.825,18.925,Yes,1.005556
1501:468:489:2,2011,56.825,18.975,Yes,0.338889
1501:468:489:3,2011,56.875,18.925,Yes,0.322222
1501:468:497:2,2011,56.925,18.775,Yes,2.338889
1501:468:497:4,2011,56.975,18.775,Yes,21.272222
1501:468:498:1,2011,56.925,18.825,Yes,6.611111
1501:468:498:2,2011,56.925,18.875,Yes,2.333333
1501:468:498:3,2011,56.975,18.825,Yes,12.344444
1501:468:498:4,2011,56.975,18.875,Yes,3.416667
1501:468:499:1,2011,56.925,18.925,Yes,1
1501:468:499:2,2011,56.925,18.975,Yes,2.033333
1501:468:499:3,2011,56.975,18.925,Yes,7.738889
1501:468:499:4,2011,56.975,18.975,Yes,8.366667
1501:469:100:2,2011,56.025,19.075,Yes,1
1501:469:101:1,2011,56.025,19.125,Yes,6
1501:469:101:2,2011,56.025,19.175,Yes,10
1501:469:102:2,2011,56.025,19.275,Yes,24
1501:469:103:1,2011,56.025,19.325,Yes,53.5
1501:469:103:2,2011,56.025,19.375,Yes,30.5
1501:469:103:3,2011,56.075,19.325,Yes,10
1501:469:103:4,2011,56.075,19.375,Yes,45
1501:469:104:1,2011,56.025,19.425,Yes,6
1501:469:104:2,2011,56.025,19.475,Yes,1
1501:469:104:3,2011,56.075,19.425,Yes,31
1501:469:104:4,2011,56.075,19.475,Yes,1
1501:469:112:2,2011,56.125,19.275,Yes,5
1501:469:113:1,2011,56.125,19.325,Yes,10
1501:469:113:2,2011,56.125,19.375,Yes,23
1501:469:113:4,2011,56.175,19.375,Yes,0.666667
1501:469:114:1,2011,56.125,19.425,Yes,16
1501:469:114:2,2011,56.125,19.475,Yes,23.5
1501:469:114:3,2011,56.175,19.425,Yes,6.294444
1501:469:114:4,2011,56.175,19.475,Yes,10.655556
1501:469:120:2,2011,56.225,19.075,Yes,3
1501:469:121:1,2011,56.225,19.125,Yes,1
1501:469:121:3,2011,56.275,19.125,Yes,0.955556
1501:469:121:4,2011,56.275,19.175,Yes,2
1501:469:122:3,2011,56.275,19.225,Yes,3.922222
